firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
3,5000,4999,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2520713.823104372,2520220.0214514793,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
11,5000,4999,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,1,0,1,2435247.8328132275,2434754.031160335,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
18,5000,4999,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2118683.165788704,2118239.3641358116,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
103,5000,4997,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2127886.622866764,2127442.8212138717,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
107,5000,4997,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2686151.214854743,2685657.4132018504,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
120,5000,4997,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,1741164.7474344657,1740720.9457815732,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
204,5000,4994,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2517623.0673859147,2517179.2657330222,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
241,5000,4993,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2184962.5931042084,2184468.791451316,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
263,5000,4993,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2088063.0464325328,2087619.2447796403,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
326,5000,4991,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2452883.913405902,2452390.1117530097,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
455,5000,4988,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2965371.8969319337,2964928.095279041,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
486,5000,4987,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2609807.61762727,2609363.8159743776,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
490,5000,4987,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,1596198.002292399,1595754.2006395066,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
739,5000,4981,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,1806823.995099163,1806330.1934462704,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
794,5000,4980,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2527016.553255458,2526572.7516025654,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
849,5000,4978,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,1,0,1,1966858.86542507,1966365.0637721776,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
884,5000,4977,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,1,1,0,1959039.4803758317,1958595.6787229392,443.80165289256206,493.80165289256206,-0.10125523012552295,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
944,5000,4976,3,13.636363636363637,1.0,0.0,0.04761904761904764,100,0,0,0,2661079.9554755897,2660636.1538226972,443.80165289256206,443.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
1047,5000,4973,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2499212.3968420047,2498718.5951891122,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
1278,5000,4968,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2577584.3221589285,2577090.520506036,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
2301,5000,4942,3,13.636363636363637,1.0,0.0,0.04761904761904764,50,0,0,0,2202751.0534129986,2202257.251760106,493.80165289256206,493.80165289256206,0.0,54.54545454545455,54.54545454545455,0.0,743.8016528925621,743.8016528925621,0.0,1.0
