firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
68,5000,4998,2,41.22023809523812,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,723,1250,1121,852,252824.37514120803,253024.37514120803,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.08664259927797754
175,5000,4995,2,41.22023809523812,0.5625,43.75,0.0,0,0,0,0,584,1158,994,748,137650.35302802984,137850.35302802984,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.06137184115523393
187,5000,4995,2,41.22023809523812,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,599,1111,947,763,101466.21472103952,101666.21472103952,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.08664259927797754
460,5000,4988,3,41.22023809523812,0.6041666666666667,39.583333333333336,0.006325474410580839,100,1,1,0,613,1164,1004,773,125288.80857598687,125506.12373224106,-217.3151562541837,-180.05267741341004,0,50.51292272471606,24.76219355576613,1.039921164938702,2082.1547015991605,1025.911435789589,1.0295657392654345,0.03971119133574067
1093,5000,4972,3,41.22023809523812,0.6145833333333333,38.541666666666664,0.010350776308223146,0,0,0,0,567,1119,926,760,321853.3246386397,321831.9205942294,21.404044410283007,56.54012020992673,-0.6214361707967309,82.65750991317138,88.8023493034354,-0.06919681110313036,3407.1622389804297,3679.130666279833,-0.07392192666383468,0.06498194945848446
1796,5000,4955,3,41.22023809523812,0.625,37.5,0.014376078205865428,100,1,1,0,671,1184,1054,801,395017.08316401864,394889.99202896794,127.091135050697,56.54012020992673,1.2478044719187502,114.80209710162649,88.8023493034354,0.2927822068012029,4732.16977636169,3679.130666279833,0.28621954630022484,0.09025270758122805
1936,5000,4951,3,41.22023809523812,0.625,37.5,0.014376078205865428,100,1,1,0,636,1164,1023,777,65527.96739352477,65400.876258474076,127.091135050697,56.54012020992673,1.2478044719187502,114.80209710162649,88.8023493034354,0.2927822068012029,4732.16977636169,3679.130666279833,0.28621954630022484,0.09025270758122805
3200,5000,4920,2,41.22023809523812,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,557,1093,943,707,216780.39141851632,216980.39141851632,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.11191335740072132
5456,5000,4863,2,41.22023809523812,0.5104166666666667,48.958333333333336,0.0,100,1,1,0,601,1114,940,775,842230.5046741758,842530.5046741758,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.18772563176895232
7519,5000,4812,2,41.22023809523812,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,562,1094,910,746,505310.98652523116,505510.98652523116,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.2635379061371833
