firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
181727,5000,456,2,40.04166666666668,0.5520833333333333,44.791666666666664,0.0,100,1,1,0,73,124,109,88,87242.53628281978,87542.53628281978,-300.0,-300.0,0,0,0,0,0.0,0.0,0,-0.11862643080124831
182063,5000,448,3,40.04166666666668,0.6041666666666667,39.583333333333336,0.0017631030613880741,0,0,0,0,65,131,108,88,114191.61846453053,114384.79385600648,-193.17539147594348,-188.68857429131066,0,14.890054961577569,19.13246862726876,-0.2217389584344931,596.2226174198353,768.6383088714111,-0.22431316454254435,0.011446409989594406
183857,5000,403,2,40.04166666666668,0.5416666666666667,45.833333333333336,0.0,100,1,1,0,66,120,99,87,25931.256912003162,26231.256912003162,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.14464099895941698
184911,5000,377,2,40.04166666666668,0.5,50.0,0.0,0,0,0,0,47,100,82,65,69720.64309115673,69920.64309115673,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.2486992715920912
185038,5000,374,2,40.04166666666668,0.5625,43.75,0.0,100,1,1,0,64,114,103,75,33256.422009955626,33556.422009955626,-300.0,-250.0,0,0,0,0,0.0,0.0,0,-0.0926118626430798
185079,5000,373,3,40.04166666666668,0.65625,34.375,0.021798365122615786,100,1,1,0,77,105,106,76,179835.7681651565,179092.56189027266,743.2062748838416,482.5751239589007,0.5400840987964768,184.09522497950107,153.97081895278177,0.1956500993604351,7371.4796335541905,6185.708295203254,0.19169532117614563,0.1415192507804373
185134,5000,371,2,40.04166666666668,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,52,95,80,67,24468.4145504374,24668.4145504374,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.06659729448491129
185434,5000,364,2,40.04166666666668,0.59375,40.625,0.0,0,0,0,0,71,105,98,78,44302.69392110258,44502.69392110258,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.014568158168574102
185457,5000,363,2,40.04166666666668,0.5104166666666667,48.958333333333336,0.0,0,0,0,0,64,109,94,79,94045.19278845546,94245.19278845546,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.2226847034339227
185645,5000,358,2,40.04166666666668,0.5729166666666667,42.708333333333336,0.0,50,1,0,1,53,103,89,67,10781.482601995285,11031.482601995285,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.06659729448491129
185921,5000,351,2,40.04166666666668,0.53125,46.875,0.0,100,1,1,0,49,92,77,64,101764.81281106547,102064.81281106547,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.1706555671175855
186844,5000,328,3,40.04166666666668,0.6354166666666667,36.458333333333336,0.013784260298124695,0,0,0,0,47,95,79,63,50124.21006194735,49907.06291612983,217.14714581752276,246.91673820453985,-0.12056530716988767,116.41315697233162,120.26123137140341,-0.03199763011895129,4661.3768271004465,4831.44079862029,-0.03519943193103148,0.0894901144641001
186895,5000,327,2,40.04166666666668,0.48958333333333337,51.041666666666664,0.0,0,0,0,0,45,98,80,63,8716.650556795143,8916.650556795143,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.2747138397502597
187004,5000,324,2,40.04166666666668,0.5625,43.75,0.0,50,1,0,1,60,100,80,80,57109.42077197296,57359.42077197296,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.0926118626430798
187092,5000,322,2,40.04166666666668,0.59375,40.625,0.0,100,1,1,0,52,91,77,66,29871.18042050177,30171.18042050177,-300.0,-300.0,0,0,0,0,0.0,0.0,0,-0.014568158168574102
187473,5000,313,2,40.04166666666668,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,45,74,71,48,21612.27451725961,21812.27451725961,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.11862643080124831
188606,5000,284,2,40.04166666666668,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,46,78,79,45,89970.45152245602,90170.45152245602,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.14464099895941698
188861,5000,278,3,40.04166666666668,0.6041666666666667,39.583333333333336,0.0017631030613880741,0,0,0,0,44,78,73,49,96672.25303359913,96865.42842507508,-193.17539147594348,-188.68857429131066,0,14.890054961577569,19.13246862726876,-0.2217389584344931,596.2226174198353,768.6383088714111,-0.22431316454254435,0.011446409989594406
189112,5000,272,2,40.04166666666668,0.5,50.0,0.0,100,1,1,0,50,76,67,59,98220.32732296496,98520.32732296496,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.2486992715920912
189387,5000,265,3,40.04166666666668,0.625,37.5,0.009777207885879163,0,0,0,0,56,78,80,54,206883.50480280782,206873.63399026226,9.870812545566281,31.48665991138546,-0.6865081093597662,82.57212296874701,86.55164379002527,-0.04597857010009643,3306.325423873579,3477.173302037333,-0.04913412801819561,0.0634755463059316
189396,5000,265,3,40.04166666666668,0.6666666666666667,33.333333333333336,0.025805417534861316,0,0,0,0,41,79,63,57,51980.92196636135,50718.932895683145,1261.9890706782019,1314.576817851232,-0.040003555865977036,217.93625898308568,221.38999411553806,-0.015600231375632823,8726.531036781058,8894.243288369167,-0.01885626985349309,0.1675338189386058
