firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
1,5000,4999,2,36.195175438596486,0.5104166666666667,48.958333333333336,0.0,0,0,0,0,654,1189,1020,823,1961727.9232929598,1961927.9232929598,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.35262041805513505
2,5000,4999,2,36.195175438596486,0.5625,43.75,0.0,0,0,0,0,628,1156,970,814,3451102.633505315,3451302.633505315,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.20872462890033341
3,5000,4999,3,36.195175438596486,0.6458333333333333,35.416666666666664,0.002951078598445484,100,1,1,0,685,1180,1080,785,2253478.541121448,2253468.3924225774,10.148698870374517,229.23642384893708,-0.9557282446655933,398.38818784476416,468.7261748430446,-0.15006199946447085,14419.730351705772,17029.955116206766,-0.15327255689693164,0.021508633747349216
5,5000,4999,2,36.195175438596486,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,633,1130,994,769,2803469.0583432154,2803669.0583432154,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.1511663132384127
8,5000,4999,2,36.195175438596486,0.625,37.5,0.0,0,0,0,0,596,1151,976,771,4200240.311079163,4200440.311079163,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.03604968191457149
14,5000,4999,2,36.195175438596486,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,638,1215,1036,817,2915177.019179146,2915377.019179146,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.17994547106937314
16,5000,4999,2,36.195175438596486,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,701,1253,1090,864,5418188.051243168,5418388.051243168,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.23750378673129366
17,5000,4999,2,36.195175438596486,0.6354166666666667,36.458333333333336,0.0,0,0,0,0,571,1173,963,781,2032233.8527407127,2032433.8527407127,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.007270524083611235
18,5000,4999,2,36.195175438596486,0.53125,46.875,0.0,0,0,0,0,623,1197,1004,816,3547288.310101631,3547488.310101631,-200.0,-300.0,0,0,0,0,0.0,0.0,0,-0.29506210239321434
21,5000,4999,2,36.195175438596486,0.625,37.5,0.0,0,0,0,0,643,1155,1004,794,2291904.5199505007,2292104.5199505007,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.03604968191457149
22,5000,4999,2,36.195175438596486,0.5729166666666667,42.708333333333336,0.0,100,1,1,0,617,1180,1027,770,7621949.502949034,7622249.502949034,-300.0,-300.0,0,0,0,0,0.0,0.0,0,-0.17994547106937314
26,5000,4999,2,36.195175438596486,0.59375,40.625,0.0,50,1,0,1,622,1145,986,781,5102423.544504534,5102673.544504534,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.12238715540745244
27,5000,4999,2,36.195175438596486,0.5833333333333333,41.666666666666664,0.0,50,1,0,1,691,1223,1082,832,2804634.843372338,2804884.843372338,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.1511663132384127
28,5000,4999,2,36.195175438596486,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,629,1125,1007,747,1906905.0391609317,1907105.0391609317,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.438957891548016
32,5000,4999,2,36.195175438596486,0.6041666666666667,39.583333333333336,0.0,100,1,1,0,641,1193,1023,811,8146393.2646455355,8146693.2646455355,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.09360799757649219
34,5000,4999,2,36.195175438596486,0.5625,43.75,0.0,0,0,0,0,612,1163,991,784,3825660.758368758,3825860.758368758,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.20872462890033341
36,5000,4999,2,36.195175438596486,0.5208333333333333,47.916666666666664,0.0,100,1,1,0,628,1195,1028,795,2828936.6930680955,2829236.6930680955,-300.0,-250.0,0,0,0,0,0.0,0.0,0,-0.3238412602241746
39,5000,4999,2,36.195175438596486,0.5625,43.75,0.0,0,0,0,0,616,1117,972,761,5986155.172064395,5986355.172064395,-200.0,-250.0,0,0,0,0,0.0,0.0,0,-0.20872462890033341
42,5000,4998,3,36.195175438596486,0.65625,34.375,0.00689970489214015,0,0,0,0,629,1198,1014,813,3515645.7515120953,3514150.362195279,1495.3893168165152,1761.1409796510766,-0.15089743859529803,931.4428053835338,1001.9021987270127,-0.07032562003856513,33713.73575187549,36401.529060892135,-0.0738373738235153,0.05028779157830947
43,5000,4998,2,36.195175438596486,0.5,50.0,0.0,100,1,1,0,643,1170,1026,787,3327340.31559278,3327640.31559278,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.3813995758860953
49,5000,4998,2,36.195175438596486,0.625,37.5,0.0,0,0,0,0,620,1180,1018,782,4015377.5704832827,4015577.5704832827,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.03604968191457149
56,5000,4998,2,36.195175438596486,0.5520833333333333,44.791666666666664,0.0,100,1,1,0,591,1135,945,781,2957864.6942838905,2958164.6942838905,-300.0,-200.0,0,0,0,0,0.0,0.0,0,-0.23750378673129366
59,5000,4998,3,36.195175438596486,0.6458333333333333,35.416666666666664,0.002951078598445484,100,1,1,0,625,1190,1014,801,1466238.4926579848,1466228.3439591145,10.148698870374517,-200.0,0,398.38818784476416,0,0,14419.730351705772,0.0,0,0.021508633747349216
61,5000,4998,2,36.195175438596486,0.625,37.5,0.0,0,0,0,0,688,1235,1086,837,6910040.421670148,6910240.421670148,-200.0,-200.0,0,0,0,0,0.0,0.0,0,-0.03604968191457149
62,5000,4998,2,36.195175438596486,0.6041666666666667,39.583333333333336,0.0,50,1,0,1,657,1201,1033,825,2987899.7332360577,2988149.7332360577,-250.0,-200.0,0,0,0,0,0.0,0.0,0,-0.09360799757649219
