firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
42,50,48,3,45.563271604938265,0.6875,31.25,0.056254738438210765,100,1,1,0,19402.9138138155,18883.43483766857,519.4789761469281,627.9149519890254,-0.172692138479277,57.25308641975306,59.25925925925924,-0.03385416666666674,2608.6379267642114,2729.7668038408765,-0.044373342406476834,0.31414055884843345
83,50,47,2,45.563271604938265,0.5416666666666667,45.833333333333336,0.0,100,0,0,0,2284.57102963837,2584.57102963837,-300.0,-299.78566529492457,0,0,0.9259259259258954,-1.0,0.0,42.65260631001231,-1.0,-0.005927180355631017
90,50,47,3,45.563271604938265,0.65625,34.375,0.043972706595905985,50,1,0,1,14873.441134586195,14622.731448562725,250.70968602347148,296.60708161865523,-0.1547414018057518,44.75308641975306,46.75925925925924,-0.04290429042904298,2039.0970317024828,2153.9566186556917,-0.053324930482998356,0.24555461473327678
116,50,47,3,45.563271604938265,0.6145833333333333,38.541666666666664,0.027596664139499617,100,1,1,0,6916.324446565527,7019.112702928886,-102.78825636335947,-73.60896776406054,0,28.086419753086403,30.09259259259258,-0.06666666666666687,1279.709171620179,1386.209705075445,-0.07682858738135134,0.15410668924640128
310,50,42,3,45.563271604938265,0.625,37.5,0.031690674753601204,50,0,0,0,1242.6732387590575,1232.6078428590426,10.065395900014835,43.42421124828496,-0.7682077437753722,32.25308641975306,34.25925925925924,-0.05855855855855874,1469.5561366407546,1578.1464334705063,-0.0688087585072511,0.17696867061812013
437,50,39,3,45.563271604938265,0.6145833333333333,38.541666666666664,0.027596664139499617,50,1,0,1,4209.8924099415135,4262.680666304873,-52.788256363359466,-73.60896776406054,0,28.086419753086403,30.09259259259258,-0.06666666666666687,1279.709171620179,1386.209705075445,-0.07682858738135134,0.15410668924640128
443,50,38,3,45.563271604938265,0.65625,34.375,0.043972706595905985,50,0,0,0,10904.805925213452,10654.096239189981,250.70968602347148,296.60708161865523,-0.1547414018057518,44.75308641975306,46.75925925925924,-0.04290429042904298,2039.0970317024828,2153.9566186556917,-0.053324930482998356,0.24555461473327678
526,50,36,3,45.563271604938265,0.6041666666666667,39.583333333333336,0.023502653525398005,50,0,0,0,237.3311105885526,344.2924636597312,-106.96135307117859,-81.96159122085086,0,23.919753086419718,25.925925925925895,-0.07738095238095266,1089.862206599602,1194.2729766803825,-0.08742621839355535,0.1312447078746823
626,50,34,3,45.563271604938265,0.6041666666666667,39.583333333333336,0.023502653525398005,100,0,0,0,5131.18672440172,5288.148077472899,-156.9613530711786,-131.96159122085086,0,23.919753086419718,25.925925925925895,-0.07738095238095266,1089.862206599602,1194.2729766803825,-0.08742621839355535,0.1312447078746823
636,50,34,3,45.563271604938265,0.6354166666666667,36.458333333333336,0.03578468536770279,100,1,1,0,2971.5685906124536,2939.968986893509,31.59960371894465,-6.575788751715038,0,36.41975308641972,34.25925925925924,0.06306306306306264,1659.4031016613303,1578.1464334705063,0.051488674604252216,0.19983065198983896
875,50,28,3,45.563271604938265,0.6458333333333333,35.416666666666664,0.0398786959818044,100,1,1,0,5784.317400377528,5672.503033284098,111.81436709343052,69.13794581618595,0.6172648141833215,40.5864197530864,38.425925925925895,0.05622489959839405,1849.2500666819071,1770.0831618655677,0.044724963505613946,0.22269263336155795
1064,50,23,3,45.563271604938265,0.625,37.5,0.031690674753601204,50,1,0,1,1024.3121791539713,1014.2467832539564,10.065395900014835,43.42421124828496,-0.7682077437753722,32.25308641975306,34.25925925925924,-0.05855855855855874,1469.5561366407546,1578.1464334705063,-0.0688087585072511,0.17696867061812013
