firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology,mag_tech_shock,deg_tech_div
195354,4971,87,3,45.94594594594596,0.6354166666666667,36.458333333333336,0.037344858156028345,0,0,0,0,32,35,33,34,5115.233865948314,4955.174693600289,160.05917234802445,-190.24943310657585,37.95045045045049,20.952380952380963,1743.6693450206985,960.9410430839008,35024201299994683511138548473,8,0.4217273954116059
195354,4972,88,3,45.94594594594596,0.6354166666666667,36.458333333333336,0.037344858156028345,100,1,1,0,32,36,33,35,5175.293038296339,5115.233865948314,60.05917234802445,160.05917234802445,37.95045045045049,37.95045045045049,1743.6693450206985,1743.6693450206985,35024201299994683511138548473,0,0.4217273954116059
195354,4973,89,3,46.08671171171172,0.6354166666666667,36.458333333333336,0.03791994677902204,0,0,0,0,32,36,33,35,5346.115719085236,5175.293038296339,170.82268078889757,60.05917234802445,38.513513513513544,37.95045045045049,1774.9611943024124,1743.6693450206985,35024201299994683511138548473,0,0.4202080369843528
195354,4974,90,3,46.09375000000001,0.6354166666666667,36.458333333333336,0.03794871794871793,0,0,0,0,32,36,33,35,5517.480736446348,5346.115719085236,171.36501736111148,170.82268078889757,38.541666666666686,38.513513513513544,1776.5299479166679,1774.9611943024124,35024201299994683511138548473,0,0.41669794794794796
195354,4975,91,3,44.92521367521367,0.6354166666666667,36.458333333333336,0.033193717277486906,0,0,0,0,32,36,33,35,5604.232987341226,5517.480736446348,86.75225089487856,171.36501736111148,33.867521367521334,38.541666666666686,1521.5056340857607,1776.5299479166679,35024201299994683511138548473,0,0.43163230739450253
195354,4976,92,3,45.0109649122807,0.6354166666666667,36.458333333333336,0.03354117394108793,50,1,0,1,32,37,34,35,5646.823015042057,5604.232987341226,42.59002770083066,86.75225089487856,34.21052631578945,33.867521367521334,1539.8487996306544,1521.5056340857607,35024201299994683511138548473,0,0.4267784552845528
195354,4977,93,3,46.38020833333334,0.6145833333333333,38.541666666666664,0.030906663928534753,0,0,0,0,32,37,34,35,5692.593956882335,5646.823015042057,45.77094184027851,42.59002770083066,31.354166666666714,34.21052631578945,1454.2127821180582,1539.8487996306544,35024201299994683511138548473,8,0.42652439024390243
195354,4978,94,3,46.62162162162162,0.625,37.5,0.036000000000000004,100,1,1,0,33,37,35,35,5725.409880914475,5692.593956882335,32.81592403214023,45.77094184027851,36.486486486486484,31.354166666666714,1701.0591672753833,1454.2127821180582,34985515673767015377547950841,0,0.4196005215742058
195354,4979,95,3,45.94017094017094,0.6354166666666667,36.458333333333336,0.03732127838519765,100,1,1,0,34,37,36,35,5785.030858524235,5725.409880914475,59.62097760975922,32.81592403214023,37.927350427350405,36.486486486486484,1742.3889619402428,1701.0591672753833,34985515673767156115036306169,0,0.42305021367521367
195354,4980,96,3,45.59294871794871,0.6354166666666667,36.458333333333336,0.03590551181102364,0,0,0,0,34,37,36,35,5918.795651423642,5785.030858524235,133.76479289940738,59.62097760975922,36.53846153846149,37.927350427350405,1665.896203155816,1742.3889619402428,34985515673767156115036306169,0,0.4246443089430894
195354,4981,97,3,45.48611111111111,0.6354166666666667,36.458333333333336,0.035470668485675295,100,1,1,0,34,38,36,36,5944.7987378433945,5918.795651423642,26.003086419752606,133.76479289940738,36.111111111111086,36.53846153846149,1642.5540123456776,1665.896203155816,34985515673767156115036306169,0,0.42385670731707314
195354,4982,98,3,45.28508771929824,0.6354166666666667,36.458333333333336,0.03465346534653465,0,0,0,0,34,38,36,36,6056.445109803997,5944.7987378433945,111.64637196060266,26.003086419752606,35.307017543859615,36.111111111111086,1598.8813865804846,1642.5540123456776,34985515673767156115036306169,0,0.42381143162393164
195354,4983,99,3,45.14802631578946,0.6354166666666667,36.458333333333336,0.03409702054426161,0,0,0,0,34,38,36,36,6158.4881663213855,6056.445109803997,102.04305651738872,111.64637196060266,34.75877192982449,35.307017543859615,1569.2899497922401,1598.8813865804846,34985515673767156115036306169,0,0.425400641025641
195354,4984,100,3,44.92872807017542,0.6354166666666667,36.458333333333336,0.03320795271359484,0,0,0,0,34,38,36,36,6245.478514313074,6158.4881663213855,86.99034799168811,102.04305651738872,33.881578947368325,34.75877192982449,1522.2562471144918,1569.2899497922401,34985515673767156115036306169,0,0.42813835470085465
195354,4985,101,3,44.79166666666666,0.6354166666666667,36.458333333333336,0.0326530612244898,0,0,0,0,34,38,36,36,6323.256292090851,6245.478514313074,77.77777777777698,86.99034799168811,33.333333333333286,33.881578947368325,1493.0555555555532,1522.2562471144918,34985515673767156115036306169,0,0.4272970085470085
195354,4986,102,3,44.44444444444444,0.6458333333333333,35.416666666666664,0.03532608695652175,100,1,1,0,35,38,37,36,6349.259378510605,6323.256292090851,26.003086419753117,77.77777777777698,36.111111111111114,33.333333333333286,1604.9382716049383,1493.0555555555532,34985506229034190375745878777,0,0.4301829268292683
195354,4987,103,3,44.31089743589744,0.6458333333333333,35.416666666666664,0.03478533375117519,0,0,0,0,35,38,37,36,6465.68874241593,6349.259378510605,116.42936390532577,26.003086419753117,35.576923076923094,36.111111111111114,1576.4453895463519,1604.9382716049383,34985506229034190375745878777,0,0.4295223577235772
195354,4988,104,3,44.17735042735042,0.6458333333333333,35.416666666666664,0.03424514512424307,50,1,0,1,35,39,38,36,6522.687062234762,6465.68874241593,56.998319818832215,116.42936390532577,35.04273504273502,35.576923076923094,1548.0951859156974,1576.4453895463519,34985506229034190375745878777,0,0.4294461382113821
195354,4989,105,3,44.017094017094024,0.6458333333333333,35.416666666666664,0.03359766277128548,100,1,1,0,35,40,38,37,6518.556464674678,6522.687062234762,-4.130597560084084,56.998319818832215,34.40170940170944,35.04273504273502,1514.2632770837918,1548.0951859156974,34985506229034190375745878777,0,0.42738821138211386
195354,4990,106,3,44.04380341880342,0.65625,34.375,0.03777522696441615,50,1,0,1,36,40,38,38,6642.499502880537,6518.556464674678,123.9430382058589,-4.130597560084084,38.67521367521368,34.40170940170944,1703.4035082913292,1514.2632770837918,34985506228890075187670022905,0,0.4245592948717949
195354,4991,107,3,43.96929824561404,0.65625,34.375,0.03747323340471091,0,0,0,0,36,40,38,38,6810.701738183708,6642.499502880537,168.2022353031707,123.9430382058589,38.377192982456165,38.67521367521368,1687.4182440751013,1703.4035082913292,34985506228890075187670022905,0,0.42127755285650026
195354,4992,108,3,43.83223684210527,0.65625,34.375,0.03691813804173354,0,0,0,0,36,40,38,38,6968.4590529344005,6810.701738183708,157.75731475069284,168.2022353031707,37.82894736842107,38.377192982456165,1658.127380540167,1687.4182440751013,34985506228890075187670022905,0,0.4205184435447593
195354,4993,109,3,43.693693693693696,0.65625,34.375,0.036357644991212655,0,0,0,0,36,40,38,38,7115.8112615619475,6968.4590529344005,147.35220862754664,157.75731475069284,37.274774774774784,37.82894736842107,1628.6725915104298,1658.127380540167,34985506228890075187670022905,0,0.42085582546108863
