firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology,magtechshock
7912,5000,4802,2,45.37852112676057,0.5,50.0,0.0,50,1,0,1,820,1233,1178,875,16513.102424347846,16763.102424347846,-250.0,-200.0,0,0,0.0,0.0,43066780871199451305333409114,8
15307,5000,4617,2,45.37852112676057,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,702,1127,1044,785,128811.42248392661,129011.42248392661,-200.0,-200.0,0,0,0.0,0.0,24823279201156630686649063144,8
55751,5000,3606,3,45.37852112676057,0.5833333333333333,41.666666666666664,0.014577931431864019,100,1,1,0,558,905,829,634,76062.08707145562,75931.01572706661,131.07134438901062,90.74039221302888,116.13368708914984,111.33424874015131,5269.974973103587,4913.694247281675,58560621638335233045951342074,8
64022,5000,3399,2,45.37852112676057,0.5416666666666667,45.833333333333336,0.0,50,1,0,1,468,806,696,578,41189.37300741068,41439.37300741068,-250.0,-250.0,0,0,0.0,0.0,47104834235594217056216907460,8
66905,5000,3327,3,45.37852112676057,0.5625,43.75,0.0063958513396715705,0,0,0,0,552,845,816,581,31936.566168434543,32053.589867692193,-117.02369925765116,-200.0,50.951933861247596,0,2312.1234071719314,0.0,48976010132417927955838302800,8
81227,5000,2969,2,45.37852112676057,0.5,50.0,0.0,50,1,0,1,423,690,640,473,159504.77492158074,159754.77492158074,-250.0,-200.0,0,0,0.0,0.0,44846394062384849306001406496,8
85822,5000,2854,2,45.37852112676057,0.5104166666666667,48.958333333333336,0.0,0,0,0,0,432,694,669,457,43561.743725685155,43761.743725685155,-200.0,-200.0,0,0,0.0,0.0,52050854882919600065608327650,8
94330,5000,2641,2,45.37852112676057,0.5104166666666667,48.958333333333336,0.0,100,1,1,0,447,659,656,450,152850.86832488378,153150.86832488378,-300.0,-200.0,0,0,0.0,0.0,46002336572473844546276691666,8
107387,5000,2315,2,45.37852112676057,0.5208333333333333,47.916666666666664,0.0,100,1,1,0,374,564,525,413,102745.4999970001,103045.4999970001,-300.0,-200.0,0,0,0.0,0.0,47599664845620786441252295184,8
108835,5000,2279,2,45.37852112676057,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,385,577,541,421,32017.642757322174,32217.642757322174,-200.0,-200.0,0,0,0.0,0.0,458417335566323190997777586,8
110156,5000,2246,3,45.37852112676057,0.5625,43.75,0.0063958513396715705,0,0,0,0,345,578,525,398,299316.10187798156,299433.1255772392,-117.02369925765116,-56.78469711381814,50.951933861247596,78.28983701362228,2312.1234071719314,3455.291845120443,6243223004300055439216332464,8
114982,5000,2125,2,45.37852112676057,0.5,50.0,0.0,0,0,0,0,283,487,451,319,148235.4224235724,148435.4224235724,-200.0,-200.0,0,0,0.0,0.0,980463883783468886580677352,8
115396,5000,2115,2,45.37852112676057,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,287,514,456,345,190753.64390724513,190953.64390724513,-200.0,-200.0,0,0,0.0,0.0,614463514856268334368951186,8
124858,5000,1878,2,45.37852112676057,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,293,442,415,320,24417.818297845653,24617.818297845653,-200.0,-300.0,0,0,0.0,0.0,11055385755227866333356616552,8
