period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
7219,5.479275366487769,0,0,34,0.0,0.0,1.0,34,650.0,9,4,5,411.25872841699913,0.7766905601699093,0.20907103161347118,0.2497204253742093,181767.69145333863,8151.870922487287,189919.56237582592,7181,6,1059.1176470588234,31,3,20,31.8270191895781,0.6588881262868909,42.42021276595745,1411.350583096651,45.527438164408096,1
7220,5.476227910098618,0,0,34,0.0,0.0,1.0,34,1050.0,12,9,3,412.3997068411112,0.7766526339742861,0.20405336692798626,0.25110055991558955,181807.30477764792,8195.45583837492,190002.76061602283,7182,7,1060.1176470588234,31,3,20,31.69378282006165,0.6599176389842141,42.32047872340426,1411.111786275745,45.51973504115307,0
7221,5.412769245779232,1,1,34,0.02857142857142857,0.02857142857142857,0.9714285714285714,35,750.0,10,5,5,403.9770487270708,0.787555873413195,0.1858892419752205,0.24790063987070712,180095.5675924711,7550.895176966637,187646.46276943776,7183,0,1030.8,32,3,20,31.616298053146284,0.6602393617021276,42.03739522888459,1396.2920536661968,43.63412667706865,0
7222,5.52253371784833,0,0,34,0.0,0.0,1.0,34,1150.0,16,7,9,414.1569458371382,0.774490840823757,0.2109087738717088,0.25402717333994906,183723.29274369436,8418.05556037419,192141.34830406855,7184,9,1062.1176470588234,31,3,20,31.371530110537392,0.6626630061770762,42.05452127659575,1424.5126036165298,45.95201947150096,0
7223,5.710423941420963,0,0,34,0.0,0.0,1.0,34,950.0,12,7,5,414.91042776946585,0.7752493647362233,0.20886104731803812,0.25495802295477626,190071.9624799879,8972.567851910731,199044.53033189866,7185,10,1063.1176470588234,31,3,21,31.282846310110273,0.6633493479752917,41.98803191489362,1473.3577197263332,47.527668378268814,0
7224,5.498157414000593,0,0,34,0.0,0.0,1.0,34,900.0,12,6,6,415.2774758519023,0.7739978002806539,0.21088280752795763,0.2558900255963626,183148.16157141555,8411.46124885876,191559.62282027432,7186,11,1064.1176470588234,31,3,21,31.169500257599193,0.6643788606726149,41.888297872340424,1419.1387686935034,45.778669957854945,0
7225,5.559648610424313,1,0,35,0.02857142857142857,0.0,1.0,35,750.0,10,5,5,405.39163740475686,0.7820489898086894,0.19775777559932295,0.2516819499457108,185584.12100271162,8046.8501379223635,193630.97114063398,7187,0,1034.6857142857143,32,3,22,31.14373315989965,0.664561170212766,41.61831076724694,1436.5113995019626,44.89098123443633,0
7226,5.475605772098856,0,0,35,0.0,0.0,1.0,35,1150.0,14,9,5,402.97320047213515,0.780547112462006,0.19317521694969675,0.2506311984627702,182869.9546570721,7738.338179670923,190608.29283674303,7188,1,1035.6857142857143,32,3,22,31.13914845846194,0.6652260638297872,41.5538362346873,1415.1493060901528,44.223415815317274,0
7227,4.959302715252557,0,0,35,0.0,0.0,1.0,35,800.0,9,7,2,405.45385202198815,0.7796888968353298,0.193736108304708,0.25286404227546144,165752.14479742275,6440.991879707754,172193.1366771305,7189,2,1036.6857142857143,31,4,19,30.97335569423204,0.6688400823610157,41.456117021276604,1282.1973808683238,41.361205834462055,0
7228,4.866078578683346,1,0,36,0.027777777777777776,0.0,1.0,36,900.0,12,6,6,395.7346299822564,0.7897669706180345,0.185386999903129,0.2488138875589301,163000.31773158137,5700.974084899519,168701.2918164809,7190,0,1008.8611111111111,32,4,20,30.92407045735802,0.6692154255319149,41.166989039329465,1259.5017700918306,39.35943031536971,0
7229,5.078613252794789,1,1,36,0.02702702702702703,0.02702702702702703,0.972972972972973,37,500.0,7,3,4,386.7448400505716,0.795476327391221,0.17463416545320376,0.24438731190371232,170354.0444573272,5776.709535123391,176130.7539924506,7191,0,982.5675675675676,33,4,20,30.97160893010438,0.6686009026434558,40.988735919899874,1315.4180383803277,39.86115267819175,0
7230,5.187594892292317,0,0,36,0.0,0.0,1.0,36,800.0,10,6,4,391.64368181301904,0.7893279297534618,0.1831853327247328,0.24713854642607883,173943.42022049616,6424.768304460866,180368.18852495702,7192,2,1010.8611111111111,32,4,20,30.895958426808555,0.6705452127659575,41.03803997421019,1343.3897411277956,41.98092941024361,0
7231,4.798816229585453,0,1,35,0.0,0.027777777777777776,0.9722222222222222,36,800.0,12,4,8,389.31329673512505,0.7900709219858156,0.17725789502793043,0.24634028760342241,161027.62683189346,5338.039253471582,166365.66608536505,7193,3,1011.8611111111111,32,4,21,30.855829617783808,0.6715425531914894,40.94132817537073,1243.1749587668826,38.84921746146508,0
7232,4.946079964944989,1,0,36,0.027777777777777776,0.0,1.0,36,1050.0,13,8,5,384.71550844017673,0.7869638635596083,0.18228605377324647,0.2447691549743595,166217.09521756764,5589.258859615171,171806.3540771828,7194,0,1012.6666666666666,32,4,22,30.77407440723437,0.6735372340425532,40.74790457769182,1282.281595038286,40.07129984494644,0
7233,5.291614849315579,0,0,36,0.0,0.0,1.0,36,650.0,7,6,1,385.8131756538829,0.7861195542046606,0.18411366618327474,0.24614329882121244,177961.77990852087,6531.999890304765,184493.77979882562,7195,1,1013.6666666666666,32,4,22,30.64517408724859,0.6745345744680851,40.651192778852355,1372.3739994437085,42.88668748261589,0
7234,5.0886939060933525,0,0,36,0.0,0.0,1.0,36,1350.0,15,12,3,383.09289630087653,0.7852414724755151,0.18328363771897127,0.24530745603227963,171307.58798239002,5925.344007698202,177232.93199008823,7196,2,1014.6666666666666,32,4,23,30.581835195597176,0.6758643617021276,40.522243713733076,1320.4028771807027,41.26258991189696,0
7235,4.56815045317856,1,1,36,0.02702702702702703,0.02702702702702703,0.972972972972973,37,650.0,8,5,3,376.2056119993498,0.7924733243882179,0.17347958728515311,0.2426482350587881,154084.05168985884,4193.456993064561,158277.5086829234,7197,0,988.2162162162163,33,4,19,30.49786362576158,0.6760154738878142,40.26908635794744,1186.4898908584241,35.95423911692194,0
7236,4.638859478270754,0,0,36,0.0,0.0,1.0,36,950.0,11,8,3,385.7571375563944,0.7847686592367444,0.19034761018001212,0.24838319288703126,156397.110067364,4866.2603003357535,161263.37036769977,7198,4,1016.6666666666666,32,4,20,30.31181901026189,0.6778590425531914,40.32882011605417,1204.5781140383938,37.643066063699806,0
7237,5.076670599525463,0,0,36,0.0,0.0,1.0,36,1050.0,16,5,11,384.7644414184797,0.7837554880108072,0.19080416976917314,0.24843204078125913,171285.2352727481,5980.893574590381,177266.1288473385,7199,5,1017.6666666666666,32,4,20,30.237163543036377,0.6788563829787233,40.23210831721471,1318.756018406713,41.211125575209785,0
7238,5.026816339619287,1,2,35,0.02702702702702703,0.05405405405405406,0.9459459459459459,37,650.0,10,3,7,375.70504859653613,0.7888952782569804,0.17838293112026693,0.24451720116568637,169963.6487023656,5371.2401790733875,175334.888881439,7200,0,991.1351351351351,33,4,20,30.186218213749015,0.6792392005157962,39.956195244055074,1307.1924467639526,39.61189232618038,0
7239,4.965937696669602,0,0,35,0.0,0.0,1.0,35,1150.0,14,9,5,394.2363196927487,0.7753263007330592,0.1978651849685622,0.25507873135087145,167642.7237884911,6218.170089928559,173860.89387841965,7201,11,1048.6,31,4,20,29.9157211611751,0.6822237474262183,40.15957446808511,1290.351364267608,41.62423755701961,0
7240,4.920556772816581,0,0,35,0.0,0.0,1.0,35,1450.0,17,12,5,390.8206717068312,0.7757554085463972,0.1951948550234779,0.2535955877241257,166238.2711962575,5993.8705624607555,172232.14175871827,7202,12,1049.6,31,4,22,29.900841648684466,0.6832532601235415,40.059840425531924,1279.050312721173,41.259687507134615,0
7241,4.848922703442553,0,0,35,0.0,0.0,1.0,35,950.0,13,6,7,388.380777932511,0.7740389772930448,0.18521764534034468,0.2532242672119975,164027.73395341344,5741.043783066755,169768.7777364802,7203,13,1050.6,31,4,22,29.791585084627766,0.6849691146190802,39.89361702127661,1261.235745735858,40.68502405599542,0
7242,4.66727516203529,0,0,35,0.0,0.0,1.0,35,850.0,12,5,7,387.3929100021435,0.7741820132308243,0.18378457325422204,0.2528231460189137,157923.38295705986,5235.679776223679,163159.06273328353,7204,14,1051.6,31,4,22,29.78274760383387,0.6853122855181879,39.86037234042554,1214.1432228366418,39.16591041408522,0
7243,4.893643134242105,0,0,35,0.0,0.0,1.0,35,750.0,9,6,3,388.72935261310477,0.773323797604148,0.18372301009326697,0.2541841806936318,165667.49430667024,5879.963562173439,171547.4578688437,7205,15,1052.6,31,4,22,29.67890743715834,0.6859986273164035,39.79388297872341,1273.355878048969,41.075996066095776,0
7244,5.163608900008655,0,0,35,0.0,0.0,1.0,35,750.0,10,5,5,393.9910844918108,0.7729662077596996,0.19040321109286618,0.25837103782000687,174940.83910643263,6785.026184290175,181725.8652907228,7206,16,1053.6,31,4,22,29.43833048015,0.6870281400137268,39.69414893617022,1344.1176092775206,43.35863255733938,0
7245,5.5878262472184455,0,0,35,0.0,0.0,1.0,35,750.0,11,4,7,396.21635551901494,0.7724655819774718,0.19360863855245913,0.2603327597671915,189409.86363351246,8009.457173644775,197419.32080715723,7207,17,1054.6,31,4,22,29.311281594332037,0.6877144818119423,39.62765957446808,1454.915397879483,46.9327547703059,0
7246,5.27094748356382,0,0,35,0.0,0.0,1.0,35,1200.0,16,8,8,398.62002696737005,0.7711782585374575,0.1957496445886342,0.2634387665573565,178942.51953591724,7266.014392603306,186208.53392852054,7208,18,1055.6,31,4,23,29.041277355817,0.6897735072065889,39.42819148936171,1373.4603183568233,44.30517155989752,0
7247,5.218297018442638,0,0,35,0.0,0.0,1.0,35,1050.0,12,9,3,395.3352769679301,0.7708921866618987,0.19381924198250755,0.2617760617760619,177245.5175034063,7014.281150706656,184259.79865411296,7209,19,1056.6,31,4,24,29.05775075987842,0.6904598490048044,39.36170212765958,1360.0880526791993,43.87380815094191,0
7248,5.452550753989413,0,0,35,0.0,0.0,1.0,35,1000.0,13,7,6,392.30835041597743,0.7707491507241194,0.18553216289065366,0.26078531361550233,185391.24770144964,7546.10691346312,192937.35461491277,7210,20,1057.6,31,4,24,28.998448468540808,0.6918325326012355,39.22872340425532,1421.8686208209092,45.8667297039003,0
7249,5.530952012811219,0,0,35,0.0,0.0,1.0,35,800.0,11,5,6,391.4435435351184,0.7684605757196495,0.18890345128877284,0.2612286504815994,188248.8014231912,7737.7555790665565,195986.55700225776,7211,21,1058.6,31,4,24,28.88281605829918,0.6932052161976665,39.09574468085106,1443.0489161084586,46.54996503575673,0
7250,5.53640853290897,0,1,34,0.0,0.02857142857142857,0.9714285714285714,35,750.0,10,5,5,391.44354353511824,0.7684605757196495,0.18890345128877262,0.2612286504815993,188434.51689603642,7752.295003622522,196186.81189965893,7212,22,1059.6,31,4,24,28.88281605829918,0.6932052161976665,39.09574468085106,1444.4725454211966,46.595888561974085,0
7251,5.143938081356461,0,0,34,0.0,0.0,1.0,34,950.0,12,7,5,397.05588491819503,0.7686502066977662,0.18878158998406014,0.2647735822059753,175042.04248192802,7100.294615110044,182142.33709703805,7213,23,1079.4705882352941,30,4,21,28.763147436005077,0.6957446808510639,39.121482498284145,1341.942940784894,44.73143135949647,0
7252,4.6510377248581385,0,0,34,0.0,0.0,1.0,34,1000.0,14,6,8,398.7287208122416,0.7677779041984298,0.19136986725252947,0.2664264668766508,158352.52324710868,5827.939806342079,164180.46305345075,7214,24,1080.4705882352941,30,4,21,28.648135919504842,0.6964539007092199,39.052848318462594,1213.6750466651094,40.45583488883698,0
7253,4.135135500581798,0,0,34,0.0,0.0,1.0,34,900.0,13,5,8,403.97484905285967,0.7653885538741609,0.19884549060849555,0.2707521301097007,140898.86253833058,4583.919345128339,145482.78188345893,7215,25,1081.4705882352941,30,4,21,28.404129455233,0.6975177304964539,38.949897048730264,1079.4775481443282,35.98258493814428,0
7254,3.81787788430084,0,0,34,0.0,0.0,1.0,34,1050.0,13,8,5,407.1244605896002,0.7620889748549323,0.2047892849388706,0.27410256099849933,130241.64715282153,3804.912068678698,134046.55922150024,7216,26,1082.4705882352941,31,3,19,28.16231088147445,0.6962937542896362,38.796542553191486,997.2429034890854,32.16912591900275,0
7255,3.4631016328149187,0,0,34,0.0,0.0,1.0,34,850.0,10,7,3,410.0434447617014,0.7612166723555961,0.2082173327346204,0.27688500651434456,118229.17788526497,2895.819874283595,121124.99775954857,7217,27,1083.4705882352941,31,3,19,27.982242434085848,0.6973232669869596,38.69680851063829,904.9195091065573,29.190951906663138,0
7256,3.2070408302859055,0,0,34,0.0,0.0,1.0,34,750.0,11,4,7,406.63218695998745,0.7611408199643495,0.20722911398087618,0.2751241182340292,109543.07013666048,2108.7476351963023,111651.81777185677,7218,28,1084.4705882352941,31,3,15,28.00218665598597,0.698009608785175,38.63031914893617,838.2232382881575,27.039459299617985,0
7257,3.2599020471498346,0,0,34,0.0,0.0,1.0,34,1000.0,11,9,2,405.1964568766099,0.75977547692191,0.20997366760244618,0.2744977501096433,111384.7075450381,2226.537769497369,113611.24531453547,7219,29,1085.4705882352941,32,2,15,27.995686431939287,0.6958111702127661,38.58800773694391,852.1774887278534,26.63054652274542,0
7258,3.739180972276399,0,0,34,0.0,0.0,1.0,34,1250.0,16,9,7,403.82284199687797,0.7593582887700535,0.21097222322924014,0.27461984217273017,127886.83941424631,3528.7253892518556,131415.56480349816,7220,30,1086.4705882352941,32,2,19,27.89743804925639,0.6971409574468086,38.45905867182463,977.9489112855713,30.560903477674103,0
7259,3.6451188741167524,0,0,34,0.0,0.0,1.0,34,700.0,8,6,2,406.1574059948029,0.7586756172488338,0.21325552108177348,0.27676300501406226,124733.93001477716,3332.3218908678227,128066.25190564498,7221,31,1087.4705882352941,33,1,19,27.76632643453521,0.695357833655706,38.39173967459323,953.5932073369878,28.896763858696602,0
7260,3.3905954039199484,0,0,34,0.0,0.0,1.0,34,1050.0,12,9,3,407.4501957319132,0.7587893958357037,0.20938849666119497,0.27901645128877395,116170.49460286385,2666.8666225259,118837.36122538974,7222,32,1088.4705882352941,29,5,15,27.561002323074533,0.7079970652971388,38.226950354609926,887.5664989977677,30.60574134475061,0
7261,3.1008210851732807,0,0,34,0.0,0.0,1.0,34,800.0,10,6,4,407.88300609557723,0.7575757575757576,0.21185549768242007,0.2805050170411483,106357.2508023827,1876.2630354674184,108233.51383785011,7223,33,1089.4705882352941,29,5,15,27.402042968007326,0.7094644167278064,38.08510638297872,812.1512246485762,28.00521464305435,0
7262,3.4157463099202787,0,0,34,0.0,0.0,1.0,34,1300.0,16,10,6,405.64257845082506,0.7559828573595783,0.21550964968580666,0.2799715239360248,117266.18846495105,2713.6318108046307,119979.82027575567,7224,34,1090.4705882352941,31,3,15,27.336187488865008,0.7048730267673301,37.965425531914896,895.0436308108925,28.872375187448146,0
7263,3.5095306323467086,0,0,34,0.0,0.0,1.0,34,950.0,15,4,11,407.05655649742164,0.7550726286646187,0.22196854388635212,0.281511744861901,120547.05617728979,3013.8939166857626,123560.95009397555,7225,35,1091.4705882352941,31,3,15,27.229940520526366,0.7055593685655457,37.898936170212764,919.8517122812981,29.672635880041874,0
7264,3.1241548068751217,0,0,34,0.0,0.0,1.0,34,950.0,11,8,3,407.44898514131637,0.7534418022528161,0.22150746947695055,0.2826341377141213,107391.66305737139,1951.3248250728266,109342.98788244421,7226,36,1092.4705882352941,31,3,15,27.115857228026734,0.7065888812628689,37.79920212765957,819.1558830393639,26.424383323850446,0
7265,3.0522367097626866,0,0,34,0.0,0.0,1.0,34,600.0,10,2,8,408.4250095695728,0.7525315735578565,0.22796074951719825,0.28388237008760875,104972.72324597521,1774.6970992563072,106747.42034523151,7227,37,1093.4705882352941,31,3,14,27.021060836122487,0.7072752230610844,37.732712765957444,800.5018418656191,25.82264006018126,0
7266,3.2476670284224247,0,0,34,0.0,0.0,1.0,34,1200.0,14,10,4,407.06247200378095,0.7524557211666099,0.22363999045987693,0.28389729731266283,111789.24178661742,2301.0410210177747,114090.2828076352,7228,38,1094.4705882352941,32,2,14,26.940420826438498,0.7057845744680851,37.620889748549324,852.119985310449,26.62874954095153,0
7267,3.157652063180991,0,0,34,0.0,0.0,1.0,34,900.0,11,7,4,408.7413036425722,0.7515454924716503,0.22794930525950674,0.2856277212836208,108744.22461309462,2089.6512263914005,110833.87583948602,7229,39,1095.4705882352941,32,2,14,26.829261918265036,0.7064494680851063,37.55641521598969,828.7055269618461,25.89704771755769,0
7268,3.1221539496322763,0,0,34,0.0,0.0,1.0,34,1100.0,16,6,10,408.0781621057066,0.7529108355140897,0.22677362729446426,0.2857248902860509,107574.5655344239,1979.7661985215295,109554.33173294543,7230,40,1096.4705882352941,32,2,14,26.779560045045866,0.7071143617021276,37.49194068343005,819.5905742055336,25.612205443922925,0
7269,3.3288092214876723,0,0,34,0.0,0.0,1.0,34,1250.0,15,10,5,404.38193732850783,0.7509765995373004,0.22167501913606102,0.2839737294377609,114779.44878118373,2482.9471727266655,117262.3959539104,7231,41,1097.4705882352941,32,2,15,26.775966275054714,0.7081117021276595,37.39522888459059,874.1611836956346,27.31753699048858,0
7270,3.410443205025832,0,0,34,0.0,0.0,1.0,34,900.0,11,7,4,404.5346608519286,0.7497250350817309,0.21395985072148904,0.2849224676994265,117680.87110665353,2721.198256377916,120402.06936303145,7232,42,1098.4705882352941,32,2,15,26.671331556149678,0.7091090425531915,37.29851708575112,895.9284873551093,27.997765229847165,0
7271,3.5569985543108964,0,0,34,0.0,0.0,1.0,34,1200.0,15,9,6,405.2093508636539,0.7471081275837221,0.2110114637161482,0.2871701051772852,122926.50180734413,3162.2219544471955,126088.72376179133,7233,43,1099.4705882352941,30,4,16,26.44368964664909,0.7166666666666668,37.096774193548384,935.1463941172193,31.171546470573976,0
7272,3.0814616695780725,0,0,34,0.0,0.0,1.0,34,950.0,11,8,3,407.19314286228234,0.7465013084537491,0.2120549081026304,0.28888091301951907,106520.20035980985,1874.859032566192,108395.05939237605,7234,44,1100.4705882352941,30,4,16,26.355820656792012,0.7170212765957447,37.062457103637605,810.2319599281803,27.00773199760601,0
7273,2.7071911383641756,0,0,34,0.0,0.0,1.0,34,1300.0,16,10,6,408.1798942865487,0.7453255963894262,0.20557534078349526,0.2901939433962994,93631.25000071723,843.6787454420302,94474.92874615926,7235,45,1101.4705882352941,30,4,14,26.258439568249454,0.7177304964539007,36.993822923816055,712.0079919156839,23.733599730522794,0
7274,2.4182463156029783,0,0,34,0.0,0.0,1.0,34,700.0,11,3,8,403.84578453523426,0.7425569841089241,0.19782922009420045,0.289118528205243,83781.0637285201,-33.074117871864075,83747.98961064823,7236,46,1102.4705882352941,31,3,14,26.13812858394286,0.7172271791352094,36.7686170212766,636.5583220393747,20.534139420624992,0
7275,2.4305214396813875,0,0,34,0.0,0.0,1.0,34,400.0,7,1,6,404.1729111624436,0.7416846816095878,0.2011431924708258,0.289651156877411,84227.61101432721,8.503748783707351,84236.11476311092,7237,47,1103.4705882352941,31,3,14,26.094929243698836,0.7175703500343171,36.735372340425535,639.8703218363336,20.640978123752696,0
7276,2.3797145734199523,0,0,34,0.0,0.0,1.0,34,1400.0,18,10,8,403.13212876288543,0.7408882315014981,0.19706105113087857,0.28980151760976247,82529.43784146183,-145.94640747344516,82383.49143398838,7238,48,1104.4705882352941,31,3,11,26.018574720546617,0.7185998627316403,36.63563829787235,626.7320096619974,20.217161601999916,0
7277,2.5870082315160854,0,0,34,0.0,0.0,1.0,34,600.0,7,5,2,407.86776662122213,0.7398642242196686,0.20272035628131402,0.29411756601211886,89786.42771564862,524.1979490558845,90310.62566470451,7239,49,1105.4705882352941,31,3,15,25.790053023692867,0.7196293754289635,36.53590425531915,681.5837844004317,21.986573690336506,0
7278,2.155335170560038,0,0,34,0.0,0.0,1.0,34,600.0,9,3,6,407.93987461319387,0.7383851025903592,0.20125244850715296,0.29508643484793806,74861.14049197787,-692.2311468603707,74168.9093451175,7240,50,1106.4705882352941,31,3,12,25.684350645168216,0.720658888126287,36.43617021276596,568.0683920279249,18.324786839610482,0
7279,1.8722441307822724,0,0,34,0.0,0.0,1.0,34,1050.0,14,7,7,431.7563982370277,0.7387264383509691,0.22116814369832838,0.30719933658735293,64766.342994740524,-1207.1909502152623,63559.15204452526,7241,51,1107.4705882352941,31,3,12,25.61151388679732,0.7151681537405628,36.96808510638298,492.45995886799676,15.88580512477409,2
7280,1.601720226936203,0,0,34,0.0,0.0,1.0,34,900.0,13,5,8,429.652102783003,0.7374369476997763,0.2189426920048143,0.30759361210088754,55492.20670465115,-2031.531340255517,53460.67536439563,7242,52,1108.4705882352941,31,3,11,25.458825299747943,0.7172271791352094,36.76861702127659,421.62303048141115,13.600742918755198,0
7281,1.682744260610054,0,0,34,0.0,0.0,1.0,34,800.0,10,6,4,425.9754010335945,0.735009671179884,0.21706491230675584,0.30622296978113733,58358.23313024951,-1828.1656477459985,56530.06748250351,7243,53,1109.4705882352941,31,3,11,25.416964338470297,0.7185998627316404,36.63563829787233,443.17486810348527,14.295963487209201,0
7282,2.1293234409590145,0,0,34,0.0,0.0,1.0,34,1400.0,16,12,4,426.1967744557651,0.7344787044411576,0.2150577545505834,0.30701665825340735,73883.06597376282,-502.25511901596235,73380.81085474686,7244,54,1110.4705882352941,31,3,13,25.34181103461609,0.7192862045298559,36.56914893617021,560.9294862419954,18.0944995561934,0
7283,2.2462266375478985,0,0,34,0.0,0.0,1.0,34,900.0,10,8,2,428.2421043071391,0.7342132210717943,0.21513590928991788,0.3094507895025241,77998.38851281386,-119.56119414136822,77878.8273186725,7245,55,1111.4705882352941,31,3,14,25.18392566209212,0.7203157172271792,36.469414893617014,591.9494200745404,19.09514258304969,0
7284,2.300460580724442,0,0,34,0.0,0.0,1.0,34,1250.0,15,10,5,429.2127362848634,0.7322789850950051,0.2156887471255844,0.31112038379698037,79942.09234859435,62.43284025548223,80004.52518884983,7246,56,1112.4705882352941,31,3,14,25.054331786107152,0.7213452299245025,36.369680851063826,606.4711570859314,19.5635857124494,0
7285,2.7811291130335825,0,0,34,0.0,0.0,1.0,34,600.0,9,3,6,421.7247010839467,0.7322789850950051,0.23105716796038278,0.2835179919901287,94838.53420563797,1199.1504978224634,96037.68470346044,7247,57,1113.4705882352941,32,2,13,27.83239263868133,0.6931515957446809,38.84590586718246,726.3032541806913,22.696976693146603,4
7286,2.947993768234706,0,0,34,0.0,0.0,1.0,34,1100.0,12,10,2,422.8732594685338,0.732506542268745,0.2324302545898036,0.2848330857417729,100578.3846546867,1706.381870201462,102284.76652488817,7248,58,1114.4705882352941,32,2,13,27.73519657809952,0.6938164893617021,38.78143133462282,770.0707125727215,24.064709767897547,0
7287,3.287624618901674,0,0,34,0.0,0.0,1.0,34,800.0,12,4,8,425.96853984239095,0.7316342397694088,0.23931124578147145,0.28746669570546024,112221.14090765949,2760.5351063765793,114981.67601403607,7249,59,1115.4705882352941,32,2,16,27.587121162403033,0.6944813829787235,38.71695680206318,859.0005653190863,26.843767666221446,0
7288,2.8348473585980773,0,0,34,0.0,0.0,1.0,34,650.0,9,4,5,430.6937133113428,0.7329616566162248,0.24136655155402065,0.2914912043011992,96837.50175399258,1541.460643644143,98378.96239763671,7250,60,1116.4705882352941,32,2,13,27.362783276826665,0.6954787234042554,38.62024500322372,740.9717080436235,23.155365876363234,0
7289,2.9554567306758837,0,0,34,0.0,0.0,1.0,34,700.0,8,6,2,427.71722356439886,0.7313308302044222,0.23890621600058015,0.29003233136348444,101007.29279070349,1840.5117664392026,102847.80455714269,7251,61,1117.4705882352941,32,2,13,27.373350473541983,0.6961436170212766,38.555770470664086,772.6871078588464,24.14647212058895,0
7290,3.480195206869041,0,0,34,0.0,0.0,1.0,34,450.0,6,3,3,426.985743663979,0.7313687564000455,0.23402165007504272,0.290371780246929,119029.05177658019,3364.7416380882755,122393.79341466847,7252,62,1118.4705882352941,32,2,16,27.291633338665807,0.6971409574468086,38.45905867182463,910.2135304103333,28.444172825322916,0
7291,3.686528208003451,0,0,34,0.0,0.0,1.0,34,550.0,7,4,3,425.2879338540903,0.7310274206394357,0.23327146979077584,0.2894954945714839,126117.102796874,3927.2164144292856,130044.31921130329,7253,63,1119.4705882352941,32,2,16,27.30242973793653,0.6974734042553192,38.42682140554481,964.2969013455831,30.134278167049473,0
7292,3.33330381188282,0,0,34,0.0,0.0,1.0,34,600.0,7,5,2,429.46885731073877,0.7296620775969963,0.2365552430928013,0.2929049786499123,114089.42545513976,2999.5710362915197,117088.99649143129,7254,64,1120.4705882352941,32,2,15,27.125824481192915,0.6981382978723405,38.36234687298517,872.1177865003538,27.253680828136055,0
7293,3.584364613844394,0,0,34,0.0,0.0,1.0,34,800.0,11,5,6,427.78458589143156,0.7282208821633103,0.23068675746160539,0.29288455627642696,122803.47519968073,3706.6867568648195,126510.16195654555,7255,65,1121.4705882352941,32,2,15,27.03542605596898,0.699468085106383,38.23339780786589,938.2669459837676,29.32084206199274,0
7294,3.886856160068205,0,0,34,0.0,0.0,1.0,34,950.0,13,6,7,429.08099408284005,0.7270451700989874,0.23817194570135736,0.29519755096723765,133331.1502468628,4641.972498026482,137973.12274488926,7256,66,1122.4705882352941,32,2,18,26.83338788870704,0.7011303191489362,38.0722114764668,1018.0756383157375,31.814863697366796,0
7295,3.432122320303773,0,0,34,0.0,0.0,1.0,34,650.0,9,4,5,431.2220358543198,0.7264762771646377,0.24148340113795963,0.29695849689425446,117761.3595683215,3356.2586436048377,121117.61821192634,7257,67,1123.4705882352941,32,2,15,26.74368064683365,0.7014627659574468,38.039974210186976,899.0788515405693,28.09621411064279,0
7296,3.8373154460121985,0,0,34,0.0,0.0,1.0,34,750.0,10,5,5,431.22203585431976,0.7256039746653014,0.24148340113795963,0.29695849689425446,131664.1546665273,4555.29696486759,136219.45163139488,7258,68,1124.4705882352941,32,2,15,26.743680646833646,0.7014627659574468,38.039974210186976,1005.2232532010034,31.413226662531358,0
7297,4.003095612805415,0,0,34,0.0,0.0,1.0,34,800.0,10,6,4,434.9402421807621,0.724845450752835,0.24424898511502025,0.3003933074500778,137453.7610759586,5156.834426206812,142610.5955021654,7259,69,1125.4705882352941,32,2,18,26.545360320156625,0.7024601063829787,37.94326241134752,1049.0381765472348,32.78244301710109,0
7298,4.420206088988003,0,0,34,0.0,0.0,1.0,34,550.0,7,4,3,431.8739199294977,0.725793605643418,0.2406006062491408,0.29885675259121247,151850.72088765155,6316.07321477403,158166.79410242557,7260,70,1126.4705882352941,32,2,18,26.55845634124195,0.703125,37.87878787878788,1158.6297778710984,36.207180558471826,0
7299,4.116636058397164,0,0,34,0.0,0.0,1.0,34,900.0,10,8,2,430.29287510550705,0.7235559601016422,0.23852594134999117,0.2992190454579835,141595.93023792544,5385.543985063151,146981.4742229886,7261,71,1127.4705882352941,32,2,16,26.43177681541454,0.7047872340425532,37.71760154738878,1079.7211789529122,33.741286842278505,0
7300,3.981567290271873,0,0,34,0.0,0.0,1.0,34,850.0,11,6,5,429.39225854622146,0.722569879015436,0.2351206395558958,0.29917758562064656,137017.43978001561,4966.845585472363,141984.28536548797,7262,72,1128.4705882352941,32,2,16,26.388155383465012,0.7054521276595744,37.653127014829145,1044.5517281828666,32.64224150571458,0
7301,3.692909289175231,0,0,34,0.0,0.0,1.0,34,850.0,13,4,9,430.08531235589595,0.7217734289073463,0.23591175387015895,0.30113368000980756,127240.07808386667,4144.817745377686,131384.89582924434,7263,73,1129.4705882352941,32,2,16,26.20185461471934,0.7071143617021276,37.49194068343005,969.4184507335244,30.29432658542264,0
7302,4.17388206297311,0,0,34,0.0,0.0,1.0,34,1350.0,17,10,7,433.638913477746,0.7198391929305572,0.2427580977142234,0.304219547827411,143882.76271020775,5678.6329779661755,149561.39568817394,7264,74,1130.4705882352941,32,2,17,26.04129932212688,0.7077792553191489,37.42746615087041,1095.9467892622824,34.248337164446326,0
