period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
2024,4.040374723011963,0,0,45,0.0,0.0,1.0,45,1000.0,14,6,8,359.7338084204779,0.7923490221362561,0.2674725828239122,0.22182823027504184,134615.95417873058,685.1819741742588,135301.13615290483,1996,21,837.5777777777778,39,6,16,32.57559482837991,0.6475722858701582,41.861702127659576,1042.975453764737,26.742960352941974,0
2025,4.113970870866096,1,1,45,0.021739130434782608,0.021739130434782608,0.9782608695652174,46,700.0,9,5,4,355.75576328533356,0.7972247918593894,0.2666034901392209,0.22054199123715962,137270.61262544122,566.9623142418438,137837.57493968308,1997,0,820.3478260869565,40,6,16,32.480787806775346,0.6478723404255319,41.67099117799689,1062.758017393432,26.568950434835802,0
2026,4.438877008422643,0,0,45,0.0,0.0,1.0,45,750.0,12,3,9,360.4319286072625,0.790414786159467,0.2670328412861882,0.22291681699213506,148015.05338594297,1669.8702309604737,149684.92361690346,1998,23,839.5777777777778,39,6,16,32.44735631176459,0.6486633933442444,41.755319148936174,1146.3163763772309,29.392727599416176,0
2027,4.008476446214303,0,1,44,0.0,0.022222222222222223,0.9777777777777777,45,1000.0,14,6,8,366.6398250452833,0.7897700408338706,0.2667398563652166,0.2277667864539626,133828.516184918,813.372752021648,134641.88893693965,1999,24,840.5777777777778,39,6,16,32.1216155847341,0.6503000545553737,41.59574468085107,1035.8073710483566,26.55916336021427,0
2028,4.476208457024107,0,0,44,0.0,0.0,1.0,44,1100.0,15,7,8,369.7014720108941,0.7893257163420448,0.2748587787357697,0.23070442746486283,149630.60538607187,2263.7310138224047,151894.33639989427,2000,25,858.5909090909091,38,6,17,31.875613057306982,0.6536954087346023,41.434806328423356,1157.3917066047884,30.457676489599695,0
2029,3.9864438257038866,0,0,44,0.0,0.0,1.0,44,1350.0,18,9,9,370.63134352230395,0.7893257163420448,0.2819588399674757,0.23213979899816178,133394.46050034362,1088.0336227350617,134482.49412307868,2001,26,859.5909090909091,39,5,18,31.715076919038708,0.6533006001091106,41.30319148936171,1031.2802950165355,26.443084487603475,0
2030,3.970552510691728,0,0,44,0.0,0.0,1.0,44,1150.0,16,7,9,369.16863587540286,0.7885385272817237,0.28116427432216895,0.23203888738860387,132991.3321742923,1019.2457364072111,134010.5779106995,2002,27,860.5909090909091,40,4,19,31.623100303951368,0.6529255319148937,41.17799688635184,1027.666354285158,25.69165885712895,0
2031,3.5729330911612123,0,0,44,0.0,0.0,1.0,44,950.0,14,5,9,368.1692919462203,0.7886959650937879,0.27785776773346926,0.23157987745621014,119697.29831433743,13.773913653021452,119711.07222799044,2003,28,861.5909090909091,40,4,15,31.622063164360412,0.6531914893617021,41.15204981837052,924.8464067831926,23.121160169579817,0
2032,3.916944134395992,0,0,44,0.0,0.0,1.0,44,1450.0,18,11,7,364.02892467511464,0.7891682785299806,0.2768893098486367,0.22998333709537933,131379.94998595468,765.2203834514783,132145.17036940614,2004,29,862.5909090909091,40,4,16,31.567886024631566,0.6547872340425531,40.99636741048261,1014.5027594587643,25.362568986469107,0
2033,3.7544006651058495,0,0,44,0.0,0.0,1.0,44,1200.0,15,9,6,363.4655912629775,0.7879087760334668,0.27375598565264103,0.23030249964163033,126028.95211644516,361.43751945144425,126390.3896358966,2005,30,863.5909090909091,40,4,17,31.4749159461544,0.6558510638297872,40.892579138557345,972.7930732160617,24.319826830401542,0
2034,4.059222397088528,0,1,43,0.0,0.022727272727272728,0.9772727272727273,44,1250.0,14,11,3,363.20791793788266,0.7880887049615402,0.27747112733097357,0.23064741845400588,136343.19163054356,1104.1853514271036,137447.37698197065,2006,31,864.5909090909091,40,4,19,31.400923995118053,0.6566489361702127,40.8147379346134,1052.090620771078,26.30226551927695,0
2035,4.210316780097894,0,0,43,0.0,0.0,1.0,43,1000.0,12,8,4,365.23193735132185,0.7858438773827194,0.2736794086431933,0.23244570178435753,141503.18244937636,1736.2962934726716,143239.47874284902,2007,32,867.1627906976744,40,3,20,31.267780181592094,0.6574468085106382,40.73689673066944,1091.579794155117,27.289494853877926,0
2036,4.399764691728216,0,0,43,0.0,0.0,1.0,43,1050.0,14,7,7,367.659859473819,0.785702504653519,0.2761051980025222,0.2343362650243209,147929.47776824507,2277.546201661698,150207.02396990676,2008,33,868.1627906976744,40,3,20,31.151031044158426,0.6579787234042552,40.68500259470681,1140.9249696194047,28.523124240485117,0
2037,4.281095844859952,0,0,43,0.0,0.0,1.0,43,1050.0,15,6,9,366.68749132305936,0.7849956410075163,0.2743329890095567,0.2340618239633018,143997.1940662748,1960.3939699444263,145957.5880362192,2009,34,869.1627906976744,40,3,20,31.122448979591834,0.6585106382978723,40.633108458744175,1110.3745216715147,27.759363041787868,0
2038,3.967098117052486,0,0,43,0.0,0.0,1.0,43,1000.0,14,6,8,366.3251999999996,0.7841002803892462,0.27422325581395257,0.2345231754161334,133542.50717659597,1183.997129993605,134726.50430658957,2010,35,870.1627906976744,40,3,20,31.02425531914895,0.6595744680851062,40.52932018681891,1029.3456453172018,25.733641132930046,0
2039,3.5984905147120103,0,0,43,0.0,0.0,1.0,43,1150.0,13,10,3,366.836871808653,0.7833934167432435,0.2731605032405635,0.2355478861087145,121231.17433448098,294.4129517101134,121525.58728619109,2011,36,871.1627906976744,40,3,15,30.90338332752006,0.6606382978723403,40.42553191489363,934.0762612656731,23.351906531641827,0
2040,3.773945449831169,0,0,43,0.0,0.0,1.0,43,1000.0,12,8,4,364.1060361227502,0.7823095591527061,0.2700002317598551,0.23437217478435945,127226.66758328631,664.7995245714536,127891.46710785777,2012,37,872.1627906976744,36,7,21,30.884871730234167,0.6687352245862883,40.33927544565844,979.9454099317236,27.220705831436767,0
2041,3.3222882669761575,0,0,43,0.0,0.0,1.0,43,900.0,10,8,2,364.6497875906178,0.7831106712848425,0.2681755229597742,0.23530329864954624,112074.89325398002,-426.3827961389816,111648.51045784104,2013,38,873.1627906976744,36,7,16,30.78135083066807,0.6696217494089833,40.25301897642325,862.95434743711,23.970954095475278,0
2042,3.10166087150598,0,0,43,0.0,0.0,1.0,43,1150.0,14,9,5,366.24885089686234,0.782922174312575,0.27152024784244255,0.237117271805576,104724.87105608244,-928.9272630775477,103795.94379300489,2014,39,874.1627906976744,36,7,16,30.62059484069626,0.6708037825059101,40.138010350776305,806.0037652866889,22.388993480185803,0
2043,3.5018199598298896,0,0,43,0.0,0.0,1.0,43,1200.0,19,5,14,365.7743742898953,0.7815555712636365,0.27469789044076176,0.23779278696646486,118366.75031365946,59.104806541419464,118425.85512020088,2015,40,875.1627906976744,36,7,16,30.483905501139933,0.6722813238770686,39.994249568717656,910.4933265308141,25.291481292522615,0
2044,3.5414254315593423,0,0,43,0.0,0.0,1.0,43,800.0,10,6,4,367.77542037585374,0.7792464833533611,0.2794192856977642,0.24028879270621678,119864.37552821274,216.63421959553574,120081.00974780828,2016,41,876.1627906976744,36,7,17,30.25301961190022,0.6740543735224587,39.82173663024727,921.4019186365874,25.594497739905208,0
2045,3.106771655985666,0,1,42,0.0,0.023255813953488372,0.9767441860465116,43,1100.0,13,9,4,365.58261120680953,0.77896373789496,0.27832918423258324,0.23913373477602334,105185.34274271954,-909.2135478866782,104276.12919483286,2017,42,877.1627906976744,37,6,15,30.26850400009156,0.6725129384703854,39.781634938409844,808.439040940278,21.849703809196704,0
2046,2.990687221197914,0,0,42,0.0,0.0,1.0,42,850.0,10,7,3,371.56920554865513,0.7739145476561148,0.2756354075372478,0.2422631220177233,101167.9661357043,-881.8198391966189,100286.14629650768,2018,43,897.1666666666666,37,5,15,30.22886481312274,0.671362852213916,39.8936170212766,777.8968357264789,21.02423880341835,0
2047,3.4905847938382095,0,0,42,0.0,0.0,1.0,42,1350.0,17,10,7,399.11715417952297,0.7737168557095905,0.29464145526321706,0.2459581185263069,116277.68369669325,926.5304119927077,117204.21410868595,2019,44,898.1666666666666,34,8,19,31.582666038624584,0.6570713391739675,41.88449848024316,900.9740446587866,26.499236607611373,7
2048,3.0786231296287094,0,0,42,0.0,0.0,1.0,42,1000.0,13,7,6,397.11748067263704,0.7742110855759013,0.2905459539887829,0.24520250379058886,102610.19074234605,-250.33991221215206,102359.8508301339,2020,45,899.1666666666666,35,7,15,31.561420128141744,0.6556231003039513,41.81442080378251,794.8560958500608,22.710174167144594,0
2049,3.0149495739370193,0,0,42,0.0,0.0,1.0,42,600.0,7,5,2,397.4420235219694,0.7745076234956878,0.29691764590517566,0.24621124929876234,100579.99018097504,-405.05703533068794,100174.93314564436,2021,46,900.1666666666666,35,7,17,31.430139693837056,0.6568389057750759,41.69621749408984,778.7728790125147,22.25065368607185,0
