firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology
13837,2100,1754,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,201,400,342,259,506216.23804501764,506416.23804501764,-200.0,-250.0,0,0,0.0,0.0,56164835795642011183860745372
14440,2100,1739,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,100,1,1,0,222,420,372,270,397615.93209775543,397915.93209775543,-300.0,-200.0,0,0,0.0,0.0,51174255028043205121737977222
18091,2100,1647,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,50,1,0,1,205,375,330,250,110445.07787433697,110695.07787433697,-250.0,-300.0,0,0,0.0,0.0,65436379328073985330268826068
18102,2100,1647,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,100,1,1,0,165,362,290,237,205542.6197051658,205842.6197051658,-300.0,-200.0,0,0,0.0,0.0,61891694465974408904180718934
18582,2100,1635,3,39.77272727272727,0.6458333333333333,35.416666666666664,0.01673944687045125,0,0,0,0,197,402,343,256,504756.27312221425,504363.12488321407,393.1482390001754,337.3012046077316,136.1662044313445,141.62248991282902,5415.701312610293,5653.097722353759,16388911312036620427758623622
18961,2100,1625,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,240,401,361,280,441454.5707556612,441654.5707556612,-200.0,-200.0,0,0,0.0,0.0,64801381136591043738343533190
19597,2100,1610,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,50,1,0,1,196,414,350,260,262285.7995418291,262534.6782786174,-248.87873678827947,-196.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,8132573030636769190170025606
20368,2100,1590,3,39.77272727272727,0.6875,31.25,0.032751091703056776,0,0,0,0,222,426,347,301,125046.87137531936,122976.31337158523,2070.558003734128,2113.871683483269,266.41213910480434,272.7544250173001,10595.937350759265,10887.447465273897,75223114409566442074163604190
21098,2100,1572,2,39.77272727272727,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,186,372,312,246,44152.94995873943,44352.94995873943,-200.0,-200.0,0,0,0.0,0.0,62667014331097017902878946774
21142,2100,1571,2,39.77272727272727,0.5625,43.75,0.0,50,1,0,1,193,370,322,241,392967.93758920144,393217.93758920144,-250.0,-200.0,0,0,0.0,0.0,35430454000894908637969198604
21281,2100,1567,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,224,383,339,268,111418.75618666402,111618.75618666402,-200.0,-200.0,0,0,0.0,0.0,40314928102641531139621614798
21297,2100,1567,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,100,1,1,0,204,360,329,235,63607.789786882,63907.789786882,-300.0,-200.0,0,0,0.0,0.0,72529652404675772688480587420
21347,2100,1566,3,39.77272727272727,0.6666666666666667,33.333333333333336,0.024745269286754,0,0,0,0,189,375,317,247,250254.52963956207,249158.3493668131,1096.180272748963,1163.9906783116746,201.2891717680743,207.18845746506443,8005.819331684774,8270.272593813823,27049679054235472075996516248
21437,2100,1564,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,166,359,290,235,185492.7711091834,185692.7711091834,-200.0,-200.0,0,0,0.0,0.0,73139507965533640094615034524
21540,2100,1561,2,39.77272727272727,0.53125,46.875,0.0,50,1,0,1,176,362,277,261,88399.13843970328,88649.13843970328,-250.0,-300.0,0,0,0.0,0.0,49008325471546254829496277332
21568,2100,1560,3,39.77272727272727,0.6145833333333333,38.541666666666664,0.004730713245997101,0,0,0,0,151,341,267,225,100406.79711845677,100559.42374776158,-152.62662930480624,-140.4988844463456,38.481753426249604,43.273538584475695,1530.5242839985638,1727.335415163655,29606216036918569441980316700
21602,2100,1559,3,39.77272727272727,0.6458333333333333,35.416666666666664,0.01673944687045125,50,1,0,1,218,389,338,269,68815.94938778736,68472.80114878718,343.1482390001754,126.40329205612619,136.1662044313445,108.83950613671111,5415.701312610293,4344.510286623719,47639638533555309632942202524
21816,2100,1554,3,39.77272727272727,0.71875,28.125,0.044759825327510924,0,0,0,0,178,355,295,238,244760.3913972956,240719.49361476552,4040.8977825300763,4075.9273127424985,364.09659010989924,371.10337634565343,14481.114379370993,14813.209772464,45740102693410552722096589828
24180,2100,1495,2,39.77272727272727,0.53125,46.875,0.0,0,0,0,0,182,362,295,249,188106.87164775556,188306.87164775556,-200.0,-200.0,0,0,0.0,0.0,49334034296744271247393381590
24327,2100,1491,3,39.77272727272727,0.625,37.5,0.008733624454148475,50,1,0,1,187,383,324,246,274337.31967444817,274425.85777196044,-88.53809751223974,-66.19673762856559,71.0432370946145,76.0565223605934,2825.583293535804,3035.922850893687,38200555958070147818614127816
25288,2100,1467,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,0,0,0,0,191,372,309,254,82413.22488566855,82612.10362245682,-198.87873678827947,-196.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,54588975063852719580120209108
26493,2100,1437,2,39.77272727272727,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,183,326,290,219,297803.6481040441,298003.6481040441,-200.0,-200.0,0,0,0.0,0.0,55195553412865067592484367710
29201,2100,1369,3,39.77272727272727,0.6458333333333333,35.416666666666664,0.01673944687045125,0,0,0,0,157,314,251,220,38159.16560430275,37766.01736530257,393.1482390001754,337.3012046077316,136.1662044313445,141.62248991282902,5415.701312610293,5653.097722353759,5520967639777205639433121182
31109,2100,1322,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,100,1,1,0,168,314,274,208,156390.35861163342,156690.35861163342,-300.0,-200.0,0,0,0.0,0.0,25519030353247351071904836572
31426,2100,1314,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,168,317,277,208,242134.8461790869,242334.8461790869,-200.0,-200.0,0,0,0.0,0.0,46875887244245001149586827996
31512,2100,1312,2,39.77272727272727,0.5104166666666667,48.958333333333336,0.0,0,0,0,0,150,306,253,203,92192.48410131143,92392.48410131143,-200.0,-250.0,0,0,0.0,0.0,67588622642890890324989431326
32060,2100,1298,2,39.77272727272727,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,199,342,305,236,131686.137733249,131886.137733249,-200.0,-300.0,0,0,0.0,0.0,75019354924305369117149580102
32498,2100,1287,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,0,0,0,0,157,310,260,207,466603.3909149031,466802.2696516914,-198.87873678827947,-246.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,18082939440486370185720322972
34142,2100,1246,2,39.77272727272727,0.59375,40.625,0.0,100,1,1,0,177,298,269,206,565541.0440910615,565841.0440910615,-300.0,-200.0,0,0,0.0,0.0,47014933244997489577203010908
36573,2100,1185,3,39.77272727272727,0.6354166666666667,36.458333333333336,0.01273653566229985,100,1,1,0,174,301,266,209,40909.69997585882,40866.3131172694,43.38685858942017,176.4032920561262,103.6047207629794,108.83950613671111,4120.642303073044,4344.510286623719,16459182058217836262526808732
37327,2100,1166,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,161,297,262,196,13904.430136746763,14104.430136746763,-200.0,-250.0,0,0,0.0,0.0,8189394899572820814481304470
38066,2100,1148,3,39.77272727272727,0.6145833333333333,38.541666666666664,0.004730713245997101,0,0,0,0,155,282,235,202,174402.49960752157,174555.12623682639,-152.62662930480624,-190.4988844463456,38.481753426249604,43.273538584475695,1530.5242839985638,1727.335415163655,45490945764093239596297969300
38389,2100,1140,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,0,0,0,0,175,286,259,202,289987.6185547001,290186.4972914884,-198.87873678827947,-196.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,65544267250365594603542747438
38409,2100,1139,2,39.77272727272727,0.47916666666666663,52.083333333333336,0.0,0,0,0,0,118,246,205,159,109605.12816310968,109805.12816310968,-200.0,-200.0,0,0,0.0,0.0,77819566610603639847848976484
38692,2100,1132,3,39.77272727272727,0.625,37.5,0.008733624454148475,50,1,0,1,166,286,268,184,196236.47884034467,196325.0169378569,-88.53809751223974,-140.4988844463456,71.0432370946145,43.273538584475695,2825.583293535804,1727.335415163655,28444206853224570375313792220
38839,2100,1129,2,39.77272727272727,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,117,266,204,179,77947.0793472418,78147.0793472418,-200.0,-200.0,0,0,0.0,0.0,72076312612675765833845508372
39249,2100,1118,3,39.77272727272727,0.625,37.5,0.008733624454148475,0,0,0,0,152,291,243,200,431972.42930833023,432010.9674058425,-38.538097512239744,-116.19673762856559,71.0432370946145,76.0565223605934,2825.583293535804,3035.922850893687,5719140420920681557171624220
39399,2100,1115,3,39.77272727272727,0.6354166666666667,36.458333333333336,0.01273653566229985,0,0,0,0,139,278,224,193,1004471.7639903863,1004328.3771317969,143.38685858942017,126.40329205612619,103.6047207629794,108.83950613671111,4120.642303073044,4344.510286623719,35893387725518414117745934548
39445,2100,1113,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,125,270,212,183,88864.25593871085,89064.25593871085,-200.0,-200.0,0,0,0.0,0.0,66252751269802126909926004820
42905,2100,1027,2,39.77272727272727,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,135,265,220,180,183740.23969353526,183940.23969353526,-200.0,-200.0,0,0,0.0,0.0,66672251051265250059723854748
43074,2100,1023,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,134,254,208,180,279508.22444298724,279708.22444298724,-200.0,-200.0,0,0,0.0,0.0,61395039503800698184022095572
43110,2100,1022,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,128,272,221,179,166700.9839675706,166900.9839675706,-200.0,-300.0,0,0,0.0,0.0,2294392783643068621177019540
43591,2100,1010,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,100,1,1,0,112,229,190,151,55827.49385241111,56127.49385241111,-300.0,-200.0,0,0,0.0,0.0,63573640696673539249660446980
47624,2100,909,2,39.77272727272727,0.5625,43.75,0.0,0,0,0,0,141,230,223,148,250247.09589711804,250447.09589711804,-200.0,-200.0,0,0,0.0,0.0,44338272169542161540819965846
47826,2100,904,3,39.77272727272727,0.6145833333333333,38.541666666666664,0.004730713245997101,100,1,1,0,142,244,229,157,643950.885922474,644203.5125517788,-252.62662930480624,-140.4988844463456,38.481753426249604,43.273538584475695,1530.5242839985638,1727.335415163655,3546663531951574444001156316
47941,2100,901,2,39.77272727272727,0.53125,46.875,0.0,0,0,0,0,117,218,195,140,29639.129027120922,29839.129027120922,-200.0,-200.0,0,0,0.0,0.0,46838321842760429777714637188
47971,2100,900,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,161,243,212,192,212660.23349405715,212860.23349405715,-200.0,-250.0,0,0,0.0,0.0,15248175842575476781477988444
47993,2100,900,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,100,1,1,0,112,235,189,158,46496.927759359096,46795.80649614737,-298.87873678827947,-300.0,5.920269757884486,0,235.46527446131478,0.0,65759306678890218190983089548
51796,2100,805,3,39.77272727272727,0.6666666666666667,33.333333333333336,0.024745269286754,0,0,0,0,96,199,169,126,397667.2067109463,396571.0264381973,1096.180272748963,1163.9906783116746,201.2891717680743,207.18845746506443,8005.819331684774,8270.272593813823,65962399155220717688444111300
51803,2100,804,2,39.77272727272727,0.5625,43.75,0.0,0,0,0,0,116,209,190,135,75792.30306277078,75992.30306277078,-200.0,-200.0,0,0,0.0,0.0,45716365132591273363281697948
51938,2100,801,2,39.77272727272727,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,82,181,150,113,110152.93974185277,110352.93974185277,-200.0,-200.0,0,0,0.0,0.0,25838486769033550507992361092
52243,2100,793,3,39.77272727272727,0.6458333333333333,35.416666666666664,0.01673944687045125,0,0,0,0,111,211,178,144,178585.08317433659,178191.9349353364,393.1482390001754,437.3012046077316,136.1662044313445,141.62248991282902,5415.701312610293,5653.097722353759,25797570738256608178713386900
52317,2100,792,2,39.77272727272727,0.5520833333333333,44.791666666666664,0.0,50,1,0,1,92,222,177,137,305308.11874037294,305558.11874037294,-250.0,-200.0,0,0,0.0,0.0,76510425689408340943845706260
52385,2100,790,2,39.77272727272727,0.59375,40.625,0.0,50,1,0,1,80,172,138,114,453927.6113998807,454177.6113998807,-250.0,-200.0,0,0,0.0,0.0,25789228572085896268356385942
52397,2100,790,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,92,198,160,130,48185.67474569404,48385.67474569404,-200.0,-200.0,0,0,0.0,0.0,35908430095253274811780005494
52468,2100,788,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,113,209,167,155,95149.16670920506,95349.16670920506,-200.0,-300.0,0,0,0.0,0.0,1035230376904924098775187092
52563,2100,785,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,116,209,178,147,69398.75330966797,69598.75330966797,-200.0,-300.0,0,0,0.0,0.0,41317883174707812999968789150
52608,2100,784,3,39.77272727272727,0.6354166666666667,36.458333333333336,0.01273653566229985,50,1,0,1,131,217,193,155,250474.73870889327,250381.35185030385,93.38685858942017,-16.196737628565586,103.6047207629794,76.0565223605934,4120.642303073044,3035.922850893687,27040136394765104959252681612
53383,2100,765,2,39.77272727272727,0.5625,43.75,0.0,100,1,1,0,103,199,174,128,76451.03235143464,76751.03235143464,-300.0,-200.0,0,0,0.0,0.0,64524010885040519304703069382
55149,2100,721,3,39.77272727272727,0.625,37.5,0.008733624454148475,100,1,1,0,117,196,174,139,156852.11102431786,156990.6491218301,-138.53809751223974,-66.19673762856559,71.0432370946145,76.0565223605934,2825.583293535804,3035.922850893687,27203637050791868371894009084
55812,2100,704,2,39.77272727272727,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,77,170,129,118,105627.61106052701,105827.61106052701,-200.0,-200.0,0,0,0.0,0.0,66321275394278345086100915142
57572,2100,660,2,39.77272727272727,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,81,173,140,114,113494.77412923284,113694.77412923284,-200.0,-300.0,0,0,0.0,0.0,65100279192206396625078269084
58216,2100,644,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,0,0,0,0,99,185,162,122,247923.4863293435,248122.36506613178,-198.87873678827947,-246.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,65526584573288871255361396942
62187,2100,545,3,39.77272727272727,0.6770833333333333,32.291666666666664,0.0287481804949054,100,1,1,0,96,162,143,115,325713.7228086571,324264.2718825701,1449.450926087,1629.7822394640173,233.8506554364394,239.97144124118236,9300.878341222022,9578.860029543865,65426304456904205558371048068
62847,2100,528,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,0,0,0,0,94,148,136,106,352448.18302621256,352647.06176300085,-198.87873678827947,-196.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,36496187586522565828393785372
64462,2100,488,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,68,125,108,85,114033.44607515239,114233.44607515239,-200.0,-300.0,0,0,0.0,0.0,65320058644951762474356436814
65603,2100,459,2,39.77272727272727,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,74,120,107,87,69048.04086925762,69248.04086925762,-200.0,-300.0,0,0,0.0,0.0,35740155787092795266770365644
66045,2100,448,3,39.77272727272727,0.6041666666666667,39.583333333333336,0.0007278020378456995,0,0,0,0,67,128,101,94,221035.8790748114,221234.7578115997,-198.87873678827947,-196.50314839721406,5.920269757884486,10.490554808357764,235.46527446131478,418.74797943361415,46570811800681023569518755036
66792,2100,430,2,39.77272727272727,0.5416666666666667,45.833333333333336,0.0,50,1,0,1,56,99,90,65,207584.9691499413,207834.9691499413,-250.0,-200.0,0,0,0.0,0.0,46852638369431188660678253086
66841,2100,428,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,66,102,106,62,166077.08886833634,166277.08886833634,-200.0,-300.0,0,0,0.0,0.0,45668194479387905459131979934
67328,2100,416,3,39.77272727272727,0.6354166666666667,36.458333333333336,0.01273653566229985,0,0,0,0,70,119,95,94,79822.55221671026,79679.16535812084,143.38685858942017,76.40329205612619,103.6047207629794,108.83950613671111,4120.642303073044,4344.510286623719,65042780119385144974428033428
67626,2100,409,3,39.77272727272727,0.625,37.5,0.008733624454148475,0,0,0,0,56,110,94,72,51799.07298216637,51837.61107967861,-38.538097512239744,-66.19673762856559,71.0432370946145,76.0565223605934,2825.583293535804,3035.922850893687,47706566342164179121969547102
67824,2100,404,2,39.77272727272727,0.5833333333333333,41.666666666666664,0.0,100,1,1,0,71,116,108,79,9297.329127288194,9597.329127288194,-300.0,-250.0,0,0,0.0,0.0,15679939642983368110246136470
68026,2100,399,3,39.77272727272727,0.625,37.5,0.008733624454148475,0,0,0,0,66,105,95,76,35232.345902156936,35270.883999669175,-38.538097512239744,-116.19673762856559,71.0432370946145,76.0565223605934,2825.583293535804,3035.922850893687,74875879012615889256199969036
