period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,22,40,0,0,0.0,34,6,18,46.58126831054687,0.5098039215686272,56.190476190476204,975.2380952380973,28.683473389355804,0
2,29,31,47,1,0,0.3829787234042553,42,5,16,44.90994518402507,0.5337301587301586,52.51937984496124,989.9224806201553,23.56958287190846,0
3,34,29,50,2,0,0.54,40,10,21,42.718241791960715,0.5460937499999998,51.60060975609758,993.5975609756135,24.83993902439034,0
4,23,24,44,3,0,1.0,44,0,20,41.7175031580245,0.5613162878787877,49.5601851851852,1001.7592592592612,22.767255892255935,0
5,17,14,37,4,0,1.3513513513513513,37,0,23,40.97157619203969,0.5723536036036037,49.53399122807017,1001.8640350877185,27.07740635372212,0
6,10,9,33,5,0,2.212121212121212,33,0,24,39.8533103630524,0.5880681818181819,48.80514705882352,1004.7794117647051,30.44786096256682,0
7,4,4,28,6,0,2.9285714285714284,28,0,24,39.50632760267428,0.5967261904761905,49.28160919540229,1002.8735632183901,35.81691297208536,0
8,6,6,30,7,0,3.533333333333333,30,0,24,39.46191462816913,0.5975694444444446,48.62231182795698,1005.5107526881708,33.517025089605696,0
9,1,0,25,8,0,5.0,25,0,25,39.08342001386888,0.60375,49.63942307692308,1001.4423076923082,40.05769230769233,0
10,4,3,29,9,0,5.172413793103448,29,0,26,39.38121890547264,0.5991379310344829,48.74999999999999,1004.9999999999992,34.655172413793075,0
11,8,10,34,10,0,5.176470588235294,34,0,24,39.59636338604359,0.5962009803921569,47.797619047619044,1008.8095238095234,29.670868347338924,0
12,5,2,29,11,0,6.517241379310345,29,0,27,39.138383002207505,0.6034482758620691,48.33333333333333,1006.6666666666661,34.7126436781609,0
13,7,5,34,12,0,6.264705882352941,34,0,29,39.08996390458253,0.6029411764705883,47.14285714285714,1011.4285714285708,29.747899159663845,0
14,2,6,31,13,0,7.580645161290323,31,0,25,38.88817259755888,0.6061827956989249,47.52604166666666,1009.895833333332,32.57728494623652,0
15,4,4,29,14,0,7.793103448275862,29,0,25,38.8517976108431,0.6059626436781611,48.090277777777764,1007.6388888888871,34.74616858237542,0
16,3,1,28,15,0,8.964285714285714,28,0,27,38.59052031361369,0.609747023809524,48.02442528735631,1007.9022988505732,35.99651067323476,0
17,4,1,31,16,0,8.96774193548387,31,0,30,38.58565053209749,0.6102150537634411,47.13541666666664,1011.4583333333303,32.627688172042916,0
18,3,2,33,17,0,9.333333333333334,33,0,31,38.45932048027721,0.611426767676768,46.53799019607841,1013.8480392156835,30.72266785502071,0
19,2,1,33,18,0,9.818181818181818,33,0,32,38.33350952438486,0.6126893939393941,46.415441176470566,1014.3382352941144,30.73752228163983,0
20,1,3,33,19,0,10.787878787878787,33,0,30,38.28499315537305,0.6133207070707074,46.35416666666664,1014.5833333333298,30.74494949494939,0
21,2,2,32,20,0,11.3125,32,0,30,38.26804915514591,0.6136067708333337,46.559343434343404,1013.7626262626226,31.680082070706955,0
22,2,1,32,21,0,12.25,32,0,31,38.1626312295116,0.614908854166667,46.43308080808078,1014.2676767676735,31.695864898989797,0
23,2,2,33,22,0,12.818181818181818,33,0,31,38.191048935570855,0.6145833333333336,46.231617647058805,1015.0735294117624,30.759803921568558,0
