period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,21,40,0,0,0.0,37,3,19,47.8572097378277,0.5056306306306304,56.03070175438597,975.8771929824576,26.37505926979615,0
2,34,39,53,1,0,0.3584905660377358,47,6,14,46.194357722862264,0.5201684397163118,53.233506944444464,987.0659722222259,21.00140366430268,0
3,36,28,50,2,0,0.46,43,7,22,44.63283414540938,0.5356104651162791,52.20170454545455,991.1931818181821,23.051004228329816,0
4,21,21,43,3,0,1.0465116279069768,43,0,22,44.54520177947253,0.5411821705426356,51.657196969696976,993.3712121212129,23.10165609584216,0
5,19,19,41,4,0,1.4878048780487805,41,0,22,43.76502154815179,0.5546239837398375,50.62003968253966,997.5198412698383,24.329752226093618,0
6,16,13,38,5,0,2.026315789473684,38,0,25,43.07191291934334,0.5603070175438596,50.53418803418803,997.8632478632466,26.25955915429596,0
7,12,11,37,6,0,2.27027027027027,37,0,26,42.170676849520056,0.5712274774774772,49.64364035087722,1001.4254385964953,27.06555239449987,0
8,6,6,32,7,0,3.25,32,0,26,42.031757070004645,0.5745442708333331,50.34722222222224,998.6111111111136,31.2065972222223,0
9,8,8,34,8,0,3.823529411764706,34,0,26,41.69613144758734,0.5778186274509803,49.58333333333334,1001.666666666668,29.46078431372553,0
10,5,3,31,9,0,4.258064516129032,31,0,28,41.42156862745097,0.5819892473118282,49.86979166666665,1000.5208333333316,32.27486559139779,0
11,5,4,33,10,0,4.848484848484849,33,0,29,41.05820105820106,0.5852272727272729,49.08088235294116,1003.6764705882331,30.41443850267373,0
12,4,4,33,11,0,5.696969696969697,33,0,29,40.84868635106556,0.5871212121212123,48.8970588235294,1004.4117647058806,30.436720142602443,0
13,9,11,38,12,0,5.394736842105263,38,0,27,40.951093678221866,0.5858004385964912,48.05021367521367,1007.7991452991442,26.521030139451163,0
14,4,3,31,13,0,6.967741935483871,31,0,28,40.62256683104074,0.5893817204301075,49.153645833333336,1003.3854166666673,32.367271505376365,0
15,4,4,32,14,0,7.625,32,0,28,40.49675460636519,0.5911458333333333,48.737373737373744,1005.0505050505055,31.407828282828298,0
16,9,7,37,14,0,6.594594594594595,37,0,30,40.489145201608515,0.5903716216216217,47.77960526315788,1008.8815789473671,27.267069701280192,0
17,5,7,35,15,0,7.828571428571428,35,0,28,40.376482969766556,0.5922619047619049,47.97453703703703,1008.1018518518514,28.80291005291004,0
18,3,2,31,16,0,8.387096774193548,31,0,29,40.07174517924163,0.5964381720430105,48.47005208333335,1006.1197916666683,32.45547715053769,0
19,4,3,33,17,0,8.757575757575758,33,0,30,39.99412432125781,0.596590909090909,47.9779411764706,1008.0882352941195,30.548128342246045,0
20,7,9,37,18,0,8.35135135135135,37,0,28,40.05151843817786,0.5957207207207207,47.25877192982456,1010.9649122807018,27.323376007586536,0
21,3,1,31,19,0,9.67741935483871,31,0,30,39.71364262944774,0.6001344086021505,48.11197916666667,1007.552083333334,32.5016801075269,0
22,0,0,30,20,1,11.0,30,0,30,39.65313932274286,0.6010416666666667,48.28629032258064,1006.8548387096769,33.56182795698923,0
23,4,2,34,21,0,10.588235294117647,34,0,32,39.49305228450307,0.6017156862745097,47.26190476190477,1010.9523809523824,29.733893557423013,0
24,3,7,35,22,0,11.2,35,0,28,39.53279938977881,0.601190476190476,47.106481481481495,1011.5740740740761,28.90211640211646,0
25,4,4,32,23,0,10.875,32,0,28,39.38036726696681,0.6028645833333333,47.60101010101011,1009.5959595959611,31.549873737373783,0
26,2,2,30,24,0,12.4,30,0,28,39.20931627349059,0.6052083333333333,47.88306451612903,1008.4677419354838,33.61559139784946,0
27,5,4,33,25,0,11.484848484848484,33,0,29,39.26430634670546,0.6044823232323231,47.21200980392158,1011.1519607843152,30.64096850861561,0
28,5,2,34,26,0,12.0,34,0,32,39.10505074252577,0.6063112745098038,46.815476190476204,1012.738095238097,29.786414565826384,0
29,1,1,33,27,0,13.0,33,0,32,39.05676131089317,0.6070075757575757,46.96691176470589,1012.1323529411775,30.670677361853862,0
