period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,25,40,0,0,0.0,34,6,15,43.94813625716824,0.5287990196078434,54.34523809523808,982.6190476190457,28.900560224089578,0
2,35,34,50,1,0,0.3,44,6,16,43.324331036195424,0.5421401515151517,51.43518518518517,994.2592592592564,22.596801346801282,0
3,25,24,41,2,0,0.7073170731707317,36,5,17,42.430272301533336,0.5538194444444444,51.52027027027028,993.9189189189206,27.608858858858905,0
4,23,18,40,3,0,1.0,36,4,22,41.28083812098683,0.5685763888888888,50.08445945945947,999.6621621621633,27.768393393393424,0
5,24,28,46,4,0,1.3478260869565217,46,0,18,41.419432461777745,0.5722373188405798,48.249113475177296,1007.0035460992891,21.891381436941067,0
6,19,15,37,5,0,1.864864864864865,37,0,22,40.4265981485531,0.5748873873873872,49.2872807017544,1002.8508771929841,27.10407776197254,0
7,10,9,32,6,0,2.84375,32,0,23,40.258732754644186,0.5875651041666667,49.08459595959596,1003.6616161616163,31.36442550505051,0
8,4,4,27,7,0,4.074074074074074,27,0,23,39.47491338777529,0.5983796296296298,49.44196428571428,1002.2321428571422,37.11970899470897,0
9,8,4,31,8,0,4.064516129032258,31,0,27,39.183893195521115,0.6008064516129032,48.04687499999999,1007.8124999999991,32.51008064516126,0
10,2,3,29,9,0,5.275862068965517,29,0,26,39.04022988505746,0.6041666666666667,48.263888888888886,1006.9444444444442,34.722222222222214,0
11,1,1,27,10,0,6.518518518518518,27,0,26,38.90651986183073,0.6060956790123458,48.69791666666665,1005.2083333333318,37.22993827160488,0
12,2,1,28,11,0,7.214285714285714,28,0,27,38.94530506377307,0.6056547619047621,48.419540229885044,1006.3218390804584,35.94006568144494,0
13,2,3,29,12,0,7.896551724137931,29,0,26,39.003608200036794,0.6048850574712645,48.194444444444436,1007.2222222222209,34.73180076628348,0
14,1,2,27,13,0,9.185185185185185,27,0,25,38.84470257472625,0.6072530864197532,48.586309523809504,1005.6547619047599,37.24647266313926,0
15,2,2,27,14,0,9.148148148148149,27,0,25,38.83047911426737,0.6076388888888891,48.54910714285713,1005.8035714285708,37.251984126984105,0
16,4,2,29,15,0,9.379310344827585,29,0,27,38.82313616122666,0.6081178160919541,47.881944444444436,1008.4722222222211,34.77490421455935,0
17,3,2,30,16,0,9.566666666666666,30,0,28,38.76430662762843,0.609027777777778,47.51344086021504,1009.9462365591385,33.66487455197128,0
18,4,5,32,17,0,9.84375,32,0,27,38.87640449438198,0.6074218750000002,47.1590909090909,1011.3636363636357,31.605113636363615,0
19,1,1,28,18,0,12.142857142857142,28,0,27,38.69387027797577,0.609747023809524,48.02442528735631,1007.9022988505734,35.996510673234766,0
20,4,1,31,19,0,11.838709677419354,31,0,30,38.52906477906477,0.6108870967741937,47.070312499999986,1011.7187499999984,32.63608870967737,0
21,1,0,31,20,0,12.806451612903226,31,0,31,38.49073597529594,0.6115591397849464,47.00520833333332,1011.9791666666653,32.64448924731178,0
22,0,2,31,21,1,13.806451612903226,31,0,29,38.78611613097542,0.6031586021505376,47.81901041666667,1008.7239583333342,32.53948252688175,5
23,1,0,30,22,0,14.9,30,0,30,38.63260251454972,0.6052083333333333,47.88306451612903,1008.4677419354839,33.615591397849464,0
24,3,3,33,23,0,14.454545454545455,33,0,30,38.49801683420131,0.6063762626262628,47.02818627450979,1011.8872549019591,30.663250148544215,0
25,3,3,33,24,0,13.606060606060606,33,0,30,38.48649070826781,0.6101641414141415,46.66053921568626,1013.3578431372537,30.707813428401625,0
26,1,0,31,25,0,15.32258064516129,31,0,31,38.37922456682109,0.6115591397849462,47.00520833333333,1011.9791666666658,32.6444892473118,0
