period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,20,40,0,0,0.0,37,3,20,46.353118712273634,0.5185810810810811,54.76973684210526,980.9210526315785,26.511379800853472,0
2,32,36,52,1,0,0.38461538461538464,49,3,16,45.68777101692543,0.5329506802721089,51.77083333333332,992.9166666666642,20.26360544217682,0
3,35,32,51,2,0,0.5686274509803921,45,6,19,45.333744893604056,0.5310185185185186,52.400362318840564,990.3985507246347,22.00885668276966,0
4,29,28,48,3,0,1.0,43,5,20,44.178489811464495,0.5440891472868217,51.37310606060607,994.5075757575773,23.12808315715296,0
5,18,15,38,4,0,1.394736842105263,38,0,23,43.133503401360564,0.5520833333333335,51.33547008547007,994.6581196581171,26.17521367521361,0
6,14,10,37,5,0,2.054054054054054,37,0,27,41.97130825942552,0.5712274774774775,49.64364035087719,1001.4254385964912,27.06555239449976,0
7,13,16,40,6,0,2.575,40,0,24,41.62959218065388,0.5755208333333333,48.72967479674798,1005.0813008130096,25.12703252032524,0
8,12,13,36,7,0,2.7777777777777777,36,0,23,41.42772977219167,0.5784143518518517,49.12725225225226,1003.4909909909926,27.874749749749796,0
9,13,10,36,8,0,3.0833333333333335,36,0,26,41.29208754208754,0.578125,49.15540540540541,1003.378378378379,27.87162162162164,0
10,6,4,32,9,0,4.28125,32,0,28,40.603506123133705,0.5872395833333335,49.1161616161616,1003.5353535353511,31.36047979797972,0
11,3,7,31,10,0,5.32258064516129,31,0,24,39.997083225304635,0.5920698924731184,48.89322916666666,1004.4270833333322,32.40087365591394,0
12,7,5,31,11,0,4.774193548387097,31,0,26,39.89797956891712,0.5930779569892474,48.795572916666664,1004.8177083333326,32.41347446236556,0
13,8,7,34,12,0,5.117647058823529,34,0,27,40.00522126334871,0.5916053921568629,48.2440476190476,1007.0238095238069,29.618347338935497,0
14,7,11,34,13,0,5.911764705882353,34,0,23,39.69476915810604,0.5946691176470589,47.94642857142856,1008.2142857142844,29.653361344537778,0
15,8,7,31,14,0,5.709677419354839,31,0,24,39.39683053040103,0.5974462365591398,48.37239583333333,1006.510416666666,32.46807795698923,0
16,6,4,30,15,0,6.7,30,0,26,39.22206647977574,0.6010416666666667,48.28629032258064,1006.8548387096768,33.56182795698923,0
17,1,1,27,16,0,8.407407407407407,27,0,26,39.00486964894088,0.6045524691358024,48.84672619047619,1004.6130952380953,37.207892416225754,0
18,2,1,28,17,0,9.035714285714286,28,0,27,38.965950204703425,0.6049107142857143,48.491379310344826,1006.0344827586204,35.92980295566501,0
19,3,3,30,18,0,9.333333333333334,30,0,27,38.997777777777806,0.6041666666666667,47.98387096774193,1008.0645161290311,33.602150537634365,0
20,5,6,32,19,0,9.1875,32,0,26,39.100218886804264,0.6025390625,47.63257575757576,1009.4696969696968,31.545928030303024,0
21,6,4,32,20,0,9.40625,32,0,28,38.90554722638679,0.60546875,47.348484848484844,1010.6060606060602,31.58143939393938,0
22,1,2,29,21,0,11.344827586206897,29,0,27,38.72845223339302,0.6081178160919541,47.881944444444436,1008.472222222221,34.77490421455935,0
23,7,3,34,22,0,9.970588235294118,34,0,31,38.396175665101715,0.610294117647059,46.428571428571416,1014.2857142857127,29.831932773109198,0
24,1,1,32,23,0,11.5625,32,0,31,38.16875311410065,0.6132812500000002,46.59090909090908,1013.6363636363619,31.67613636363631,0
25,5,2,36,24,0,10.583333333333334,36,0,34,37.88209808259589,0.6157407407407409,45.49549549549548,1018.0180180180159,28.278278278278222,0
26,0,3,34,25,1,11.941176470588236,34,0,31,37.79242761258096,0.6170343137254903,45.773809523809504,1016.9047619047594,29.9089635854341,0
27,4,2,35,26,0,11.314285714285715,35,0,33,37.38373358313463,0.6211309523809524,45.16782407407407,1019.3287037037031,29.123677248677232,0
28,1,0,34,27,0,11.882352941176471,34,0,34,37.1051786548342,0.6237745098039216,45.11904761904762,1019.5238095238096,29.985994397759107,0
29,1,0,35,28,0,12.514285714285714,35,0,35,37.102049304295214,0.6238095238095238,44.907407407407405,1020.37037037037,29.15343915343914,0
30,2,5,37,29,0,12.783783783783784,37,0,32,37.096298283261795,0.6238738738738739,44.517543859649116,1021.9298245614028,27.61972498814602,0
31,1,0,33,27,0,13.515151515151516,33,0,33,36.96714743589742,0.6262626262626261,45.098039215686285,1019.6078431372564,30.897207367795648,0
32,0,0,33,28,1,14.515151515151516,33,0,33,36.96714743589742,0.6262626262626261,45.098039215686285,1019.6078431372564,30.897207367795648,0
33,2,3,35,29,0,14.628571428571428,35,0,32,36.92504721435315,0.6264880952380951,44.64699074074075,1021.4120370370381,29.18320105820109,0
34,1,0,33,30,0,15.121212121212121,33,0,33,36.765529939161055,0.6287878787878787,44.852941176470594,1020.5882352941185,30.926916221033892,0
35,1,1,34,31,0,15.647058823529411,34,0,33,36.799889264483014,0.6283700980392155,44.67261904761906,1021.3095238095256,30.038515406162517,0
36,3,3,36,32,0,15.694444444444445,36,0,33,36.75770500825535,0.628761574074074,44.22860360360362,1023.0855855855875,28.4190440440441,0
37,0,0,33,33,1,17.21212121212121,33,0,33,36.65386461833894,0.630050505050505,44.730392156862756,1021.0784313725503,30.94177064765304,0
38,1,1,34,34,0,17.676470588235293,34,0,33,36.690502543788114,0.6295955882352939,44.55357142857144,1021.7857142857154,30.052521008403392,0
39,1,1,34,35,0,18.647058823529413,34,0,33,36.690502543788114,0.6295955882352939,44.55357142857144,1021.7857142857154,30.052521008403392,0
40,0,0,33,36,4,20.21212121212121,33,0,33,36.65386461833894,0.630050505050505,44.730392156862756,1021.0784313725503,30.94177064765304,0
