period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,27,40,0,0,0.0,35,5,13,46.010470792001264,0.5202380952380952,54.97685185185185,980.092592592592,28.002645502645485,0
2,39,29,52,1,0,0.25,41,11,23,43.196235354641715,0.5515752032520325,50.917658730158735,996.3293650793659,24.30071622144795,0
3,13,16,36,2,0,0.9722222222222222,36,0,20,42.01467162608957,0.5671296296296295,50.22522522522523,999.0990990990999,27.752752752752777,0
4,19,17,39,3,0,1.1282051282051282,39,0,22,41.64855166788157,0.564903846153846,49.92187500000002,1000.3125000000036,25.649038461538556,0
5,15,14,37,4,0,1.5405405405405406,37,0,23,41.266393442622956,0.5760135135135134,49.177631578947384,1003.2894736842129,27.115931721194944,0
6,7,6,30,5,0,2.6333333333333333,30,0,24,40.676600886024964,0.5864583333333333,49.69758064516129,1001.2096774193546,33.37365591397849,0
7,7,6,31,6,0,3.225806451612903,31,0,25,40.660173160173144,0.5873655913978495,49.348958333333336,1002.6041666666674,32.34206989247314,0
8,7,9,32,7,0,3.90625,32,0,23,40.44442698512466,0.5895182291666665,48.89520202020203,1004.4191919191929,31.38809974747478,0
9,8,6,31,8,0,3.935483870967742,31,0,25,40.30082987551865,0.5913978494623655,48.95833333333334,1004.1666666666682,32.39247311827962,0
10,8,7,33,9,0,4.454545454545454,33,0,26,40.05255255255258,0.5928030303030302,48.34558823529413,1006.6176470588252,30.503565062388645,0
11,3,2,29,10,0,5.931034482758621,29,0,27,39.766089451126795,0.5980603448275862,48.854166666666664,1004.583333333333,34.64080459770114,0
12,4,1,31,11,0,6.419354838709677,31,0,30,39.686059411485935,0.599798387096774,48.14453125000001,1007.4218750000009,32.49747983870971,0
13,3,2,33,12,0,6.9393939393939394,33,0,31,39.32203218502344,0.6022727272727271,47.426470588235304,1010.2941176470604,30.614973262032134,0
14,0,2,31,13,1,8.193548387096774,31,0,29,39.25081214233468,0.6031586021505376,47.81901041666667,1008.7239583333339,32.53948252688174,0
15,5,7,34,14,0,7.705882352941177,34,0,27,39.11947188896729,0.6047794117647057,46.96428571428572,1012.1428571428585,29.768907563025248,0
16,2,1,29,15,0,8.620689655172415,29,0,28,38.86019283746555,0.6077586206896552,47.91666666666666,1008.3333333333325,34.77011494252871,0
17,3,4,31,16,0,8.96774193548387,31,0,27,38.75364932165552,0.6088709677419356,47.26562499999999,1010.9374999999991,32.610887096774164,0
18,3,1,30,17,0,9.233333333333333,30,0,29,38.62742164294897,0.610763888888889,47.34543010752687,1010.6182795698918,33.68727598566306,0
19,3,1,32,18,0,9.5625,32,0,31,38.524138933898364,0.6116536458333335,46.74873737373736,1013.0050505050489,31.656407828282777,0
20,1,0,32,19,0,10.53125,32,0,32,38.47196261682243,0.6123046875000002,46.68560606060605,1013.2575757575742,31.664299242424192,0
21,1,2,33,20,0,11.181818181818182,33,0,31,38.51522842639595,0.6117424242424243,46.50735294117646,1013.9705882352923,30.726381461675526,0
22,2,1,33,21,0,11.757575757575758,33,0,32,38.175662078402965,0.6142676767676769,46.26225490196077,1014.9509803921555,30.756090314913806,0
23,1,3,33,22,0,12.727272727272727,33,0,30,38.14829067568111,0.6145833333333336,46.231617647058805,1015.0735294117625,30.75980392156856,0
24,1,1,31,23,0,13.483870967741936,31,0,30,38.058365446371255,0.6159274193548389,46.582031249999986,1013.6718749999981,32.699092741935424,0
25,2,1,32,24,0,14.0,32,0,31,38.08157021364863,0.6155598958333335,46.36994949494948,1014.5202020202005,31.703756313131265,0
26,1,1,32,25,0,14.96875,32,0,31,38.08157021364863,0.6155598958333335,46.36994949494948,1014.5202020202005,31.703756313131265,0
27,4,4,35,26,0,14.571428571428571,35,0,31,38.174521857923494,0.6142857142857144,45.833333333333314,1016.6666666666644,29.04761904761898,0
28,1,0,32,27,0,16.21875,32,0,32,37.57379443201594,0.619140625,46.022727272727266,1015.9090909090896,31.74715909090905,0
29,0,2,32,28,1,17.21875,32,0,30,37.57379443201594,0.619140625,46.022727272727266,1015.9090909090896,31.74715909090905,0
30,0,0,30,29,2,18.433333333333334,30,0,30,37.49199355066701,0.6201388888888889,46.43817204301075,1014.2473118279572,33.80824372759857,0
31,1,2,31,30,0,18.806451612903224,31,0,29,37.53420557550882,0.6196236559139785,46.22395833333333,1015.1041666666656,32.7452956989247,0
32,2,1,31,31,0,18.838709677419356,31,0,30,37.50921828908554,0.619959677419355,46.19140624999999,1015.2343749999994,32.749495967741915,0
33,2,0,32,32,0,19.1875,32,0,32,37.45471577029766,0.6207682291666667,45.86489898989899,1016.5404040404044,31.766887626262637,0
34,0,1,32,33,1,20.1875,32,0,31,37.45471577029766,0.6207682291666667,45.86489898989899,1016.5404040404044,31.766887626262637,0
35,1,1,32,34,0,20.15625,32,0,31,37.44023224043718,0.62109375,45.83333333333333,1016.6666666666656,31.7708333333333,0
36,0,1,31,35,3,21.806451612903224,31,0,30,37.396928138084284,0.6216397849462366,46.02864583333333,1015.8854166666656,32.770497311827924,0
37,2,0,32,36,0,21.3125,32,0,32,37.32518205892088,0.6223958333333335,45.7070707070707,1017.1717171717164,31.786616161616138,0
38,1,1,33,37,0,21.636363636363637,33,0,32,37.368067260614794,0.6218434343434345,45.52696078431372,1017.8921568627452,30.845216874628644,0
39,0,1,32,38,2,23.3125,32,0,31,37.32518205892088,0.6223958333333335,45.7070707070707,1017.1717171717164,31.786616161616138,0
40,0,1,31,39,3,24.161290322580644,31,0,30,37.27954991886584,0.622983870967742,45.8984375,1016.4062500000003,32.78729838709678,0
41,0,0,30,40,4,24.666666666666668,30,0,30,37.216598297384344,0.6239583333333334,46.068548387096776,1015.7258064516129,33.85752688172043,0
42,0,0,30,41,5,25.666666666666668,30,0,30,37.216598297384344,0.6239583333333334,46.068548387096776,1015.7258064516129,33.85752688172043,0
43,1,1,31,42,0,25.806451612903224,31,0,30,37.26583514794416,0.6233198924731183,45.865885416666664,1016.5364583333329,32.79149865591396,0
44,1,1,31,43,0,26.774193548387096,31,0,30,37.26583514794416,0.6233198924731183,45.865885416666664,1016.5364583333329,32.79149865591396,0
45,0,0,30,44,8,28.666666666666668,30,0,30,37.216598297384344,0.6239583333333334,46.068548387096776,1015.7258064516129,33.85752688172043,0
46,0,0,30,45,9,29.666666666666668,30,0,30,37.216598297384344,0.6239583333333334,46.068548387096776,1015.7258064516129,33.85752688172043,0
47,1,0,31,46,0,29.677419354838708,31,0,31,37.17509603072985,0.6243279569892474,45.768229166666664,1016.9270833333329,32.80409946236558,0
48,2,1,33,47,0,28.818181818181817,33,0,32,37.13557326117458,0.6246843434343434,45.25122549019607,1018.9950980392149,30.878639334521665,0
49,1,1,33,48,0,28.575757575757574,33,0,32,37.11670274170274,0.625,45.22058823529411,1019.1176470588227,30.882352941176446,0
50,1,0,33,49,0,29.545454545454547,33,0,33,37.01053311696118,0.6259469696969697,45.12867647058823,1019.4852941176468,30.893493761140814,0
51,1,0,34,50,0,29.647058823529413,34,0,34,36.97965274537254,0.6262254901960784,44.88095238095238,1020.4761904761905,30.014005602240896,0
52,1,0,35,51,0,29.771428571428572,35,0,35,36.983416440012086,0.6261904761904762,44.675925925925924,1021.2962962962962,29.179894179894177,0
53,1,2,36,52,0,29.916666666666668,36,0,34,37.010789715335164,0.6258680555555556,44.51013513513513,1021.9594594594589,28.387762762762748,0
54,0,1,34,53,2,32.205882352941174,34,0,33,36.95444029705662,0.626531862745098,44.851190476190474,1020.5952380952382,30.017507002801125,0
55,1,1,34,54,0,32.55882352941177,34,0,33,36.929476712541806,0.6268382352941178,44.82142857142857,1020.7142857142851,30.021008403361325,0
56,0,0,33,55,1,33.84848484848485,33,0,33,36.898128679562674,0.6272095959595958,45.0061274509804,1019.9754901960794,30.90834818775998,0
57,0,0,33,56,2,34.84848484848485,33,0,33,36.898128679562674,0.6272095959595958,45.0061274509804,1019.9754901960794,30.90834818775998,0
58,0,0,33,57,3,35.84848484848485,33,0,33,36.898128679562674,0.6272095959595958,45.0061274509804,1019.9754901960794,30.90834818775998,0
59,0,1,33,58,4,36.84848484848485,33,0,32,36.898128679562674,0.6272095959595958,45.0061274509804,1019.9754901960794,30.90834818775998,0
60,0,0,32,59,5,38.0,32,0,32,36.86483110340272,0.6276041666666665,45.202020202020215,1019.191919191921,31.84974747474753,0
61,1,0,33,60,0,37.81818181818182,33,0,33,36.83921421421421,0.627840909090909,44.944852941176485,1020.2205882352964,30.915775401069588,0
62,3,3,36,61,0,35.583333333333336,36,0,33,36.83744448115109,0.6276041666666666,44.34121621621622,1022.6351351351359,28.406531531531552,0
63,1,2,34,62,0,37.55882352941177,34,0,32,36.77439095465669,0.6283700980392155,44.67261904761906,1021.3095238095257,30.03851540616252,0
64,0,0,32,63,2,39.65625,32,0,32,36.70349964920969,0.6292317708333333,45.044191919191924,1019.823232323233,31.86947601010103,0
65,0,0,32,64,3,40.65625,32,0,32,36.70349964920969,0.6292317708333333,45.044191919191924,1019.823232323233,31.86947601010103,0
66,0,0,32,65,4,41.65625,32,0,32,36.70349964920969,0.6292317708333333,45.044191919191924,1019.823232323233,31.86947601010103,0
67,0,0,32,66,5,42.65625,32,0,32,36.70349964920969,0.6292317708333333,45.044191919191924,1019.823232323233,31.86947601010103,0
68,0,1,32,67,6,43.65625,32,0,31,36.70349964920969,0.6292317708333333,45.044191919191924,1019.823232323233,31.86947601010103,0
69,0,0,31,68,7,44.516129032258064,31,0,31,36.66464349603882,0.6297043010752688,45.247395833333336,1019.0104166666674,32.871303763440885,0
70,1,0,32,69,0,44.09375,32,0,32,36.604785478547875,0.6302083333333333,44.949494949494955,1020.2020202020204,31.88131313131314,0
71,0,0,32,70,1,45.09375,32,0,32,36.604785478547875,0.6302083333333333,44.949494949494955,1020.2020202020204,31.88131313131314,0
72,1,1,33,71,0,44.696969696969695,33,0,32,36.643135077821796,0.6297348484848484,44.76102941176471,1020.9558823529417,30.93805704099823,0
73,0,1,32,72,3,47.09375,32,0,31,36.604785478547875,0.6302083333333333,44.949494949494955,1020.2020202020204,31.88131313131314,0
74,0,0,31,72,4,47.29032258064516,31,0,31,36.54799914857385,0.6310483870967742,45.1171875,1019.53125,32.88810483870968,0
75,0,0,31,73,5,48.29032258064516,31,0,31,36.54799914857385,0.6310483870967742,45.1171875,1019.53125,32.88810483870968,0
