firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology
41,5000,4998,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,637,1212,1049,800,283045.84034567676,283237.3407528385,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,6244360841451591836582885152
50,5000,4998,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,0,0,0,0,566,1165,932,799,155646.34018529404,155410.34025317902,235.99993211502334,260.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,37150716992606141904119217292
185,5000,4995,2,40.090460526315766,0.5208333333333333,47.916666666666664,0.0,0,0,0,0,664,1158,1039,783,239040.83552270554,239240.83552270554,-200.0,-200.0,0,0,0.0,0.0,58809646847466579661698738440
286,5000,4992,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,641,1191,1027,805,148540.9287350457,148732.42914220746,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,52614577408518371983390660520
2035,5000,4949,2,40.090460526315766,0.53125,46.875,0.0,0,0,0,0,597,1130,975,752,210823.22819533394,211023.22819533394,-200.0,-300.0,0,0,0.0,0.0,76810439481963029539302003724
2152,5000,4946,3,40.090460526315766,0.65625,34.375,0.021990191425407434,0,0,0,0,588,1157,974,771,212237.6764550809,211358.0667406551,879.6097144257708,914.3923007302415,188.89286514269676,191.1334884031624,7572.801953705972,7684.605964588949,30659522470835974193483427362
2303,5000,4942,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,100,1,1,0,608,1173,1008,773,271440.37292124605,271731.8733284078,-291.5004071617599,-200.0,16.760278202109006,0,671.9272716717217,0.0,74659024197484304629051350036
4042,5000,4898,2,40.090460526315766,0.53125,46.875,0.0,50,1,0,1,613,1127,977,763,295910.4513035333,296160.4513035333,-250.0,-250.0,0,0,0.0,0.0,55906279256863429014755342880
4283,5000,4892,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,574,1106,934,746,119696.27796031834,119896.27796031834,-200.0,-200.0,0,0,0.0,0.0,75255075472557013410538165688
4772,5000,4880,2,40.090460526315766,0.59375,40.625,0.0,100,1,1,0,577,1111,957,731,579756.6802011135,580056.6802011135,-300.0,-200.0,0,0,0.0,0.0,23090493692602697353242178950
5017,5000,4874,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,664,1191,1038,817,142725.4355091013,142925.4355091013,-200.0,-300.0,0,0,0.0,0.0,74974309072220579784140765610
6394,5000,4840,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,597,1129,977,749,357532.62879701727,357732.62879701727,-200.0,-300.0,0,0,0.0,0.0,4971746534479216305179012268
7915,5000,4802,3,40.090460526315766,0.65625,34.375,0.021990191425407434,100,1,1,0,555,1065,909,711,702882.9282633979,702103.3185489721,779.6097144257708,864.3923007302415,188.89286514269676,191.1334884031624,7572.801953705972,7684.605964588949,33115926652101843951693576098
10420,5000,4739,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,50,1,0,1,587,1096,959,724,105759.36623823941,106009.36623823941,-250.0,-200.0,0,0,0.0,0.0,7783060507873289382633002672
10671,5000,4733,2,40.090460526315766,0.5625,43.75,0.0,50,1,0,1,551,1071,914,708,356073.19113348547,356323.19113348547,-250.0,-200.0,0,0,0.0,0.0,73096521000845053343329763068
11663,5000,4708,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,518,998,845,671,31411.066034308657,31611.066034308657,-200.0,-200.0,0,0,0.0,0.0,78941696394044211514079439286
12514,5000,4687,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,552,1018,884,686,215629.18666541387,215829.18666541387,-200.0,-200.0,0,0,0.0,0.0,27566258130680547095958894336
13837,5000,4654,3,40.090460526315766,0.6666666666666667,33.333333333333336,0.025997996097663952,0,0,0,0,564,1062,918,708,199541.36917008617,198232.37169766717,1308.9974724190104,1348.1578166989557,223.3193825308142,225.28140692680432,8952.976890112817,9057.538047592434,74620091832079144958880056616
18582,5000,4535,2,40.090460526315766,0.5,50.0,0.0,0,0,0,0,566,1054,911,709,233866.30116772198,234066.30116772198,-200.0,-200.0,0,0,0.0,0.0,49091145587331144415522654236
18961,5000,4525,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,610,1085,943,752,195515.49316665367,195715.49316665367,-200.0,-300.0,0,0,0.0,0.0,6210375748006089495341800900
21142,5000,4471,3,40.090460526315766,0.65625,34.375,0.021990191425407434,100,1,1,0,545,1021,886,680,27846.41963848684,27066.80992406107,779.6097144257708,451.76828168578083,188.89286514269676,156.98556987952048,7572.801953705972,6311.673881585464,30391555110114870102061289778
21347,5000,4466,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,50,1,0,1,535,1016,850,701,56843.37693379568,57093.37693379568,-250.0,-250.0,0,0,0.0,0.0,35311697983394315199624367396
21816,5000,4454,2,40.090460526315766,0.59375,40.625,0.0,100,1,1,0,553,1037,900,690,243794.8794791813,244094.8794791813,-300.0,-200.0,0,0,0.0,0.0,52612597722690337761142226124
24327,5000,4391,2,40.090460526315766,0.48958333333333337,51.041666666666664,0.0,50,1,0,1,509,1028,884,653,118193.85478514063,118443.85478514063,-250.0,-200.0,0,0,0.0,0.0,77431708583554437851576913702
26493,5000,4337,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,500,1001,827,674,39976.5532691459,40168.05367630766,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,67226071963271407465090195232
31109,5000,4222,2,40.090460526315766,0.53125,46.875,0.0,100,1,1,0,556,989,863,682,410346.0668825727,410646.0668825727,-300.0,-200.0,0,0,0.0,0.0,78967179298273582200626733970
31426,5000,4214,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,100,1,1,0,556,958,859,655,36999.38130579542,37299.38130579542,-300.0,-300.0,0,0,0.0,0.0,54800750094102607683655953916
32498,5000,4187,2,40.090460526315766,0.48958333333333337,51.041666666666664,0.0,100,1,1,0,509,946,813,642,373503.90866966936,373803.90866966936,-300.0,-200.0,0,0,0.0,0.0,77111365551004182016605662348
34142,5000,4146,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,100,1,1,0,589,1008,878,719,196381.69163772455,196681.69163772455,-300.0,-200.0,0,0,0.0,0.0,67779999303015070900424870574
38389,5000,4040,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,519,966,834,651,181515.6489866626,181715.6489866626,-200.0,-200.0,0,0,0.0,0.0,59111723462597960401147988252
39399,5000,4015,3,40.090460526315766,0.7083333333333333,29.166666666666668,0.04202921478669006,0,0,0,0,489,939,802,626,913848.9140052458,910105.1463886014,3743.7676166444217,3794.6348498163593,361.0254520832844,361.87308102137234,14473.676635740218,14549.266379606386,36074709519311694933216666886
47826,5000,3804,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,100,1,1,0,534,919,838,615,350271.2834654059,350562.7838725677,-291.5004071617599,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,47976327688398635643747768076
51796,5000,3705,2,40.090460526315766,0.5625,43.75,0.0,0,0,0,0,467,847,741,573,103540.69575589498,103740.69575589498,-200.0,-250.0,0,0,0.0,0.0,7792885538752975863027939102
51803,5000,3704,2,40.090460526315766,0.5625,43.75,0.0,0,0,0,0,465,874,751,588,39394.013220538625,39594.013220538625,-200.0,-200.0,0,0,0.0,0.0,29413469701044059119934582568
52243,5000,3693,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,458,880,758,580,308776.02637500654,308976.02637500654,-200.0,-300.0,0,0,0.0,0.0,76943795482467652095546438324
52317,5000,3692,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,429,822,716,535,111398.83797839613,111598.83797839613,-200.0,-200.0,0,0,0.0,0.0,7748059687222204472387245952
52385,5000,3690,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,0,0,0,0,427,802,691,538,84121.8855227575,84242.60772805224,-120.72220529474315,-109.25479390207853,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,34994617335496111450100196856
57572,5000,3560,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,50,1,0,1,449,825,718,556,464546.99321429926,464796.99321429926,-250.0,-200.0,0,0,0.0,0.0,72746017814107364581879949966
58216,5000,3544,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,486,839,728,597,100870.35288003409,101061.85328719585,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,72748594161882447076341668104
62187,5000,3445,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,448,818,722,544,162335.33196562433,162535.33196562433,-200.0,-200.0,0,0,0.0,0.0,58678286107468817398061449006
64462,5000,3388,3,40.090460526315766,0.625,37.5,0.009966777408637854,0,0,0,0,474,826,740,560,355212.88768031175,355191.1097725142,21.777907797517827,39.94473436962002,85.61331297834415,88.68973283223643,3432.277144485424,3565.8097155784862,77400825159625590243609381264
66045,5000,3348,3,40.090460526315766,0.6979166666666667,30.208333333333332,0.038021410114433545,100,1,1,0,401,798,660,539,70934.78876763956,68007.29655388936,2927.492213750203,3076.303346150629,326.5989346951669,327.7251624977304,13093.50169933337,13176.334296602901,24475906637798669312959157042
66792,5000,3330,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,50,1,0,1,434,791,677,548,48319.14510583914,48569.14510583914,-250.0,-200.0,0,0,0.0,0.0,23691881968205351738173123864
70069,5000,3248,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,50,1,0,1,417,768,671,514,60278.74863494783,60092.7487028328,185.99993211502334,260.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,69032828539411804877743273092
70084,5000,3247,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,460,787,673,574,214325.65914799998,214525.65914799998,-200.0,-250.0,0,0,0.0,0.0,50603099147723514908674735514
70647,5000,3233,3,40.090460526315766,0.7083333333333333,29.166666666666668,0.04202921478669006,0,0,0,0,402,747,646,503,186905.9880046276,183162.2203879832,3743.7676166444217,3694.6348498163593,361.0254520832844,361.87308102137234,14473.676635740218,14549.266379606386,39338854129502620561997896960
76378,5000,3090,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,451,733,685,499,336977.52051796956,337177.52051796956,-200.0,-200.0,0,0,0.0,0.0,64411070006400888740579239300
77133,5000,3071,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,362,700,588,474,49997.73211546889,50197.73211546889,-200.0,-200.0,0,0,0.0,0.0,3520407808775773678446442616
77817,5000,3054,2,40.090460526315766,0.59375,40.625,0.0,0,0,0,0,393,694,634,453,116688.84707146871,116888.84707146871,-200.0,-250.0,0,0,0.0,0.0,45570605749686518785717174130
78913,5000,3027,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,365,692,583,474,228464.5313333494,228664.5313333494,-200.0,-200.0,0,0,0.0,0.0,65361289424549295847666957076
81533,5000,2961,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,100,1,1,0,395,704,600,499,99032.43764405265,99253.1598493474,-220.72220529474316,-109.25479390207853,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,7582828260264874717642683648
81538,5000,2961,3,40.090460526315766,0.625,37.5,0.009966777408637854,0,0,0,0,415,717,626,506,101142.13609624223,101120.35818844472,21.777907797517827,-60.05526563037998,85.61331297834415,88.68973283223643,3432.277144485424,3565.8097155784862,40601010685292558307152853256
82197,5000,2945,2,40.090460526315766,0.59375,40.625,0.0,0,0,0,0,341,696,557,480,317914.65029171493,318114.65029171493,-200.0,-200.0,0,0,0.0,0.0,69660857935086328686688614968
87826,5000,2804,3,40.090460526315766,0.625,37.5,0.009966777408637854,100,1,1,0,388,686,592,482,25328.03070622004,25406.252798422523,-78.22209220248217,-60.05526563037998,85.61331297834415,88.68973283223643,3432.277144485424,3565.8097155784862,50190965614202656334659011248
87933,5000,2801,2,40.090460526315766,0.59375,40.625,0.0,50,1,0,1,380,673,592,461,70755.27827275862,71005.27827275862,-250.0,-300.0,0,0,0.0,0.0,77409987205499063281127735196
89750,5000,2756,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,50,1,0,1,367,672,599,440,156183.68845621857,156433.68845621857,-250.0,-200.0,0,0,0.0,0.0,2801696943392766873964749116
91876,5000,2703,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,100,1,1,0,373,664,584,453,334547.43023235357,334768.1524376483,-220.72220529474316,-109.25479390207853,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,37165280512585101323130058156
104293,5000,2392,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,50,1,0,1,316,587,530,373,741068.319743938,741318.319743938,-250.0,-200.0,0,0,0.0,0.0,17428320750314253548177685002
107609,5000,2309,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,318,561,504,375,259767.30247877643,259967.30247877643,-200.0,-200.0,0,0,0.0,0.0,77148859222422980196509760520
108811,5000,2279,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,50,1,0,1,342,563,507,398,222816.06003003303,223057.5604371948,-241.50040716175985,-200.0,16.760278202109006,0,671.9272716717217,0.0,64693030850746421327958242006
110701,5000,2232,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,292,508,443,357,68211.62509539592,68411.62509539592,-200.0,-200.0,0,0,0.0,0.0,53589390311498338464436431908
110847,5000,2228,3,40.090460526315766,0.65625,34.375,0.021990191425407434,0,0,0,0,285,538,454,369,43973.03137510126,43093.421660675485,879.6097144257708,864.3923007302415,188.89286514269676,191.1334884031624,7572.801953705972,7684.605964588949,77062216803672764647271897082
111112,5000,2222,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,0,0,0,0,277,521,444,354,277365.53617981885,277565.53617981885,-200.0,-200.0,0,0,0.0,0.0,66936646681449644092448658804
111521,5000,2211,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,50,1,0,1,253,524,433,344,558463.8193341979,558277.8194020829,185.99993211502334,160.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,67820918032153784663459051440
111654,5000,2208,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,311,591,503,399,17595.164870192984,17795.164870192984,-200.0,-250.0,0,0,0.0,0.0,74922794375246470766653597440
118021,5000,2049,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,100,1,1,0,292,512,452,352,27288.73829105123,27152.738358936207,135.99993211502334,-10.055265630379978,120.03983036646162,88.68973283223643,4812.45208089227,3565.8097155784862,3438631083453382246158903840
118038,5000,2049,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,50,1,0,1,275,507,437,345,231776.62612398842,231947.34832928315,-170.72220529474316,-209.25479390207852,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,72110829852285178783140783410
118045,5000,2048,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,265,489,425,329,387009.32346610003,387200.8238732618,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,17960228278686580856590763796
118730,5000,2031,2,40.090460526315766,0.5104166666666667,48.958333333333336,0.0,0,0,0,0,244,454,387,311,36891.08233786467,37091.08233786467,-200.0,-200.0,0,0,0.0,0.0,48956676220325197277793746842
124685,5000,1882,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,233,453,386,300,47199.56467496298,47399.56467496298,-200.0,-200.0,0,0,0.0,0.0,48597944893054384422976069664
125361,5000,1865,3,40.090460526315766,0.6458333333333333,35.416666666666664,0.01798238675315092,0,0,0,0,236,485,405,316,358569.22657342255,358047.28270576475,521.9438676577756,501.76828168578083,154.46634775457932,156.98556987952048,6192.627017299126,6311.673881585464,74959895483579013524123935800
126777,5000,1830,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,0,0,0,0,251,478,423,306,194844.38562679046,194608.38569467544,235.99993211502334,160.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,64379301060472236267308168476
127550,5000,1811,2,40.090460526315766,0.59375,40.625,0.0,100,1,1,0,232,446,386,292,102743.04075289966,103043.04075289966,-300.0,-300.0,0,0,0.0,0.0,62985611758053865500862652582
128900,5000,1777,2,40.090460526315766,0.5625,43.75,0.0,50,1,0,1,246,437,385,298,665904.8261438683,666154.8261438683,-250.0,-200.0,0,0,0.0,0.0,32540746447419038548070214572
128940,5000,1776,2,40.090460526315766,0.5625,43.75,0.0,0,0,0,0,233,455,383,305,187399.53963056623,187599.53963056623,-200.0,-300.0,0,0,0.0,0.0,64907937009984191611097431006
130223,5000,1744,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,261,455,398,318,233159.76020108227,233359.76020108227,-200.0,-200.0,0,0,0.0,0.0,8403331280499071546630978840
130560,5000,1736,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,223,405,357,271,325917.1405377015,326117.1405377015,-200.0,-200.0,0,0,0.0,0.0,75079441728342456633451064646
131348,5000,1716,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,181,381,312,250,41518.03381667811,41718.03381667811,-200.0,-200.0,0,0,0.0,0.0,67038592545178600522529617960
134823,5000,1629,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,220,412,338,294,337778.72368915763,337970.2240963194,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,27873496016513082540924695096
135104,5000,1622,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,179,368,312,235,19920.59347659074,20120.59347659074,-200.0,-200.0,0,0,0.0,0.0,12110103857113350584788972928
135624,5000,1609,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,100,1,1,0,221,396,342,275,559611.8024535213,559475.8025214063,135.99993211502334,160.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,35600855131498960511904626436
137149,5000,1571,3,40.090460526315766,0.65625,34.375,0.021990191425407434,0,0,0,0,156,352,295,213,179643.3693618127,178763.75964738693,879.6097144257708,814.3923007302415,188.89286514269676,191.1334884031624,7572.801953705972,7684.605964588949,24358571473560003360890270724
137667,5000,1558,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,223,380,344,259,380837.0802330734,381037.0802330734,-200.0,-200.0,0,0,0.0,0.0,59132520568632610060715534370
137749,5000,1556,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,221,377,335,263,263559.6379348194,263759.6379348194,-200.0,-200.0,0,0,0.0,0.0,70306375403985252148784466712
137769,5000,1555,3,40.090460526315766,0.65625,34.375,0.021990191425407434,100,1,1,0,170,347,290,227,141037.73764589426,140258.12793146848,779.6097144257708,914.3923007302415,188.89286514269676,191.1334884031624,7572.801953705972,7684.605964588949,38076587227543184746441180442
137773,5000,1555,2,40.090460526315766,0.53125,46.875,0.0,50,1,0,1,194,387,325,256,86694.56259589517,86944.56259589517,-250.0,-250.0,0,0,0.0,0.0,44972299848950537159664843520
137791,5000,1555,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,100,1,1,0,188,363,310,241,53426.36418577816,53717.86459293992,-291.5004071617599,-200.0,16.760278202109006,0,671.9272716717217,0.0,47416781389882138456870074516
137949,5000,1551,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,0,0,0,0,214,363,319,258,140835.11172417027,140599.11179205525,235.99993211502334,210.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,65012736246848869837008387630
138221,5000,1544,2,40.090460526315766,0.5625,43.75,0.0,50,1,0,1,176,356,298,234,49874.987901283086,50124.987901283086,-250.0,-200.0,0,0,0.0,0.0,57902720935330865311750853930
138593,5000,1535,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,0,0,0,0,209,362,317,254,161859.42243907816,161980.1446443729,-120.72220529474315,-109.25479390207853,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,77371358607954914703059295912
149667,5000,1258,3,40.090460526315766,0.625,37.5,0.009966777408637854,100,1,1,0,187,305,285,207,177854.90530118882,177933.1273933913,-78.22209220248217,-209.25479390207852,85.61331297834415,54.54181430859452,3432.277144485424,2192.877632575002,69641528323659900788433163800
149814,5000,1254,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,160,323,269,214,73375.10029144681,73575.10029144681,-200.0,-200.0,0,0,0.0,0.0,52823401599947587846398877476
151825,5000,1204,2,40.090460526315766,0.5625,43.75,0.0,0,0,0,0,192,315,294,213,448985.49881126016,449185.49881126016,-200.0,-300.0,0,0,0.0,0.0,48636499131595921645593786270
153336,5000,1166,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,0,0,0,0,144,256,219,181,146525.208274648,146725.208274648,-200.0,-250.0,0,0,0.0,0.0,72459307227688674705229550984
156344,5000,1091,2,40.090460526315766,0.5104166666666667,48.958333333333336,0.0,0,0,0,0,115,259,197,177,241490.97225989593,241690.97225989593,-200.0,-200.0,0,0,0.0,0.0,67523962387541243213842063110
156738,5000,1081,3,40.090460526315766,0.625,37.5,0.009966777408637854,0,0,0,0,155,278,243,190,71733.4064697592,71711.62856196168,21.777907797517827,39.94473436962002,85.61331297834415,88.68973283223643,3432.277144485424,3565.8097155784862,40286348044048525317948175642
156986,5000,1075,3,40.090460526315766,0.65625,34.375,0.021990191425407434,0,0,0,0,187,312,287,212,236976.35556862893,236096.74585420315,879.6097144257708,864.3923007302415,188.89286514269676,191.1334884031624,7572.801953705972,7684.605964588949,49227829140918702295098963246
157421,5000,1064,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,171,289,262,198,102509.54981551267,102709.54981551267,-200.0,-200.0,0,0,0.0,0.0,25080507568731260020106540546
157624,5000,1059,2,40.090460526315766,0.59375,40.625,0.0,50,1,0,1,153,268,239,182,59143.61850294403,59393.61850294403,-250.0,-300.0,0,0,0.0,0.0,58696026244067848049618031738
157655,5000,1058,3,40.090460526315766,0.6458333333333333,35.416666666666664,0.01798238675315092,0,0,0,0,145,270,221,194,51787.05547957963,51265.11161192185,521.9438676577756,551.7682816857808,154.46634775457932,156.98556987952048,6192.627017299126,6311.673881585464,29092206215016563113850144402
157741,5000,1056,3,40.090460526315766,0.6041666666666667,39.583333333333336,0.0019511680641247898,0,0,0,0,134,269,224,179,318296.46328303433,318487.9636901961,-191.50040716175985,-187.31282524952357,16.760278202109006,20.393895784952374,671.9272716717217,819.945549571508,47815865665087932405787303832
158275,5000,1043,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,152,273,245,180,134171.62355417182,134371.62355417182,-200.0,-300.0,0,0,0.0,0.0,72492345985087830897773848140
