firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology
159374,5000,1015,2,40.090460526315766,0.5416666666666667,45.833333333333336,0.0,0,0,0,0,123,258,215,166,93407.44583372447,93607.44583372447,-200.0,-200.0,0,0,0.0,0.0,48145524552464816167104101800
160082,5000,997,3,40.090460526315766,0.625,37.5,0.009966777408637854,0,0,0,0,146,245,225,166,30053.33726143881,30031.559353641293,21.777907797517827,-10.055265630379978,85.61331297834415,88.68973283223643,3432.277144485424,3565.8097155784862,70008054656961043603520831420
160130,5000,996,3,40.090460526315766,0.7083333333333333,29.166666666666668,0.04202921478669006,0,0,0,0,141,259,224,176,109453.21487358486,105709.44725694043,3743.7676166444217,3794.6348498163593,361.0254520832844,361.87308102137234,14473.676635740218,14549.266379606386,37143463809190660090416678066
160204,5000,994,2,40.090460526315766,0.59375,40.625,0.0,0,0,0,0,138,260,225,173,115856.96148318725,116056.96148318725,-200.0,-200.0,0,0,0.0,0.0,67815952339253653265121137576
160293,5000,992,2,40.090460526315766,0.5833333333333333,41.666666666666664,0.0,0,0,0,0,116,256,204,168,41761.0481761009,41961.0481761009,-200.0,-200.0,0,0,0.0,0.0,57932000421374381732403438634
160816,5000,979,2,40.090460526315766,0.5520833333333333,44.791666666666664,0.0,50,1,0,1,117,249,194,172,14159.381656308833,14409.381656308833,-250.0,-200.0,0,0,0.0,0.0,37462335094825410783322673964
161040,5000,974,3,40.090460526315766,0.6354166666666667,36.458333333333336,0.013974582080894372,0,0,0,0,123,250,211,162,127505.14546155176,127269.14552943673,235.99993211502334,210.28575956557245,120.03983036646162,122.83765135587835,4812.45208089227,4938.741798581971,75205452807076737579849432084
163543,5000,911,2,40.090460526315766,0.5729166666666667,42.708333333333336,0.0,50,1,0,1,123,248,214,157,268931.1423458258,269181.1423458258,-250.0,-200.0,0,0,0.0,0.0,24780710896999057703019345158
164473,5000,888,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,0,0,0,0,123,227,192,158,86203.90773257214,86324.62993786689,-120.72220529474315,-159.25479390207852,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,25272727216474134227043056952
165211,5000,869,2,40.090460526315766,0.59375,40.625,0.0,0,0,0,0,111,193,173,131,33445.74896329001,33645.74896329001,-200.0,-250.0,0,0,0.0,0.0,54513918723103427177405300620
165822,5000,854,3,40.090460526315766,0.6458333333333333,35.416666666666664,0.01798238675315092,0,0,0,0,125,229,205,149,205916.4533889622,205394.50952130443,521.9438676577756,551.7682816857808,154.46634775457932,156.98556987952048,6192.627017299126,6311.673881585464,54820343399509188363150538556
166386,5000,840,3,40.090460526315766,0.6875,31.25,0.03401360544217702,0,0,0,0,134,219,192,161,142548.28063403268,140165.34191195146,2382.9387220812273,2329.1133394091503,292.1724173070494,293.5772439740884,11713.326762926521,11803.402213599413,79073468469605352322446603684
166766,5000,830,3,40.090460526315766,0.625,37.5,0.009966777408637854,0,0,0,0,106,207,187,126,35399.742772818965,35377.964865021444,21.777907797517827,-60.05526563037998,85.61331297834415,88.68973283223643,3432.277144485424,3565.8097155784862,37460125151251820985736832062
166927,5000,826,2,40.090460526315766,0.5625,43.75,0.0,0,0,0,0,109,210,168,151,245222.40820383397,245422.40820383397,-200.0,-200.0,0,0,0.0,0.0,53932931282734797044938257288
168934,5000,776,3,40.090460526315766,0.6458333333333333,35.416666666666664,0.01798238675315092,0,0,0,0,122,202,182,142,230227.13048620903,229705.18661855126,521.9438676577756,551.7682816857808,154.46634775457932,156.98556987952048,6192.627017299126,6311.673881585464,74302428015292803418938351026
169050,5000,773,3,40.090460526315766,0.6145833333333333,38.541666666666664,0.005958972736381336,0,0,0,0,112,192,171,133,78461.37293832589,78582.09514362064,-120.72220529474315,-109.25479390207853,51.1867955902267,54.54181430859452,2052.1022080785774,2192.877632575002,66236130048201198795038522880
