period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,26,40,0,0,0.0,36,4,14,47.31118962122092,0.49797453703703676,56.953828828828854,972.1846846846882,27.00513013013023,0
2,40,39,54,1,0,0.25925925925925924,45,9,15,43.62660227203692,0.5402777777777779,51.494565217391305,994.021739130435,22.089371980676333,0
3,37,32,52,2,0,0.4423076923076923,39,13,20,42.514870034587574,0.548344017094017,51.53645833333333,993.854166666666,25.483440170940153,0
4,21,16,41,3,0,1.0,41,0,25,41.942356356058355,0.5602134146341464,50.07440476190476,999.7023809523804,24.38298490127757,0
5,6,5,31,4,0,2.129032258064516,31,0,26,41.28235191940245,0.5793010752688172,50.130208333333336,999.4791666666672,32.24126344086023,0
6,7,7,33,5,0,2.6666666666666665,33,0,26,41.211901121304784,0.5804924242424241,49.540441176470594,1001.8382352941185,30.358734402852075,0
7,7,10,33,6,0,3.212121212121212,33,0,23,41.170738045738034,0.5811237373737373,49.47916666666667,1002.0833333333339,30.366161616161634,0
8,10,10,33,7,0,3.1818181818181817,33,0,23,40.608459549692626,0.5842803030303031,49.17279411764705,1003.3088235294103,30.403297682709404,0
9,9,4,32,8,0,3.625,32,0,28,39.60005853821709,0.5950520833333335,48.35858585858585,1006.5656565656552,31.455176767676726,0
10,3,3,31,9,0,4.645161290322581,31,0,28,39.451913133402265,0.599462365591398,48.17708333333333,1007.291666666666,32.49327956989245,0
11,3,7,31,10,0,5.32258064516129,31,0,24,39.48420394793551,0.5987903225806452,48.2421875,1007.0312500000001,32.48487903225807,0
12,2,0,26,11,0,6.038461538461538,26,0,26,39.08861375986876,0.6049679487179487,49.15123456790123,1003.3950617283941,38.59211775878439,0
13,2,1,28,12,0,6.535714285714286,28,0,27,39.075965338285016,0.6045386904761905,48.52729885057472,1005.8908045977015,35.924671592775056,0
14,4,3,31,13,0,6.774193548387097,31,0,28,39.16064360695235,0.603494623655914,47.78645833333333,1008.854166666666,32.5436827956989,0
15,2,3,30,14,0,7.866666666666666,30,0,27,38.97338086353944,0.6055555555555556,47.849462365591386,1008.6021505376332,33.62007168458777,0
16,3,5,30,15,0,8.166666666666666,30,0,25,38.95292027537197,0.6059027777777779,47.81586021505376,1008.7365591397846,33.624551971326156,0
17,6,5,31,16,0,7.645161290322581,31,0,26,38.79637979902086,0.6081989247311829,47.33072916666666,1010.6770833333322,32.60248655913975,0
18,2,1,28,17,0,9.357142857142858,28,0,27,38.64856518434057,0.6101190476190477,47.98850574712643,1008.0459770114935,36.00164203612477,0
19,3,2,30,18,0,9.633333333333333,30,0,28,38.65198687244987,0.6097222222222223,47.44623655913978,1010.21505376344,33.673835125448,0
20,2,3,30,19,0,10.566666666666666,30,0,27,38.60955927995034,0.6104166666666667,47.379032258064505,1010.4838709677408,33.68279569892469,0
21,0,1,27,20,1,12.444444444444445,27,0,26,38.44137625516833,0.6126543209876544,48.06547619047618,1007.738095238094,37.323633156966444,0
22,4,4,30,21,0,11.466666666666667,30,0,26,38.661165823795585,0.609027777777778,47.51344086021504,1009.9462365591384,33.66487455197128,0
23,5,3,31,22,0,11.935483870967742,31,0,28,38.61139718503261,0.610215053763441,47.13541666666666,1011.4583333333321,32.62768817204297,0
24,3,2,31,23,0,12.838709677419354,31,0,29,38.5336249785555,0.6115591397849465,47.005208333333314,1011.9791666666644,32.64448924731175,0
25,5,5,34,24,0,12.558823529411764,34,0,29,38.68366208758952,0.6093750000000002,46.51785714285713,1013.9285714285702,29.821428571428534,0
26,2,3,31,25,0,14.709677419354838,31,0,28,38.54836893578691,0.61122311827957,47.03776041666666,1011.8489583333322,32.64028897849459,0
27,3,2,31,26,0,15.161290322580646,31,0,29,38.27120822622107,0.6142473118279571,46.74479166666666,1013.0208333333323,32.67809139784943,0
28,2,2,31,27,0,15.548387096774194,31,0,29,38.18378196068355,0.6152553763440862,46.64713541666666,1013.4114583333323,32.690692204301044,0
29,2,2,31,28,0,15.870967741935484,31,0,29,38.18378196068355,0.6152553763440862,46.64713541666666,1013.4114583333323,32.690692204301044,0
30,4,3,33,29,0,15.787878787878787,33,0,30,38.00663449939687,0.6167929292929294,46.01715686274509,1015.9313725490184,30.785799168152074,0
31,1,1,31,30,0,17.06451612903226,31,0,30,37.84160892994612,0.6189516129032258,46.28906250000001,1014.8437500000008,32.73689516129035,0
32,1,3,31,31,0,17.06451612903226,31,0,28,37.81640157345647,0.6196236559139784,46.22395833333334,1015.104166666668,32.74529569892477,0
33,1,1,29,32,0,18.586206896551722,29,0,28,37.747743888508126,0.6203304597701147,46.70138888888891,1013.1944444444466,34.93773946360161,0
34,1,0,29,33,0,19.551724137931036,29,0,29,37.70313713398201,0.6210488505747125,46.63194444444446,1013.4722222222239,34.94731800766289,0
35,1,1,30,34,0,19.866666666666667,30,0,29,37.76586933474692,0.6201388888888888,46.438172043010766,1014.2473118279582,33.80824372759861,0
36,1,1,30,35,0,20.833333333333332,30,0,29,37.74871913784728,0.6204861111111111,46.40456989247313,1014.3817204301083,33.81272401433694,0
37,1,0,30,36,0,21.8,30,0,30,37.72329314608728,0.6208333333333332,46.370967741935495,1014.5161290322593,33.81720430107531,0
38,3,2,33,37,0,20.727272727272727,33,0,31,37.82220247419367,0.6196338383838383,45.74142156862745,1017.0343137254904,30.819221628045163,0
39,0,0,31,38,1,23.06451612903226,31,0,31,37.74215177159464,0.6206317204301075,46.12630208333334,1015.4947916666681,32.757896505376394,0
40,0,0,31,39,2,24.06451612903226,31,0,31,37.74215177159464,0.6206317204301075,46.12630208333334,1015.4947916666681,32.757896505376394,0
41,3,4,34,40,0,22.852941176470587,34,0,30,37.72333606110204,0.6207107843137255,45.416666666666664,1018.3333333333326,29.95098039215684,0
42,1,0,31,41,0,24.129032258064516,31,0,31,37.535763088222744,0.6229838709677418,45.89843750000001,1016.406250000001,32.787298387096804,0
43,1,0,32,42,0,24.34375,32,0,32,37.559472094658865,0.6227213541666666,45.67550505050505,1017.2979797979801,31.79056186868688,0
44,1,1,33,43,0,24.575757575757574,33,0,32,37.55252838287801,0.622790404040404,45.435049019607845,1018.2598039215691,30.856357694593,0
45,1,0,33,44,0,25.515151515151516,33,0,33,37.52356598475731,0.6231060606060606,45.404411764705884,1018.3823529411768,30.860071301247782,0
46,0,0,33,45,1,26.515151515151516,33,0,33,37.52356598475731,0.6231060606060606,45.404411764705884,1018.3823529411768,30.860071301247782,0
47,1,1,34,46,0,26.705882352941178,34,0,33,37.518005917620485,0.6231617647058822,45.17857142857143,1019.285714285715,29.97899159663868,0
48,3,1,36,47,0,25.22222222222222,36,0,35,37.23022738961132,0.6255787037037037,44.53828828828829,1021.8468468468477,28.384634634634658,0
49,0,1,35,48,1,26.65714285714286,35,0,34,37.20354471268277,0.625892857142857,44.70486111111112,1021.1805555555565,29.17658730158733,0
50,0,0,34,49,2,28.08823529411765,34,0,34,37.175299424482795,0.6262254901960783,44.880952380952394,1020.4761904761926,30.01400560224096,0
51,2,1,36,50,0,27.47222222222222,36,0,35,37.15021482868787,0.6264467592592592,44.45382882882884,1022.1846846846869,28.39401901901908,0
52,0,1,35,51,1,29.257142857142856,35,0,34,37.14601038715767,0.6264880952380951,44.64699074074075,1021.4120370370383,29.183201058201096,0
53,0,0,34,52,2,30.58823529411765,34,0,34,37.11657336132494,0.6268382352941175,44.821428571428584,1020.7142857142873,30.02100840336139,0
54,0,0,34,53,3,31.58823529411765,34,0,34,37.11657336132494,0.6268382352941175,44.821428571428584,1020.7142857142873,30.02100840336139,0
55,1,0,35,54,0,31.65714285714286,35,0,35,37.08944620671427,0.6270833333333332,44.58912037037038,1021.6435185185198,29.189814814814852,0
56,0,0,35,55,1,32.65714285714286,35,0,35,37.08944620671427,0.6270833333333332,44.58912037037038,1021.6435185185198,29.189814814814852,0
57,0,0,35,56,2,33.65714285714286,35,0,35,37.08944620671427,0.6270833333333332,44.58912037037038,1021.6435185185198,29.189814814814852,0
58,0,0,35,57,3,34.65714285714286,35,0,35,37.08944620671427,0.6270833333333332,44.58912037037038,1021.6435185185198,29.189814814814852,0
59,1,2,36,58,0,34.666666666666664,36,0,34,37.11835389586544,0.626736111111111,44.425675675675684,1022.2972972972987,28.397147147147184,0
60,1,0,35,59,0,35.714285714285715,35,0,35,36.945254406824425,0.6282738095238094,44.47337962962964,1022.1064814814836,29.203042328042386,0
61,0,0,35,60,1,36.714285714285715,35,0,35,36.945254406824425,0.6282738095238094,44.47337962962964,1022.1064814814836,29.203042328042386,0
