period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,25,40,0,0,0.0,35,5,15,45.72938835027981,0.5172619047619045,55.266203703703724,978.9351851851883,27.969576719576807,0
2,35,35,50,1,0,0.3,41,9,15,44.52735225179974,0.5292174796747966,53.100198412698425,987.5992063492087,24.087785520712405,0
3,33,29,48,2,0,0.5,39,9,19,42.4307585882844,0.5579594017094017,50.598958333333336,997.6041666666674,25.579594017094035,0
4,16,15,35,3,0,1.0857142857142856,35,0,20,41.99429641239987,0.563392857142857,50.78125,996.8750000000001,28.48214285714286,0
5,21,18,41,4,0,1.3658536585365855,41,0,23,41.56891374645283,0.5665650406504066,49.45436507936508,1002.1825396825406,24.443476577622942,0
6,14,13,37,5,0,2.135135135135135,37,0,24,40.75554949053859,0.5788288288288288,48.90350877192982,1004.3859649122799,27.145566619250808,0
7,10,9,34,6,0,2.6470588235294117,34,0,25,40.22009229676965,0.589154411764706,48.48214285714285,1006.0714285714268,29.590336134453732,0
8,12,11,37,7,0,2.864864864864865,37,0,26,40.014758076198746,0.5912162162162162,47.69736842105262,1009.2105263157888,27.275960170696994,0
9,2,2,28,8,0,4.607142857142857,28,0,26,39.5463546139899,0.5989583333333334,49.06609195402298,1003.7356321839068,35.84770114942524,0
10,4,2,30,9,0,4.633333333333334,30,0,28,39.45088152798185,0.5996527777777778,48.42069892473118,1006.3172043010741,33.5439068100358,0
11,3,2,31,10,0,5.387096774193548,31,0,29,39.43998470948013,0.600470430107527,48.07942708333333,1007.6822916666658,32.50588037634406,0
12,6,5,35,11,0,5.6,35,0,30,39.19290194060011,0.6020833333333333,47.01967592592593,1011.9212962962968,28.91203703703705,0
13,4,3,34,12,0,6.382352941176471,34,0,31,38.5406871963642,0.6066176470588236,46.78571428571428,1012.8571428571418,29.789915966386523,0
14,2,1,33,13,0,7.424242424242424,33,0,32,38.36973620522747,0.6085858585858586,46.81372549019607,1012.7450980392148,30.68924539512772,0
15,1,4,33,14,0,8.06060606060606,33,0,29,38.354885057471265,0.6089015151515151,46.783088235294116,1012.8676470588232,30.692959001782523,0
16,1,2,30,15,0,9.2,30,0,28,38.20654342332759,0.6107638888888889,47.34543010752688,1010.6182795698921,33.68727598566307,0
17,5,4,33,16,0,8.666666666666666,33,0,29,38.30024494980041,0.6095328282828283,46.72181372549019,1013.1127450980387,30.70038621509208,0
18,6,8,35,17,0,8.571428571428571,35,0,27,38.23661477933631,0.6098214285714286,46.2673611111111,1014.9305555555538,28.998015873015824,0
19,0,0,27,18,1,11.592592592592593,27,0,27,37.878885691800704,0.6145833333333334,47.879464285714285,1008.4821428571427,37.35119047619047,0
20,0,0,27,19,2,12.592592592592593,27,0,27,37.878885691800704,0.6145833333333334,47.879464285714285,1008.4821428571427,37.35119047619047,0
21,2,2,29,20,0,12.655172413793103,29,0,27,38.00751535148015,0.612787356321839,47.43055555555556,1010.2777777777776,34.83716475095785,0
22,3,2,30,21,0,13.133333333333333,30,0,28,37.89961919943323,0.6138888888888889,47.04301075268817,1011.8279569892467,33.727598566308224,0
23,4,3,32,22,0,13.1875,32,0,29,37.79461803394332,0.6149088541666667,46.433080808080796,1014.2676767676753,31.695864898989853,0
24,1,2,30,23,0,14.433333333333334,30,0,28,37.66144727530079,0.6166666666666667,46.77419354838709,1012.9032258064503,33.76344086021501,0
25,1,0,29,24,0,14.310344827586206,29,0,29,37.53186005577654,0.6188936781609196,46.84027777777777,1012.6388888888881,34.9185823754789,0
26,2,2,31,25,0,14.32258064516129,31,0,29,37.61190797073546,0.617943548387097,46.386718749999986,1014.4531249999984,32.724294354838655,0
27,2,2,31,26,0,15.258064516129032,31,0,29,37.45683664742356,0.6192876344086022,46.25651041666666,1014.9739583333321,32.741095430107485,0
28,2,0,31,27,0,15.451612903225806,31,0,31,37.32478632478633,0.6209677419354838,46.09375,1015.625,32.76209677419355,0
29,0,3,31,28,1,16.451612903225808,31,0,28,37.32478632478633,0.6209677419354838,46.09375,1015.625,32.76209677419355,0
30,1,1,29,29,0,15.862068965517242,29,0,28,37.07032319912353,0.6228448275862069,46.45833333333334,1014.1666666666677,34.971264367816126,1
31,2,2,30,30,0,16.266666666666666,30,0,28,37.11985787429381,0.6222222222222221,46.23655913978495,1015.0537634408607,33.83512544802869,0
32,0,2,28,31,4,18.428571428571427,28,0,26,37.000508058036765,0.6238839285714285,46.6594827586207,1013.362068965518,36.19150246305421,0
33,1,0,27,32,0,18.814814814814813,27,0,27,36.908676218466816,0.6253858024691357,46.83779761904762,1012.6488095238095,37.5055114638448,0
34,2,3,29,33,0,18.448275862068964,29,0,26,37.0384948886455,0.6235632183908046,46.38888888888889,1014.4444444444445,34.980842911877396,0
35,3,3,29,34,0,19.310344827586206,29,0,26,37.02301505817933,0.6239224137931034,46.35416666666667,1014.5833333333338,34.985632183908066,0
