period,mktsize,meanmktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,avgmagtechshock
57,4,4,0,0,25,0.0,0.0,1.0,25,900,600,300,0.6666666666666666,12,6,6,424.7823165884457,0.47458333333333336,0.13610195834628547,0.2593026019857743,132893.2574169956,5390.141148915218,138283.39856591081,55,7,35.08,25,0,21,31.277846855248157,0.6808333333333334,42.227564102564116,1031.089743589745,41.2435897435898,0.0
58,4,4,0,0,25,0.0,0.0,1.0,25,850,600,250,0.7058823529411765,11,6,5,424.1607999183755,0.4747222222222222,0.1338181818181814,0.25920937772789654,132934.5703125003,5427.126736111156,138361.69704861144,56,8,36.08,25,0,21,31.25210437710437,0.68125,42.18750000000002,1031.2500000000023,41.25000000000009,0.0
59,4,4,0,0,25,0.0,0.0,1.0,25,750,600,150,0.8,9,6,3,424.1794041518323,0.47479166666666667,0.13444375388439989,0.25950747577197664,132975.88962853397,5531.12672583828,138507.01635437226,57,9,37.08,25,0,23,31.209861197431113,0.6816666666666666,42.147435897435905,1031.4102564102573,41.25641025641029,0.0
60,4,4,0,0,25,0.0,0.0,1.0,25,350,200,150,0.5714285714285714,5,2,3,424.18494388157967,0.4749305555555556,0.13474599968929613,0.25979814307951776,133017.2153650972,5934.7800069855675,138951.99537208275,58,10,38.08,25,0,22,31.167954792605247,0.6820833333333334,42.10737179487181,1031.5705128205145,41.26282051282058,0.0
61,4,4,0,0,25,0.0,0.0,1.0,25,1100,900,200,0.8181818181818182,13,9,4,425.1012692411558,0.4752083333333333,0.13920496894409906,0.261226352472619,133141.23109796207,5219.701265614762,138360.93236357684,59,11,39.08,25,0,22,31.019021739130437,0.6833333333333333,41.9871794871795,1032.0512820512836,41.28205128205134,0.0
62,4,4,1,0,26,0.038461538461538464,0.0,1.0,26,800,600,200,0.75,10,6,4,409.22477166406765,0.47374999999999995,0.13949483352468417,0.254814681240637,133631.73487273286,4937.08323807347,138568.81811080634,60,0,38.53846153846154,26,0,24,30.934390547263682,0.6842948717948718,41.51234567901235,1033.950617283951,39.767331433998116,0.0
63,4,4,0,0,26,0.0,0.0,1.0,26,700,400,300,0.5714285714285714,10,4,6,407.43727002482194,0.4736217948717949,0.1332552854486606,0.2542499612389532,133711.526920439,4995.811899862838,138707.33882030184,61,1,39.53846153846154,26,0,21,30.900290957923005,0.6850961538461539,41.43518518518519,1034.2592592592598,39.7792022792023,0.0
64,4,4,0,0,26,0.0,0.0,1.0,26,1000,800,200,0.8,12,8,4,407.0987793342643,0.47339743589743594,0.1327310273618998,0.2548643618521236,133831.2596450618,4696.508487654333,138527.76813271613,62,2,40.53846153846154,26,0,21,30.78859060402684,0.6862980769230769,41.31944444444445,1034.7222222222229,39.79700854700857,0.0
65,4,4,0,0,26,0.0,0.0,1.0,26,950,600,350,0.631578947368421,13,6,7,407.9448030440249,0.4725320512820513,0.13623228292280087,0.25622600550742713,133951.045953361,4778.926611797009,138729.972565158,63,3,41.53846153846154,26,0,21,30.646243291592114,0.6875,41.20370370370372,1035.1851851851868,39.81481481481488,0.0
66,4,4,0,0,26,0.0,0.0,1.0,26,1100,800,300,0.7272727272727273,14,8,6,405.65152482219366,0.4728205128205128,0.1297883555443513,0.25617485288159814,134150.8088753621,4583.696035284273,138734.50491064638,64,4,42.53846153846154,26,0,21,30.50486618004866,0.6895032051282051,41.01080246913581,1035.9567901234577,39.844491927825295,0.0
