period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,24,40,0,0,0.0,37,3,16,46.39688467420089,0.5160472972972971,55.01644736842106,979.9342105263175,26.484708392603178,0
2,37,35,53,1,0,0.3018867924528302,45,8,18,44.57717794394796,0.5384259259259261,51.67572463768115,993.2971014492739,22.073268921094975,0
3,28,26,46,2,0,0.6086956521739131,41,5,20,44.576602147310865,0.5398882113821137,52.05853174603175,991.7658730158731,24.189411536972514,0
4,20,17,40,3,0,1.2,39,1,23,43.45006188334554,0.5536858974358976,51.01562499999999,995.9374999999993,25.536858974358957,0
5,18,18,41,4,0,1.6097560975609757,41,0,23,43.40160542866602,0.5584349593495936,50.24801587301586,999.0079365079341,24.366047231900833,0
6,12,7,35,5,0,2.5142857142857142,35,0,28,42.47752250164178,0.5681547619047618,50.318287037037045,998.7268518518528,28.535052910052936,0
7,7,6,35,6,0,3.3142857142857145,35,0,29,42.030178722748666,0.575595238095238,49.594907407407405,1001.6203703703698,28.61772486772485,0
8,7,10,36,7,0,3.5277777777777777,36,0,26,41.415975103734425,0.5801504629629629,48.95833333333334,1004.1666666666681,27.893518518518558,0
9,3,1,29,8,0,4.172413793103448,29,0,28,40.89116673610147,0.5865660919540231,49.965277777777764,1000.1388888888875,34.48754789272026,0
10,6,5,34,9,0,4.382352941176471,34,0,29,40.60860259596793,0.5885416666666669,48.54166666666665,1005.8333333333314,29.58333333333328,0
11,3,6,32,10,0,5.40625,32,0,26,40.381634619412665,0.5901692708333335,48.8320707070707,1004.6717171717162,31.39599116161613,0
12,2,0,28,11,0,5.785714285714286,28,0,28,39.96095429144577,0.5963541666666666,49.31752873563219,1002.7298850574713,35.8117816091954,0
13,4,2,32,12,0,5.9375,32,0,30,40.03987916039471,0.5950520833333334,48.358585858585855,1006.565656565656,31.45517676767675,0
14,4,2,34,13,0,6.470588235294118,34,0,32,39.947726110389866,0.5958946078431373,47.82738095238095,1008.6904761904761,29.66736694677871,0
15,4,6,36,14,0,7.0,36,0,30,39.83121657754012,0.5972222222222222,47.2972972972973,1010.8108108108108,28.07807807807808,0
16,0,0,30,15,1,8.066666666666666,30,0,30,39.574154428126405,0.6006944444444444,48.31989247311828,1006.7204301075269,33.5573476702509,0
17,0,2,30,16,2,9.066666666666666,30,0,28,39.574154428126405,0.6006944444444444,48.31989247311828,1006.7204301075269,33.5573476702509,0
18,7,6,35,17,0,8.0,35,0,29,39.48131197559113,0.601190476190476,47.10648148148149,1011.5740740740755,28.902116402116445,0
19,1,1,30,18,0,9.5,30,0,29,39.2258809936453,0.6045138888888888,47.950268817204304,1008.1989247311828,33.606630824372765,0
20,2,2,31,19,0,9.548387096774194,31,0,29,39.265053763440854,0.6041666666666666,47.72135416666667,1009.1145833333344,32.552083333333364,0
21,2,0,31,20,0,10.483870967741936,31,0,31,39.049809849168476,0.606518817204301,47.493489583333336,1010.0260416666673,32.58148521505378,0
22,5,2,36,21,0,9.88888888888889,34,2,34,39.754070088300196,0.5906862745098038,48.333333333333336,1006.6666666666672,29.607843137254918,8
23,2,2,36,22,0,10.583333333333334,34,2,34,39.715542031040755,0.5925245098039216,48.154761904761905,1007.380952380952,29.628851540616235,0
24,2,6,36,23,0,11.416666666666666,34,2,30,39.6948086463501,0.59375,48.035714285714285,1007.8571428571429,29.642857142857142,0
25,4,3,34,24,0,11.0,33,1,31,39.59651257096512,0.5946969696969696,48.16176470588236,1007.3529411764719,30.525846702317327,0
26,3,3,34,25,0,11.382352941176471,34,0,31,39.566855546373894,0.595281862745098,47.886904761904766,1008.4523809523816,29.660364145658285,0
27,6,7,37,26,0,10.972972972972974,37,0,30,39.118075867547766,0.5988175675675675,46.95723684210527,1012.1710526315795,27.355974395448094,0
28,1,1,31,27,0,13.225806451612904,31,0,30,39.318287487565414,0.5897177419354838,49.12109375,1003.5156249999999,32.371471774193544,5
29,3,4,33,28,0,13.181818181818182,33,0,29,39.3877509550516,0.5890151515151515,48.713235294117645,1005.1470588235294,30.459001782531193,0
30,5,6,34,29,0,12.911764705882353,34,0,28,39.41767246479707,0.5891544117647058,48.482142857142854,1006.0714285714283,29.590336134453775,0
31,6,9,34,30,0,13.117647058823529,34,0,25,39.41526693478432,0.5900735294117647,48.39285714285714,1006.4285714285709,29.60084033613444,0
32,5,5,30,31,0,14.2,30,0,25,39.78822845386645,0.5878472222222222,49.56317204301076,1001.7473118279577,33.39157706093192,6
33,7,5,32,32,0,13.34375,31,1,27,39.669778699861666,0.5913978494623656,48.958333333333336,1004.1666666666673,32.39247311827959,0
34,3,2,30,33,0,14.766666666666667,30,0,28,39.449185631414565,0.59375,48.991935483870975,1004.0322580645169,33.46774193548389,0
35,5,3,33,34,0,14.272727272727273,32,1,30,39.425065814215856,0.5966796875,48.200757575757585,1007.1969696969712,31.47490530303035,0
36,5,4,35,35,0,14.314285714285715,34,1,31,39.19574785820951,0.5986519607843136,47.55952380952382,1009.7619047619063,29.698879551820774,0
37,3,3,34,36,0,15.647058823529411,33,1,31,38.77213731198447,0.6022727272727272,47.4264705882353,1010.2941176470595,30.614973262032105,0
38,3,4,34,37,0,15.794117647058824,34,0,30,38.83450123660346,0.6014093137254901,47.29166666666668,1010.8333333333353,29.730392156862802,0
39,1,2,31,38,0,18.193548387096776,31,0,29,39.28923948220065,0.595766129032258,48.53515625,1005.8593750000001,32.44707661290323,2
40,3,1,32,39,0,17.5,32,0,31,38.814210899682855,0.6002604166666665,47.853535353535364,1008.5858585858599,31.518308080808122,0
41,1,1,32,40,0,18.25,32,0,31,38.80022530980099,0.6005859375,47.8219696969697,1008.7121212121216,31.5222537878788,0
42,1,2,32,41,0,19.21875,32,0,30,38.54127579737335,0.6025390624999998,47.63257575757577,1009.4696969696993,31.545928030303102,0
43,0,0,30,42,1,20.0,30,0,30,38.41253443526169,0.6048611111111108,47.916666666666686,1008.3333333333358,33.61111111111119,0
44,3,3,33,43,0,19.09090909090909,33,0,30,38.54116143244009,0.6032196969696968,47.33455882352943,1010.6617647058841,30.62611408199649,0
45,3,1,33,44,0,20.0,33,0,32,38.38766359670383,0.6047979797979797,47.18137254901962,1011.2745098039231,30.6446821152704,0
46,2,1,34,45,0,20.352941176470587,33,1,33,38.22402387867055,0.6085858585858583,46.81372549019609,1012.7450980392172,30.68924539512779,0
47,2,1,35,46,0,20.37142857142857,34,1,34,38.16998356228721,0.609375,46.517857142857146,1013.9285714285717,29.82142857142858,0
48,3,5,37,47,0,20.18918918918919,36,1,32,38.198218180473916,0.609085648148148,46.14301801801803,1015.4279279279301,28.20633133133139,0
49,2,3,34,48,0,22.41176470588235,33,1,31,38.17747398983791,0.6092171717171716,46.75245098039217,1012.9901960784326,30.696672608437353,0
50,4,0,35,49,0,21.857142857142858,33,2,35,39.50529398627523,0.5912247474747476,48.49877450980391,1006.0049019607827,30.484997029114627,6
