period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,24,40,0,0,0.0,32,8,16,46.273223158349545,0.5113932291666667,56.47095959595959,974.116161616161,30.44113005050503,0
2,36,33,52,1,0,0.3076923076923077,45,7,19,44.78919239904991,0.5337962962962963,52.12862318840579,991.4855072463752,22.03301127214167,0
3,25,22,44,2,0,0.7272727272727273,44,0,22,43.654060842869136,0.5447443181818181,51.18055555555556,995.2777777777777,22.619949494949495,0
4,23,21,45,3,0,1.0888888888888888,45,0,24,43.18799854967367,0.5537037037037036,50.18115942028986,999.2753623188413,22.206119162640917,0
5,12,10,36,4,0,1.9722222222222223,36,0,26,42.35884372888991,0.5700231481481479,49.94369369369372,1000.2252252252285,27.784034034034125,0
6,10,14,36,5,0,2.25,36,0,22,42.061595832396385,0.5734953703703702,49.60585585585588,1001.5765765765798,27.82157157157166,0
7,15,16,37,6,0,2.4864864864864864,37,0,21,41.24729141629339,0.5768581081081079,49.095394736842124,1003.6184210526344,27.12482219061174,0
8,9,6,30,7,0,3.066666666666667,30,0,24,40.615910413030825,0.5864583333333333,49.69758064516129,1001.2096774193546,33.37365591397849,0
9,11,7,35,8,0,3.3142857142857145,35,0,28,39.83326161790015,0.59375,47.82986111111111,1008.6805555555557,28.819444444444446,0
10,2,0,30,9,0,4.6,30,0,30,39.391941514220875,0.6003472222222221,48.353494623655926,1006.5860215053777,33.55286738351259,0
11,4,5,34,10,0,4.9411764705882355,34,0,29,39.31288530254839,0.6007965686274508,47.351190476190496,1010.5952380952408,29.723389355742377,0
12,1,0,30,11,0,5.666666666666667,30,0,30,39.04958677685952,0.6048611111111111,47.91666666666668,1008.3333333333345,33.61111111111115,0
13,2,2,32,12,0,6.25,32,0,30,39.020453220028344,0.6048177083333333,47.41161616161617,1010.3535353535367,31.573547979798022,0
14,3,4,33,13,0,6.7272727272727275,33,0,29,38.875262435400536,0.606060606060606,47.05882352941177,1011.7647058823534,30.659536541889498,0
15,3,0,32,14,0,7.375,32,0,32,38.62341443127469,0.6090494791666667,47.00126262626262,1011.994949494949,31.624842171717155,0
16,0,2,32,15,1,8.375,32,0,30,38.62341443127469,0.6090494791666667,47.00126262626262,1011.994949494949,31.624842171717155,0
17,1,1,31,16,0,8.774193548387096,31,0,30,38.55132166151735,0.6102150537634409,47.135416666666664,1011.4583333333328,32.627688172042994,0
18,3,3,33,17,0,9.151515151515152,33,0,30,38.586014352523804,0.6098484848484849,46.69117647058823,1013.2352941176465,30.704099821746865,0
19,1,0,31,18,0,10.064516129032258,31,0,31,38.47973769999572,0.61122311827957,47.03776041666666,1011.8489583333321,32.64028897849458,0
20,1,1,32,19,0,10.71875,32,0,31,38.522963424771405,0.6106770833333334,46.84343434343434,1012.6262626262621,31.64457070707069,0
21,0,0,31,20,2,12.064516129032258,31,0,31,38.47973769999572,0.61122311827957,47.03776041666666,1011.8489583333321,32.64028897849458,0
22,4,2,35,21,0,11.571428571428571,35,0,33,38.53762873864629,0.6104166666666666,46.20949074074074,1015.162037037037,29.004629629629626,0
23,2,2,35,22,0,12.514285714285714,35,0,33,38.49749705535926,0.6110119047619047,46.151620370370374,1015.3935185185186,29.01124338624339,0
24,1,4,34,23,0,13.852941176470589,34,0,30,38.41275659824047,0.6118259803921569,46.2797619047619,1014.8809523809515,29.849439775910337,0
25,1,2,31,24,0,15.0,31,0,29,38.151242502142225,0.6142473118279571,46.74479166666666,1013.0208333333323,32.67809139784943,0
26,0,0,29,25,1,15.379310344827585,29,0,29,38.01825919824273,0.6163793103448276,47.08333333333333,1011.6666666666657,34.88505747126433,0
27,0,0,29,26,2,16.379310344827587,29,0,29,38.01825919824273,0.6163793103448276,47.08333333333333,1011.6666666666657,34.88505747126433,0
28,0,0,29,27,3,17.379310344827587,29,0,29,38.01825919824273,0.6163793103448276,47.08333333333333,1011.6666666666657,34.88505747126433,0
29,1,1,30,28,0,17.766666666666666,30,0,29,38.0744170096022,0.6156250000000001,46.87499999999999,1012.499999999999,33.749999999999964,0
30,3,2,32,29,0,17.5625,32,0,30,38.054276588684246,0.6158854166666667,46.33838383838383,1014.646464646463,31.707702020201967,0
31,5,4,35,30,0,16.914285714285715,35,0,31,38.13187725289322,0.6145833333333334,45.804398148148145,1016.782407407407,29.050925925925917,0
32,0,0,31,31,1,20.096774193548388,31,0,31,37.957969525766146,0.6169354838709677,46.48437499999999,1014.0624999999992,32.71169354838707,0
33,4,3,35,32,0,18.685714285714287,35,0,32,38.05663025337581,0.6154761904761905,45.71759259259259,1017.1296296296289,29.06084656084654,0
34,2,1,34,33,0,20.176470588235293,34,0,33,37.94608015296963,0.6170343137254903,45.77380952380951,1016.9047619047602,29.908963585434122,0
35,4,5,37,34,0,18.91891891891892,37,0,32,37.82026293149802,0.6179617117117118,45.09320175438596,1019.6271929824554,27.557491702228525,0
36,1,1,33,35,0,21.12121212121212,33,0,32,37.71742186872336,0.6193181818181819,45.77205882352941,1016.9117647058829,30.81550802139039,0
37,2,4,34,36,0,20.735294117647058,34,0,30,37.73077747884745,0.6191789215686274,45.56547619047618,1017.738095238094,29.933473389355708,0
38,1,1,31,37,0,22.032258064516128,31,0,30,38.60135949062122,0.603494623655914,47.786458333333336,1008.8541666666672,32.54368279569894,6
39,0,0,30,38,1,22.833333333333332,30,0,30,38.55166133617626,0.6055555555555556,47.84946236559139,1008.6021505376337,33.62007168458779,0
