period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,27,40,0,0,0.0,35,5,13,47.185325743200536,0.5095238095238095,56.01851851851852,975.9259259259259,27.883597883597883,0
2,39,34,52,1,0,0.25,36,16,18,43.37795930716285,0.5503472222222221,51.85810810810812,992.5675675675693,27.57132132132137,0
3,27,24,45,2,0,0.5777777777777777,45,0,21,42.84062651625425,0.5444444444444443,51.08695652173914,995.6521739130451,22.125603864734334,0
4,20,20,41,3,0,1.0975609756097562,41,0,21,42.46922841649307,0.5612296747967478,49.975198412698425,1000.0992063492083,24.392663569492886,0
5,9,8,30,4,0,1.9666666666666666,30,0,22,41.76485482781904,0.5711805555555556,51.17607526881719,995.2956989247299,33.176523297490995,0
6,10,8,32,5,0,2.53125,32,0,24,41.37393216344737,0.5784505208333335,49.96843434343434,1000.1262626262619,31.253945707070685,0
7,6,8,30,6,0,3.5,30,0,22,40.782480755460085,0.586111111111111,49.73118279569893,1001.0752688172047,33.36917562724015,0
8,9,8,31,7,0,3.064516129032258,31,0,23,40.34267912772584,0.5887096774193548,49.21875,1003.1250000000001,32.358870967741936,0
9,12,9,35,8,0,3.3142857142857145,35,0,26,40.057231278460186,0.5925595238095238,47.945601851851855,1008.2175925925928,28.806216931216937,0
10,8,8,34,9,0,4.176470588235294,34,0,26,39.98730514879546,0.5943627450980391,47.97619047619048,1008.095238095239,29.649859943977617,0
11,6,5,32,10,0,5.25,32,0,27,39.729252808754126,0.5979817708333333,48.074494949494955,1007.7020202020208,31.49068813131315,0
12,4,2,31,11,0,6.161290322580645,31,0,29,39.43698347107438,0.6021505376344086,47.916666666666664,1008.333333333333,32.5268817204301,0
13,4,2,33,12,0,6.666666666666667,33,0,31,39.21414141414141,0.6041666666666667,47.24264705882352,1011.029411764705,30.637254901960755,0
14,4,5,35,13,0,7.171428571428572,35,0,30,39.25754458161865,0.6035714285714285,46.87500000000001,1012.5000000000009,28.928571428571455,0
15,1,0,31,14,0,8.806451612903226,31,0,31,39.0620298732001,0.6058467741935485,47.558593749999986,1009.7656249999984,32.5730846774193,0
16,4,6,35,15,0,8.685714285714285,35,0,29,39.17230887898524,0.6044642857142857,46.78819444444445,1012.8472222222229,28.93849206349208,0
17,0,0,29,16,1,10.137931034482758,29,0,29,38.88965390617828,0.608477011494253,47.8472222222222,1008.6111111111088,34.779693486589956,0
18,2,3,31,17,0,10.419354838709678,31,0,28,38.90803487073779,0.608198924731183,47.33072916666664,1010.6770833333301,32.60248655913968,0
