period,entries,exits,firms,maxage,minage,avgage,actfirms,inactfirms,surviv,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,40,24,40,0,0,0.0,36,4,16,47.41906440181804,0.5040509259259258,56.36261261261262,974.5495495495511,27.070820820820863,0
2,36,33,52,1,0,0.3076923076923077,42,10,19,45.06683160232542,0.53125,52.76162790697674,988.9534883720927,23.54651162790697,0
3,28,25,47,2,0,0.6170212765957447,40,7,22,43.90932125307127,0.54375,51.829268292682926,992.6829268292678,24.817073170731696,0
4,16,15,38,3,0,1.236842105263158,38,0,23,42.89452064580655,0.5581140350877194,50.747863247863236,997.0085470085452,26.23706702654066,0
5,11,11,34,4,0,1.8823529411764706,34,0,23,42.550851843006136,0.5655637254901961,50.773809523809526,996.9047619047622,29.320728291316534,0
6,10,7,33,5,0,2.393939393939394,33,0,26,41.864325406553895,0.5751262626262625,50.06127450980392,999.7549019607843,30.295603089720736,0
7,6,4,32,6,0,3.28125,32,0,28,41.560382203140136,0.5777994791666666,50.03156565656566,999.8737373737378,31.246054292929305,0
8,11,13,39,7,0,3.3076923076923075,39,0,26,41.18894867549669,0.5811965811965811,48.33333333333334,1006.666666666668,25.811965811965845,0
9,9,8,35,8,0,3.6,35,0,27,40.87534530386743,0.5857142857142857,48.6111111111111,1005.5555555555536,28.730158730158674,0
10,3,3,30,9,0,4.966666666666667,30,0,27,40.40589272954626,0.5916666666666666,49.19354838709678,1003.2258064516138,33.440860215053796,0
11,4,1,31,10,0,5.290322580645161,31,0,30,39.97281201450026,0.5954301075268815,48.56770833333335,1005.7291666666683,32.44287634408607,0
12,4,6,34,11,0,5.705882352941177,34,0,28,39.95514636449483,0.5955882352941175,47.85714285714287,1008.5714285714296,29.663865546218517,0
13,5,3,33,12,0,5.454545454545454,33,0,30,39.61735984618498,0.5994318181818181,47.702205882352956,1009.1911764705901,30.581550802139095,0
14,4,5,34,13,0,6.176470588235294,34,0,29,39.36629389837157,0.6026348039215685,47.17261904761906,1011.3095238095257,29.744397759103695,0
15,3,1,32,14,0,6.59375,32,0,31,39.19910241992587,0.6051432291666665,47.38005050505051,1010.4797979797988,31.577493686868713,0
16,4,3,35,15,0,6.914285714285715,35,0,32,38.910097233321906,0.6068452380952379,46.556712962962976,1013.7731481481503,28.964947089947152,0
17,1,1,33,16,0,8.151515151515152,33,0,32,38.820301783264746,0.6079545454545454,46.87500000000001,1012.500000000001,30.681818181818212,0
18,2,1,34,17,0,8.470588235294118,34,0,33,38.76247798003524,0.6087622549019608,46.577380952380956,1013.6904761904764,29.81442577030813,0
19,4,5,37,18,0,8.675675675675675,37,0,32,38.78114319122146,0.6083896396396395,46.02521929824563,1015.8991228070201,27.456733048838384,0
20,2,2,34,19,0,9.735294117647058,34,0,32,38.67887610550207,0.6096813725490196,46.488095238095234,1014.0476190476181,29.82492997198877,0
21,1,0,33,20,0,11.0,33,0,33,38.640681057765946,0.6101641414141414,46.66053921568627,1013.3578431372543,30.707813428401646,0
22,3,8,36,21,0,11.0,36,0,28,38.568453040715276,0.6105324074074074,46.002252252252255,1015.9909909909912,28.22197197197198,0
23,2,0,30,22,0,11.766666666666667,30,0,30,38.2891707619427,0.6142361111111112,47.00940860215052,1011.9623655913961,33.73207885304654,0
24,1,1,31,23,0,12.35483870967742,31,0,30,38.288346186803764,0.6142473118279572,46.74479166666665,1013.0208333333316,32.67809139784941,0
25,0,0,30,24,1,13.166666666666666,30,0,30,38.23695392378172,0.6149305555555556,46.94220430107526,1012.2311827956976,33.74103942652325,0
26,1,0,31,25,0,13.709677419354838,31,0,31,38.2009133153454,0.6152553763440862,46.64713541666665,1013.4114583333318,32.69069220430102,0
27,4,4,35,26,0,13.028571428571428,35,0,31,38.36465451784361,0.6130952380952382,45.949074074074055,1016.2037037037006,29.034391534391446,0
28,1,2,32,27,0,15.21875,32,0,30,38.23109880078012,0.6149088541666669,46.43308080808079,1014.267676767674,31.69586489898981,0
29,3,1,33,28,0,14.969696969696969,33,0,32,38.023723361479696,0.6167929292929295,46.01715686274508,1015.9313725490179,30.785799168152057,0
30,2,1,34,29,0,15.470588235294118,34,0,33,37.97309688243789,0.6173406862745099,45.744047619047606,1017.0238095238071,29.912464985994326,0
31,0,0,33,30,1,16.424242424242426,33,0,33,37.94000462237228,0.6177398989898991,45.925245098039206,1016.2990196078416,30.796939988116414,0
32,0,1,33,31,2,17.424242424242426,33,0,32,37.94000462237228,0.6177398989898991,45.925245098039206,1016.2990196078416,30.796939988116414,0
33,1,0,33,32,0,17.78787878787879,33,0,33,37.79214876863124,0.6190025252525253,45.80269607843137,1016.7892156862738,30.81179441473557,0
34,1,3,34,33,0,18.235294117647058,34,0,31,37.80465216034943,0.6188725490196079,45.59523809523809,1017.6190476190461,29.929971988795472,0
35,1,1,32,34,0,18.65625,32,0,31,37.73893099734924,0.6197916666666666,45.959595959595966,1016.161616161617,31.75505050505053,0
36,1,0,32,35,0,19.625,32,0,32,37.71508883091066,0.6201171875,45.92803030303031,1016.2878787878802,31.758996212121257,0
37,2,2,34,36,0,19.41176470588235,34,0,32,37.7680311890838,0.619485294117647,45.535714285714285,1017.8571428571428,29.936974789915965,0
38,0,1,32,37,2,21.625,32,0,31,37.71508883091066,0.6201171875,45.92803030303031,1016.2878787878802,31.758996212121257,0
39,0,0,31,38,3,22.161290322580644,31,0,31,37.658119658119666,0.6209677419354838,46.09375000000001,1015.6250000000008,32.76209677419357,0
