firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology,mag_tech_shock,deg_tech_div
161681,5000,957,3,42.28515625000001,0.625,37.5,0.01856763925729445,100,1,1,0,135,255,199,191,74063.76483772598,74250.67801574331,-186.91317801732802,-67.18353827171245,23.63283790005223,26.842905949295982,999.3182432346306,1139.4254348268869,5608742120775612350765636730,0,0.43091066919191917
174187,5000,645,2,42.28515625000001,0.5625,43.75,0.0,0,0,0,0,74,156,132,98,79750.04905297815,79950.04905297815,-200.0,-200.0,0,0,0.0,0.0,63531206752008500953950493548,0,0.43091066919191917
177070,5000,573,3,42.28515625000001,0.7291666666666667,27.083333333333332,0.05898699002147279,50,1,0,1,95,148,138,105,24728.680941433387,23837.351313992094,891.329627441293,912.9357250085022,75.07847142397539,77.70314880059358,3174.70489517396,3298.3367850251966,2765835946874158807208955510,0,0.43091066919191917
184193,5000,395,3,42.28515625000001,0.6145833333333333,38.541666666666664,0.014525704180876625,0,0,0,0,56,109,91,74,65629.82582366608,65760.61516048311,-130.78933681702807,-167.21965681754918,18.488274547659927,21.191767854707372,781.7795780406982,899.546395915964,50371669969970931876078780450,0,0.43091066919191917
184282,5000,392,3,42.28515625000001,0.6666666666666667,33.333333333333336,0.03473537956296577,100,1,1,0,71,114,105,80,12544.162869816337,12448.393009460024,95.76986035631222,103.56404354815578,44.21109130962147,43.79632023306185,1869.4729040103614,1859.0625515596569,3054919819196601356401352090,0,0.43091066919191917
184902,5000,377,3,42.28515625000001,0.6041666666666667,39.583333333333336,0.010483769104458774,0,0,0,0,69,113,91,91,3360.15098019179,3524.0986354910347,-163.9476552992444,-155.48257099965986,13.34371119526759,15.540629760118724,564.2409128467643,659.6673570050397,45440858526076438435172781210,0,0.43091066919191917
185390,5000,365,3,42.28515625000001,0.6770833333333333,32.291666666666664,0.03877731463938362,0,0,0,0,47,95,79,63,36475.581451622325,36182.346230878895,293.23522074343276,359.59511991336626,49.35565466201381,55.098596422239105,2087.0115692042955,2338.8206293815037,27341028754395916306318822951,0,0.43091066919191917
185575,5000,360,3,42.28515625000001,0.59375,40.625,0.0064418340280409485,0,0,0,0,68,108,92,84,1124.3468669367453,1310.735000400722,-186.38813346397652,-181.97228081804403,8.199147842875286,9.889491665530114,346.702247652832,419.78831809411685,13219441396151671638858438810,0,0.43091066919191917
185605,5000,359,2,42.28515625000001,0.5729166666666667,42.708333333333336,0.0,50,1,0,1,70,107,107,70,44698.0811337535,44948.0811337535,-250.0,-300.0,0,0,0.0,0.0,47628629655263290149519820520,0,0.43091066919191917
186507,5000,337,3,42.28515625000001,0.6354166666666667,36.458333333333336,0.022609574333712273,50,1,0,1,51,92,77,66,7062.309619801315,7144.628798701459,-82.31917890014401,-5.374215362149499,28.777401252444534,32.49404404388459,1216.856908428563,1379.3044737378098,22519834790004953358168823912,0,0.43091066919191917
188057,5000,298,3,42.28515625000001,0.6354166666666667,36.458333333333336,0.022609574333712273,100,1,1,0,60,86,77,69,12192.196016886113,12324.515195786258,-132.319178900144,-5.374215362149499,28.777401252444534,32.49404404388459,1216.856908428563,1379.3044737378098,42866583098914018909281947149,0,0.43091066919191917
192497,5000,187,3,42.28515625000001,0.6875,31.25,0.04281924971580144,0,0,0,0,45,57,59,43,61511.42534454416,61110.00692309612,401.4184214480366,430.2704646415607,54.500218014406116,60.749734516827715,2304.5502343982275,2578.699668292427,43214758235593215069019769420,0,0.43091066919191917
193169,5000,170,3,42.28515625000001,0.65625,34.375,0.03069344448654795,100,1,1,0,30,63,52,41,8905.776765486633,8896.754425199957,9.022340286676354,68.20831191114024,39.06652795722918,38.14518213847324,1651.9342388164293,1619.183512648734,3224064088637971440536357384,0,0.43091066919191917
194273,5000,143,3,42.28515625000001,0.6770833333333333,32.291666666666664,0.03877731463938362,0,0,0,0,30,51,48,33,20076.694873495646,19783.45965275221,293.23522074343276,259.59511991336626,49.35565466201381,55.098596422239105,2087.0115692042955,2338.8206293815037,8445402276751670955377244,0,0.43091066919191917
194751,5000,131,3,42.28515625000001,0.6666666666666667,33.333333333333336,0.03473537956296577,0,0,0,0,28,49,46,31,16718.129193864017,16522.359333507706,195.76986035631222,250.69297954889754,44.21109130962147,49.44745832765046,1869.4729040103614,2098.9415904705797,338335462553221279135269090,0,0.43091066919191917
195103,5000,122,3,42.28515625000001,0.6666666666666667,33.333333333333336,0.03473537956296577,50,1,0,1,28,51,47,32,3646.3191425528385,3500.5492821965263,145.76986035631222,250.69297954889754,44.21109130962147,49.44745832765046,1869.4729040103614,2098.9415904705797,23413229526811419342982450756,0,0.43091066919191917
195822,5000,104,3,42.28515625000001,0.625,37.5,0.01856763925729445,0,0,0,0,23,38,34,27,12518.534665890775,12605.447843908103,-86.91317801732802,-67.18353827171245,23.63283790005223,26.842905949295982,999.3182432346306,1139.4254348268869,20390708426480740649993867372,0,0.43091066919191917
196057,5000,98,3,42.28515625000001,0.6354166666666667,36.458333333333336,0.022609574333712273,0,0,0,0,17,37,26,28,11865.885496168175,11898.20467506832,-32.31917890014401,-5.374215362149499,28.777401252444534,32.49404404388459,1216.856908428563,1379.3044737378098,23746877674867953769006141876,0,0.43091066919191917
