period,mktsize,meanmktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1893,4.59769430784252,4,0,0,26,0.0,0.0,1.0,26,1200,1000,200,0.8333333333333334,14,10,4,445.2261891271176,0.36407051282051284,0.2255221140858239,0.266535678180951,151907.67925877834,7126.655427106066,159034.33468588442,1014,4,358.7307692307692,26,0,18,31.494822152183694,0.6694711538461539,42.93981481481481,1181.8841501988695,45.45708269995652,0
1894,4.711702838019056,4,0,0,26,0.0,0.0,1.0,26,750,600,150,0.8,9,6,3,444.2925129235369,0.36346153846153845,0.22377412503462923,0.2662558728527384,155721.24916982002,7887.157021850323,163608.40619167034,1015,5,359.7307692307692,26,0,18,31.478528911564638,0.6698717948717949,42.90123456790124,1211.3729827376158,46.591268566831374,0
1895,4.657644809765283,4,0,0,26,0.0,0.0,1.0,26,850,600,250,0.7058823529411765,11,6,5,445.3420139493698,0.36391025641025637,0.22651111264972656,0.26744593378256737,154027.04901926575,7668.943242583619,161695.99226184937,1016,6,360.7307692307692,26,0,19,31.370949594959498,0.6706730769230769,42.82407407407407,1197.834116585469,46.070542945594966,0
1896,4.570108898665016,4,0,0,26,0.0,0.0,1.0,26,1150,1100,50,0.9565217391304348,12,11,1,446.01137274769684,0.36375,0.2281905135512452,0.26812965032541886,151177.60782425382,7135.386478881679,158312.9943031355,1017,7,361.7307692307692,26,0,19,31.31343432828358,0.671073717948718,42.785493827160494,1175.4983035262214,45.21147321254698,0
1897,4.432278821076038,4,0,0,26,0.0,0.0,1.0,26,600,400,200,0.6666666666666666,8,4,4,447.6388729531708,0.36375,0.23185923388352525,0.2696751259010566,146706.21668567054,7334.28109847944,154040.49778414998,1018,8,362.7307692307692,26,0,19,31.190958164642375,0.671875,42.70833333333333,1140.388405006022,43.861092500231614,0
1898,4.134052621414552,4,0,0,26,0.0,0.0,1.0,26,350,200,150,0.5714285714285714,5,2,3,447.638872953171,0.36375,0.23185923388352547,0.2696751259010566,136835.07833109825,6700.54004891833,143535.6183800166,1019,9,363.7307692307692,26,0,19,31.19095816464238,0.671875,42.70833333333333,1063.657289051452,40.909895732748154,0
1899,4.429970713888556,4,1,0,27,0.037037037037037035,0.0,1.0,27,400,200,200,0.5,6,2,4,431.61697242638223,0.36894586894586895,0.2326820034010335,0.2626870958721549,147054.15675750523,6894.213984477806,153948.37074198303,1020,0,351.22222222222223,27,0,19,31.215107325055353,0.6720679012345678,42.336309523809526,1141.4426028419696,42.275651957109986,0
1900,3.939433175129336,4,1,0,28,0.03571428571428571,0.0,1.0,28,900,600,300,0.6666666666666666,12,6,6,418.1232967681771,0.373070987654321,0.2366605701562563,0.25768730793963296,131231.98745983627,4474.23024762936,135706.21770746564,1021,0,339.64285714285717,28,0,17,31.089676686148994,0.6733630952380952,41.882183908045974,1016.8378878045761,36.31563885016343,0
1901,3.5776665090752204,4,0,0,28,0.0,0.0,1.0,28,750,500,250,0.6666666666666666,10,5,5,420.90299822650053,0.3723544973544974,0.24178193815088656,0.25991844942028225,119247.02002105913,3688.2856512878598,122935.30567234699,1022,1,340.64285714285717,28,0,16,30.943064830272668,0.6741071428571428,41.8103448275862,923.716482300024,32.989874367858,0
1902,3.9120906603174923,4,0,0,28,0.0,0.0,1.0,28,600,400,200,0.6666666666666666,8,4,4,419.18244169926163,0.37254739858906527,0.23814657313753185,0.25911458068581156,130429.9778194479,4734.791314627324,135164.76913407524,1023,2,341.64285714285717,28,0,19,30.950062595632204,0.6744791666666667,41.77442528735631,1010.2018590884487,36.07863782458745,0
1903,4.2845552936494995,4,0,0,28,0.0,0.0,1.0,28,650,500,150,0.7692307692307693,8,5,3,417.7765827596282,0.3720789241622575,0.23537651500099366,0.2585037547368093,142887.77550960443,5689.033314105475,148576.8088237099,1024,3,342.64285714285717,28,0,19,30.948945294390356,0.6748511904761905,41.73850574712643,1106.5356523469784,39.519130440963515,0
1904,4.019101237237221,4,0,1,27,0.0,0.03571428571428571,0.9642857142857143,28,850,700,150,0.8235294117647058,10,7,3,413.3279485361762,0.3717206790123457,0.2262137959983206,0.2451497799326184,132436.6090621836,4497.950386951984,136934.5594491356,1025,4,343.64285714285717,28,0,16,32.67221678093373,0.6588541666666667,43.2830459770115,1031.771427533564,36.848979554770146,8
1905,3.684301175055185,4,0,0,27,0.0,0.0,1.0,27,950,700,250,0.7368421052631579,12,7,5,421.6273770793361,0.36514719848053184,0.210892236384705,0.25094098373756335,121525.70958424889,3897.7132359423945,125423.42282019129,1026,6,357.22222222222223,27,0,16,32.32546349942063,0.6635802469135803,43.1547619047619,946.2952125216137,35.04797083413384,0
1906,3.867967169571142,4,0,0,27,0.0,0.0,1.0,27,700,400,300,0.5714285714285714,10,4,6,424.3514215705898,0.3643162393162393,0.21584299598484002,0.2538393049031346,127768.74829148866,4743.769993957618,132512.51828544628,1027,7,358.22222222222223,27,0,16,32.06159236744343,0.6655092592592593,42.96875,994.1884365538327,36.82179394643825,0
1907,3.6567829385513884,4,0,1,26,0.0,0.037037037037037035,0.962962962962963,27,850,700,150,0.8235294117647058,10,7,3,426.63431427891715,0.362832383665717,0.22111855816470305,0.2562400533979283,120932.70615207001,4068.8084326164417,125001.51458468645,1028,8,359.22222222222223,27,0,16,31.847756642075325,0.6670524691358024,42.81994047619048,940.4516538022976,34.83154273341843,0
1908,3.6692421244328584,4,0,0,26,0.0,0.0,1.0,26,500,200,300,0.4,8,2,6,440.30002183325996,0.35548076923076927,0.2161708170262875,0.26358661684411594,121231.6475261053,4975.6594105252425,126207.30693663054,1029,19,373.7307692307692,26,0,17,31.621454299864908,0.6694711538461539,42.93981481481481,943.2160599959925,36.27754076907664,0
1909,3.782739357624112,4,0,0,26,0.0,0.0,1.0,26,700,400,300,0.5714285714285714,10,4,6,441.33769954560466,0.35493589743589743,0.21816418875242394,0.26448511059099916,125019.11056443561,5135.129331149128,130154.23989558475,1030,20,374.7307692307692,26,0,17,31.55449679871949,0.6698717948717949,42.90123456790124,972.5376187965701,37.40529303063731,0
1910,4.034777211498037,4,0,0,26,0.0,0.0,1.0,26,800,500,300,0.625,11,5,6,440.39284389739623,0.3545833333333333,0.2164175659299441,0.26419606701855486,133388.95699525837,5748.708423129856,139137.66541838823,1031,21,375.7307692307692,26,0,17,31.538509627406853,0.6702724358974359,42.86265432098765,1037.4919025707718,39.90353471426045,0
1911,3.7048684762558977,4,0,0,26,0.0,0.0,1.0,26,450,200,250,0.4444444444444444,7,2,5,440.392843897396,0.3545833333333333,0.21641756592994388,0.2641960670185548,122482.23779099406,5138.060205538593,127620.29799653265,1032,22,376.7307692307692,26,0,17,31.538509627406842,0.6702724358974359,42.86265432098765,952.6600460742883,36.64077100285724,0
1912,3.8215732027803133,4,0,1,25,0.0,0.038461538461538464,0.9615384615384616,26,450,200,250,0.4444444444444444,7,2,5,439.4359327921989,0.3544871794871795,0.21435989752821416,0.2638990926119637,126378.38802161024,5457.04096501015,131835.4289866204,1033,23,377.7307692307692,26,0,19,31.52283978397839,0.6706730769230769,42.82407407407407,982.8166269187332,37.80063949687435,0
1913,3.548262300878919,4,0,0,25,0.0,0.0,1.0,25,650,400,250,0.6153846153846154,9,4,5,454.1240865286631,0.3448611111111111,0.20864797507788135,0.2729847036998145,117372.57038982397,5010.34226236001,122382.91265218398,1034,76,392.92,25,0,16,31.10786604361369,0.675,42.78846153846154,912.6540052741453,36.50616021096582,0
1914,3.2605686000350813,4,0,0,25,0.0,0.0,1.0,25,1000,900,100,0.9,11,9,2,454.3673939045254,0.34312499999999996,0.20880933852140093,0.2746293984794521,108024.04814435724,3816.521046873712,111840.56919123094,1035,77,393.92,25,0,16,30.892185473411146,0.6770833333333333,42.58814102564102,839.3090246484533,33.57236098593813,0
1915,3.1455782702959327,4,0,0,25,0.0,0.0,1.0,25,750,600,150,0.8,9,6,3,453.8528071601433,0.3426388888888889,0.2081294740118269,0.27461941043418847,104246.81157366744,3712.5416140406965,107959.35318770814,1036,78,394.92,25,0,15,30.863549123353046,0.6775,42.54807692307693,809.8351748766695,32.39340699506678,0
1916,3.2923735011456556,4,0,0,25,0.0,0.0,1.0,25,750,600,150,0.8,9,6,3,453.86798101743864,0.3415972222222223,0.2086794213719081,0.27553515108225823,109213.61721756883,4163.712789229874,113377.3300067987,1037,79,395.92,25,0,16,30.737511017783998,0.67875,42.42788461538462,848.0236073263394,33.92094429305357,0
1917,3.7165135124589765,4,0,0,25,0.0,0.0,1.0,25,600,400,200,0.6666666666666666,8,4,4,457.95346609793506,0.3415277777777778,0.21605349090343662,0.278628073838772,123359.77756842747,5698.607542906331,129058.3851113338,1038,80,396.92,25,0,16,30.548482610273155,0.6795833333333333,42.34775641025641,957.5680448166536,38.30272179266614,0
1918,4.123730462451662,4,0,0,25,0.0,0.0,1.0,25,350,200,150,0.5714285714285714,5,2,3,467.8456532352478,0.34180555555555553,0.23208626347866823,0.2749076524382324,135517.48512028798,7330.2532701798245,142847.7383904678,1039,81,397.92,25,0,20,31.635639683283845,0.66625,43.62980769230769,1057.2015716838218,42.28806286735287,8
1919,4.120960442294885,4,0,0,25,0.0,0.0,1.0,25,800,600,200,0.75,10,6,4,465.61812289017405,0.3410416666666667,0.22742892845985652,0.2744831696816661,135553.46630535382,6823.230106471058,142376.69641182487,1040,82,398.92,25,0,19,31.566958242215982,0.6675,43.50961538461539,1056.9867288290006,42.27946915316002,0
1920,3.711980165579183,4,0,0,25,0.0,0.0,1.0,25,700,500,200,0.7142857142857143,9,5,4,465.6181228901738,0.3410416666666667,0.2274289284598563,0.27448316968166603,122100.6086680057,5670.451242348904,127771.05991035461,1041,83,399.92,25,0,19,31.56695824221598,0.6675,43.50961538461539,952.0872203540838,38.08348881416335,0
1921,3.226343037604644,4,0,0,25,0.0,0.0,1.0,25,500,300,200,0.6,7,3,4,465.39976709827914,0.3403472222222222,0.22674371388411663,0.27465020356961134,106159.38340288181,4381.310462199627,110540.69386508144,1042,84,400.92,25,0,19,31.530630173356247,0.6679166666666667,43.469551282051285,827.6552271547492,33.10620908618997,0
1922,3.457959510865181,4,1,0,26,0.038461538461538464,0.0,1.0,26,650,400,250,0.6153846153846154,9,4,5,452.12807162536404,0.3489423076923077,0.2356382917277955,0.269536332045953,114113.74111508689,4468.805143264035,118582.54625835092,1043,0,386.46153846153845,26,0,19,31.47870050558143,0.6678685897435898,43.094135802469125,888.3700764988893,34.168079865341895,0
1923,3.670742284491148,4,0,0,26,0.0,0.0,1.0,26,500,300,200,0.6,7,3,4,455.18626734842957,0.34923076923076923,0.23950103950103974,0.27164341761115945,121172.02419628616,5331.168280192211,126503.19247647838,1044,1,387.46153846153845,26,0,20,31.359797297297302,0.6682692307692308,43.05555555555555,943.1768369873084,36.27603219181955,0
1924,4.179991083002799,4,0,0,26,0.0,0.0,1.0,26,800,600,200,0.75,10,6,4,454.75011256190896,0.34766025641025644,0.2383022200671907,0.2722371967654986,138106.7774902384,6560.81452184968,144667.59201208808,1045,2,388.46153846153845,26,0,20,31.249999999999986,0.6694711538461539,42.93981481481481,1074.5092818691217,41.32728007188929,0
1925,4.1643599326871605,4,0,0,26,0.0,0.0,1.0,26,500,300,200,0.6,7,3,4,454.4702034475257,0.3475,0.23748730261335327,0.2723551650876176,137631.6276735805,6809.894765925227,144441.5224395057,1046,3,389.46153846153845,26,0,20,31.216861744697887,0.6698717948717949,42.90123456790122,1070.6517975087652,41.17891528879866,0
1926,4.127406685147,4,0,0,26,0.0,0.0,1.0,26,600,500,100,0.8333333333333334,7,5,2,454.8342637047112,0.34759615384615383,0.2382307115240354,0.27285961904517525,136451.26954174644,6612.542542718649,143063.81208446508,1047,4,390.46153846153845,26,0,19,31.167166791697923,0.6702724358974359,42.862654320987644,1061.3103995565093,40.81963075217344,0
1927,3.918814654131512,4,0,0,26,0.0,0.0,1.0,26,800,600,200,0.75,10,6,4,452.23244196606896,0.34711538461538466,0.23430035311223474,0.27158391514827157,129594.13641070438,5721.334554699331,135315.4709654037,1048,5,391.46153846153845,26,0,17,31.193744374437443,0.6706730769230769,42.82407407407407,1007.8247872083581,38.76249181570608,0
1928,3.588377906209442,4,0,0,26,0.0,0.0,1.0,26,750,400,350,0.5333333333333333,11,4,7,454.53776671180475,0.3481410256410256,0.23983664805500493,0.273543125309956,118737.90070359463,4844.172041971977,123582.0727455666,1049,6,392.46153846153845,26,0,18,31.053789242151577,0.671474358974359,42.746913580246904,923.1212916128292,35.50466506203189,0
1929,3.754108947093676,4,0,0,26,0.0,0.0,1.0,26,700,600,100,0.8571428571428571,8,6,2,454.53776671180486,0.3481410256410256,0.23983664805500493,0.273543125309956,124221.8704499146,5392.70631421345,129614.57676412805,1050,7,393.46153846153845,26,0,20,31.053789242151577,0.671474358974359,42.746913580246904,965.7561133958566,37.14446589984064,0
1930,4.175011888135327,4,0,0,26,0.0,0.0,1.0,26,1000,700,300,0.7,13,7,6,454.4559902050777,0.347275641025641,0.2392617875304126,0.27435981091928247,138273.70751980154,6367.862934047726,144641.57045384927,1051,8,394.46153846153845,26,0,19,30.934892319992013,0.672676282051282,42.63117283950616,1074.5179130305069,41.32761203963488,0
1931,3.839299322056609,4,0,0,26,0.0,0.0,1.0,26,400,300,100,0.75,5,3,2,453.35628889704486,0.34682692307692303,0.23701137765276803,0.2742743894659999,127231.37827456306,5936.229097162393,133167.60737172546,1052,9,395.46153846153845,26,0,18,30.88253659023927,0.6734775641025641,42.554012345679006,988.4122058674282,38.01585407182416,0
1932,3.4136601656935768,4,0,0,26,0.0,0.0,1.0,26,500,300,200,0.6,7,3,4,453.35628889704503,0.34682692307692303,0.23701137765276847,0.27427438946599997,113126.02936348056,4557.27936997713,117683.30873345768,1053,10,396.46153846153845,26,0,17,30.88253659023928,0.6734775641025641,42.554012345679006,878.8331128731952,33.80127357204597,0
1933,3.882088733244752,4,0,0,26,0.0,0.0,1.0,26,550,400,150,0.7272727272727273,7,4,3,452.62437869138074,0.34634615384615386,0.2352642862082479,0.2741211527573751,128687.9469866014,5899.460409975951,134587.40739657736,1054,11,397.46153846153845,26,0,18,30.86105284187394,0.6738782051282051,42.51543209876542,999.5779400337752,38.44530538591443,0
1934,3.5182403447089268,4,0,1,25,0.0,0.038461538461538464,0.9615384615384616,26,650,500,150,0.7692307692307693,8,5,3,493.5534248849858,0.34631410256410255,0.3044189852700485,0.2878461215205139,115366.54309985857,5537.910492815319,120904.45359267389,1055,12,398.46153846153845,25,1,15,31.27085940759282,0.6590544871794872,43.91025641025642,900.9852677636013,36.039410710544054,8
1935,3.063184386822525,4,0,0,25,0.0,0.0,1.0,25,850,600,250,0.7058823529411765,11,6,5,498.92051394261676,0.33749999999999997,0.2829617575264438,0.2906034652300835,100407.10261320756,4169.032647854124,104576.13526106169,1056,98,414.92,24,1,15,31.18388934092759,0.6625,43.95833333333334,784.3028357093513,32.67928482122297,0
1936,3.24107966557485,4,0,0,25,0.0,0.0,1.0,25,350,200,150,0.5714285714285714,5,2,3,501.21721035113484,0.33618055555555554,0.28690956408588164,0.2929166738820132,106342.0295622833,5310.091080057117,111652.12064234041,1057,99,415.92,24,1,15,30.99381912817177,0.6637500000000001,43.83333333333334,830.2565743314246,34.59402393047603,0
1937,2.928378575583295,4,0,0,25,0.0,0.0,1.0,25,550,400,150,0.7272727272727273,7,4,3,497.43858835150183,0.33590277777777783,0.28044870752723083,0.29168205500000866,96175.88598945965,4018.31939201037,100194.20538147002,1058,100,416.92,24,1,16,30.959396846041297,0.665,43.70833333333334,750.5190257672027,31.271626073633445,0
1938,3.101056735013945,4,0,0,25,0.0,0.0,1.0,25,750,600,150,0.8,9,6,3,499.1545669596806,0.33479166666666665,0.28341891452713686,0.29367086090534184,101946.47566695786,4427.409782921199,106373.88544987906,1059,101,417.92,24,1,16,30.784178312208873,0.66625,43.58333333333334,795.162631136493,33.13177629735387,0
1939,2.8384256848067753,4,0,0,25,0.0,0.0,1.0,25,350,300,50,0.8571428571428571,4,3,1,498.1585246023883,0.3343055555555556,0.2819171405361489,0.2934129874571964,93342.87292001919,3949.9095711970085,97292.7824912162,1060,102,418.92,24,1,14,30.765976171134582,0.6666666666666667,43.54166666666668,727.9379204160717,30.33074668400299,0
