firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,attraction_res,attraction_no_res,attraction_inn,attraction_imi,wealth,previous_wealth,profits,previous_profits,output,previous_output,revenues,previous_revenues,technology,mag_tech_shock,deg_tech_div,mkt_size,mean_mkt_size
41827,2920,1874,3,45.886752136752136,0.5416666666666667,45.833333333333336,0.0002102165230186981,0,0,0,0,253,454,381,326,80304.8786322548,80504.86396660423,-199.98533434943232,-199.9019444252753,0.2745409786269428,0.73424014353851,12.59779383763589,33.750728820239736,3243669084969744346815125187,0,0.4268097643097643,5.139407119896644,4
50100,2920,1667,3,45.886752136752136,0.59375,40.625,0.020706327517342867,0,0,0,0,201,389,322,268,53698.33132955544,53756.04152133517,-57.71019177973304,-43.11108044048518,27.04228639475531,29.36960574154118,1240.8826930072014,1350.0291528096252,52877836347733359440942584979,0,0.4268097643097643,5.139407119896644,4
58818,2920,1449,3,45.886752136752136,0.5520833333333333,44.791666666666664,0.004309438721883548,100,1,1,0,189,384,321,252,109119.29121187201,109413.12797222094,-293.8367603489327,-249.9019444252753,5.628090061852638,0.73424014353851,258.25477367154997,33.750728820239736,41717140541671867221491786651,0,0.4268097643097643,5.139407119896644,4
59493,2920,1432,2,45.886752136752136,0.45833333333333337,54.166666666666664,0.0,0,0,0,0,203,374,331,246,48952.86731995574,49152.86731995574,-200.0,-200.0,0,0,0.0,0.0,5823599885912489674838960327,0,0.4268097643097643,5.139407119896644,4
67305,2920,1237,3,45.886752136752136,0.5729166666666667,42.708333333333336,0.012507883119613194,100,1,1,0,151,299,249,201,151893.36074362716,152141.44067420493,-248.07993057777327,-241.62163303190465,16.335188228303956,17.915459502340106,749.5687333393748,823.5177832138708,51675586777192148044014462543,0,0.4268097643097643,5.139407119896644,4
67909,2920,1222,3,45.886752136752136,0.6041666666666667,39.583333333333336,0.024805549716207687,100,1,1,0,143,278,231,190,95050.26733416217,95146.0628156578,-95.79548149563288,24.041299353976,32.39583547798097,35.0966788611417,1486.5396728411138,1613.2848376075017,47732063853941579491044395655,0,0.4268097643097643,5.139407119896644,4
79210,2920,939,3,45.886752136752136,0.59375,40.625,0.020706327517342867,50,1,0,1,116,236,191,161,51071.4237922549,51179.13398403463,-107.71019177973304,-93.11108044048518,27.04228639475531,29.36960574154118,1240.8826930072014,1350.0291528096252,4867255279261548858863506563,0,0.4268097643097643,5.139407119896644,4
80453,2920,908,2,45.886752136752136,0.53125,46.875,0.0,0,0,0,0,128,249,200,177,52903.21286828089,53103.21286828089,-200.0,-200.0,0,0,0.0,0.0,45430956140674618073789210443,0,0.4268097643097643,5.139407119896644,4
81588,2920,880,3,45.886752136752136,0.6458333333333333,35.416666666666664,0.041202438511667036,100,1,1,0,120,209,193,136,35221.6493409643,34958.25370875633,263.39563220797027,197.08685273236665,53.81003181088368,52.277898219943296,2469.167592176767,2403.0518920011327,44057868946450945714755667587,0,0.4268097643097643,5.139407119896644,4
83198,2920,840,3,45.886752136752136,0.6145833333333333,38.541666666666664,0.028904771915072538,0,0,0,0,86,191,147,130,21313.571966695257,21236.29951065007,77.27245604518788,3.1250814809388316,37.74938456120666,40.82375198074226,1732.1966526750277,1876.54052240538,18050604603542698563508231835,0,0.4268097643097643,5.139407119896644,4
