period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,64,40,10,30,1.0,0.25,0.75,40,0,0,0,0,0,0,0,405.7704854849995,0.4982238247863248,0.4480163464980311,0.1711506008480009,1881889.8158864863,144723.06884430704,2026612.8847307933,0,0,0.0,35,5,30,47.654043869068914,0.48359375000000004,57.494212962962955,15520.370370370354,443.43915343915296,8
2,64,33,18,45,0.5238095238095238,0.2857142857142857,0.7142857142857143,63,1050,900,150,0.8571428571428571,12,9,3,294.85367261538704,0.4999466632531149,0.5173859167917598,0.1390286694456522,1960329.413900637,101952.06544491442,2062281.4793455515,1,0,0.47619047619047616,50,13,36,45.19396077460529,0.5099206349206349,52.49183006535948,15840.522875816998,316.81045751633997,0
3,64,20,4,61,0.3076923076923077,0.06153846153846154,0.9384615384615385,65,1400,1000,400,0.7142857142857143,18,10,8,239.67311965750588,0.4979066506410256,0.42168216708872164,0.11771342020197054,1988029.6608358119,80895.45415683447,2068925.1149926463,2,0,1.0923076923076922,56,9,51,44.7753989784197,0.5286858974358974,50.74926900584795,15952.046783625725,284.8579782790308,0
4,64,21,13,69,0.25609756097560976,0.15853658536585366,0.8414634146341463,82,2100,1500,600,0.7142857142857143,27,15,12,230.35427904942432,0.49838151159289373,0.5111478954124724,0.1171237954040029,2011126.5432098738,74154.32098765414,2085280.864197528,3,0,1.5975609756097562,65,17,46,43.530701754385966,0.5320121951219512,49.30555555555555,16044.444444444422,246.83760683760647,8
5,64,11,6,74,0.1375,0.075,0.925,80,2300,1600,700,0.6956521739130435,30,16,14,239.35315101070097,0.4969837816455696,0.5136724137931019,0.12484247085090547,2027874.2283950676,78775.61728395097,2106649.8456790186,4,0,2.4,65,15,45,42.238505747126446,0.543359375,48.2638888888889,16111.11111111116,247.86324786324863,0
6,64,8,6,76,0.0975609756097561,0.07317073170731707,0.926829268292683,82,2500,1200,1300,0.48,38,12,26,230.24684895934018,0.49519472046572316,0.5101084127644424,0.12240389767426023,2040250.249065621,75052.23818717383,2115302.4872527947,5,0,3.1707317073170733,66,16,43,41.68308601687088,0.5503048780487805,47.49689054726369,16160.199004975155,244.85150007538113,0
7,64,6,3,79,0.07317073170731707,0.036585365853658534,0.9634146341463414,82,2950,1900,1050,0.6440677966101694,40,19,21,228.5642242273891,0.4934413580246914,0.5082610707954567,0.12300190332699354,2048112.0037807135,74275.02625498822,2122387.0300357016,6,0,3.951219512195122,68,14,49,41.22844313163864,0.5550050813008129,47.010869565217384,16191.304347826048,238.1074168797948,0
8,64,7,2,84,0.08139534883720931,0.023255813953488372,0.9767441860465116,86,2050,1000,1050,0.4878048780487805,31,10,21,229.33750821574787,0.49378419972640214,0.54156854983974,0.1225387375159171,2043513.7100387341,74480.8684530004,2117994.5784917343,7,0,4.5813953488372094,61,25,47,41.49955399685303,0.546875,47.29502688172043,16173.118279569904,265.1330865503263,8
9,64,7,2,89,0.07692307692307693,0.02197802197802198,0.978021978021978,91,2700,1500,1200,0.5555555555555556,39,15,24,212.7484694470929,0.4926180301180301,0.5303950785007623,0.1153441701921262,2052870.1152943498,66448.99500050968,2119319.1102948594,8,0,5.0989010989010985,65,26,52,41.328618311731454,0.5518543956043955,46.7171717171717,16210.101010100947,249.3861693861684,0
10,64,10,11,88,0.10101010101010101,0.1111111111111111,0.8888888888888888,99,2700,1600,1100,0.5925925925925926,38,16,22,247.07330604642704,0.4917070363498935,0.6284339652572388,0.13484930421506736,2057122.5810064634,79152.01540640462,2136274.5964128682,9,0,5.424242424242424,61,38,40,40.19055231594989,0.5517676767676767,46.45497311827955,16226.881720430018,266.01445443327896,8
