period,mktsize,entries,exits,surviv,entryrate,exitrate,survivrate,firms,totresinv,totinninv,totimiinv,costshareinn,firmsres,firmsinn,firmsimi,hindex,div,gini,pcm,cs,totprofits,ts,maxage,minage,avgage,actfirms,inactfirms,profitablefirms,wmc,avgproxopt,price,totoutput,avgoutput,magtechshock
1,32,40,9,31,1.0,0.225,0.775,40,0,0,0,0,0,0,0,367.0318797952642,0.49973290598290593,0.38659554730983325,0.15577179780287218,943173.4437139856,61234.944403863505,1004408.3881178491,0,0,0.0,36,4,31,48.295937693259134,0.4864583333333333,57.20720720720722,7769.36936936938,215.8158158158161,0
2,32,31,17,45,0.5,0.27419354838709675,0.7258064516129032,62,850,800,50,0.9411764705882353,9,8,1,269.4719834074758,0.4997025383395029,0.4606131239956275,0.12550722548177629,975932.7409912533,39347.306277441174,1015280.0472686945,1,0,0.5,52,10,35,46.371491856331915,0.5073924731182795,53.026729559748404,7903.144654088009,151.98355104015403,8
3,32,25,16,54,0.35714285714285715,0.22857142857142856,0.7714285714285715,70,1600,1000,600,0.625,22,10,12,242.49456140687587,0.49642857142857144,0.46544030519349056,0.1187958986158761,993156.9084937589,32567.02978668069,1025723.9382804396,2,0,1.0285714285714285,61,9,36,44.815269067367986,0.5255952380952381,50.85685483870969,7972.58064516131,130.69804336330017,0
4,32,12,4,62,0.18181818181818182,0.06060606060606061,0.9393939393939394,66,2150,1600,550,0.7441860465116279,27,16,11,223.5010555708211,0.49649378399378397,0.38750002722546406,0.11141419513281367,998994.5057553828,29305.265309155704,1028299.7710645385,3,0,1.803030303030303,57,9,42,44.54100182083903,0.5337752525252526,50.12571839080459,7995.977011494245,140.28029844726746,8
5,32,10,7,65,0.1388888888888889,0.09722222222222222,0.9027777777777778,72,2000,1400,600,0.7,26,14,12,253.1526319453649,0.4943719027125717,0.49797775837396085,0.1301562521820108,1009231.7347645425,34697.93397968605,1043929.6687442285,4,0,2.4305555555555554,56,16,36,42.49072254966164,0.5423900462962963,48.848684210526315,8036.842105263155,143.5150375939849,8
6,32,10,6,69,0.13333333333333333,0.08,0.92,75,2700,2300,400,0.8518518518518519,31,23,8,228.93444927609403,0.49334084084084084,0.4691834813947624,0.12049137868568893,1016876.1622299368,28859.596836419667,1045735.7590663565,5,0,3.08,59,16,43,42.12785219107959,0.5511111111111111,47.89930555555555,8067.22222222221,136.73258003766458,0
7,32,7,5,71,0.09210526315789473,0.06578947368421052,0.9342105263157895,76,2150,1300,850,0.6046511627906976,30,13,17,226.37618727845557,0.49302266081871343,0.4625631626553106,0.11861376529099397,1015423.6009385934,28623.544650608143,1044047.1455892015,6,0,3.710526315789474,63,13,45,42.37654520394537,0.548108552631579,48.079427083333364,8061.4583333334,127.95965608465715,8
8,32,9,2,78,0.1125,0.025,0.975,80,2400,1700,700,0.7083333333333334,31,17,14,249.82295343882868,0.4920226793248945,0.5459394236149968,0.13247288361875015,1019301.2863481152,32528.971559896825,1051830.257908012,7,0,4.225,58,22,38,41.29331048311885,0.5489583333333333,47.59887005649719,8076.836158192116,139.25579583089856,8
9,32,9,2,85,0.10344827586206896,0.022988505747126436,0.9770114942528736,87,2850,2300,550,0.8070175438596491,34,23,11,208.23129531733227,0.4920308740978348,0.5045626012235946,0.10987381209509353,1017700.5929185663,22133.422541729848,1039834.0154602962,8,0,4.747126436781609,60,27,43,42.54547814115149,0.5439415708812261,47.797131147540966,8070.491803278656,134.50819672131095,8
10,32,11,5,91,0.11458333333333333,0.052083333333333336,0.9479166666666666,96,3000,2000,1000,0.6666666666666666,40,20,20,210.85658109042737,0.4921440972222222,0.5539289567203971,0.11217684013581852,1020358.9907955264,20829.88165680458,1041188.872452331,9,0,5.15625,64,32,44,42.14314422304016,0.5406901041666667,47.46794871794871,8081.025641025618,126.26602564102528,7
11,32,4,10,85,0.042105263157894736,0.10526315789473684,0.8947368421052632,95,3500,2600,900,0.7428571428571429,44,26,18,206.48927857925293,0.49231989548338934,0.5402156022665883,0.11103768780083288,1023811.5825340115,19781.223015706117,1043592.8055497176,10,0,5.863157894736842,68,27,41,41.81773195671204,0.5471491228070176,47.041062801932355,8094.685990338137,119.03949985791378,0
12,32,3,2,86,0.03409090909090909,0.022727272727272728,0.9772727272727273,88,3250,2200,1050,0.676923076923077,43,22,21,215.24496604514906,0.49085412312783006,0.5261410400299287,0.11623228166438045,1025156.2499999999,23281.944444444434,1048438.1944444443,11,0,6.9772727272727275,58,30,46,41.42661179698216,0.5517282196969697,46.875,8099.999999999999,139.65517241379308,0
13,32,4,4,86,0.044444444444444446,0.044444444444444446,0.9555555555555556,90,2800,2000,800,0.7142857142857143,36,20,16,211.1321447859148,0.490230961298377,0.5252170537884815,0.11564428353379587,1029694.8443417259,22680.33619217356,1052375.1805338995,12,0,7.633333333333334,66,24,45,40.95919899491328,0.55625,46.31529850746269,8117.910447761208,122.9986431478971,0
14,32,6,2,90,0.06521739130434782,0.021739130434782608,0.9782608695652174,92,3200,2100,1100,0.65625,43,21,22,229.8090914615218,0.4902104236343367,0.5701038464981645,0.12355418681160038,1023750.4822530856,25453.43364197525,1049203.9158950609,13,0,8.01086956521739,65,27,39,41.23555822466255,0.5455163043478262,47.04861111111111,8094.444444444438,124.52991452991444,8
15,32,7,3,94,0.07216494845360824,0.030927835051546393,0.9690721649484536,97,3550,2100,1450,0.5915492957746479,50,21,29,222.166285577187,0.49041559278350516,0.5773503826603443,0.12146954892615941,1029123.1483075728,22777.2934521989,1051900.4417597717,14,0,8.371134020618557,65,32,39,40.75127834131972,0.5500429553264605,46.38573232323233,8115.656565656583,124.85625485625512,0
16,32,1,3,92,0.010526315789473684,0.031578947368421054,0.968421052631579,95,3350,2400,950,0.7164179104477612,43,24,19,222.80214643543331,0.48971164613661816,0.5711948006731267,0.1224736647375384,1030831.0592559611,23584.274522907985,1054415.3337788691,15,0,9.347368421052632,66,29,36,40.52010596594391,0.5530701754385965,46.17537313432837,8122.3880597015095,123.06648575305317,0
17,32,1,5,88,0.010752688172043012,0.053763440860215055,0.946236559139785,93,3400,2800,600,0.8235294117647058,40,28,12,248.938437439569,0.4890038179834814,0.6020128574232795,0.13339853223663914,1022691.3872452377,28917.439184747156,1051608.8264299848,16,0,10.086021505376344,64,29,33,40.88581283806627,0.544018817204301,47.1794871794872,8090.256410256445,126.41025641025695,8
18,32,6,2,92,0.06382978723404255,0.02127659574468085,0.9787234042553191,94,3200,2500,700,0.78125,39,25,14,244.7233933432922,0.4893950659650728,0.6061596278780699,0.13371295631300575,1028909.6793552813,28359.653635116614,1057269.332990398,17,0,10.617021276595745,62,32,37,40.20614635630611,0.5498670212765957,46.41203703703704,8114.814814814816,130.884109916368,0
19,32,5,3,94,0.05154639175257732,0.030927835051546393,0.9690721649484536,97,2850,1800,1050,0.631578947368421,39,18,21,252.64251994261963,0.48909561139748,0.6331599122015519,0.1370394274840271,1026589.5336418664,29622.033345200012,1056211.5669870665,18,0,11.092783505154639,52,45,36,40.298630509000624,0.5473582474226804,46.69811320754717,8105.660377358498,155.87808417997113,8
20,32,7,9,92,0.06930693069306931,0.0891089108910891,0.9108910891089109,101,2900,1800,1100,0.6206896551724138,40,18,22,236.00173393025634,0.4900907590759076,0.6224209861314243,0.13024318325583326,1032083.897884381,25614.717892442364,1057698.6157768234,19,0,11.158415841584159,60,41,39,40.02723055200701,0.5527021452145214,46.021174863387984,8127.322404371594,135.45537340619322,0
21,32,2,2,92,0.02127659574468085,0.02127659574468085,0.9787234042553191,94,3100,2400,700,0.7741935483870968,38,24,14,242.5423273313623,0.48834410508655535,0.6064701778862918,0.13450074515648294,1033611.111111113,28238.88888888903,1061850.000000002,20,0,12.170212765957446,57,37,42,39.668715846994544,0.5559618794326241,45.83333333333334,8133.3333333333485,142.69005847953244,0
22,32,2,0,94,0.02127659574468085,0.0,1.0,94,4500,3300,1200,0.7333333333333333,57,33,24,253.5359968081277,0.4880366811561046,0.6155381298386426,0.13779994495275102,1027229.6657518517,28787.939451454924,1056017.6052033068,21,0,12.98936170212766,56,38,38,40.19503546099291,0.5485372340425532,46.61915204678361,8108.187134502895,144.789055973266,8
23,32,5,2,97,0.050505050505050504,0.020202020202020204,0.9797979797979798,99,3900,2700,1200,0.6923076923076923,51,27,24,244.09415965872887,0.48772160379303237,0.6277502282200909,0.1326209233630455,1027115.8909527372,26442.598054847083,1053558.4890075843,22,0,13.282828282828282,55,44,41,40.44864853290264,0.5431397306397306,46.63318452380953,8107.73809523811,147.41341991342017,8
24,32,7,8,96,0.0673076923076923,0.07692307692307693,0.9230769230769231,104,3500,2500,1000,0.7142857142857143,45,25,20,228.43130741387893,0.48860117936270847,0.620493451858178,0.12631048191252944,1032698.9192965149,22880.152859960515,1055579.0721564754,23,0,13.35576923076923,64,40,42,40.14211295443553,0.5487780448717949,45.94551282051282,8129.743589743585,127.02724358974352,0
25,32,5,1,100,0.04950495049504951,0.009900990099009901,0.9900990099009901,101,3900,2900,1000,0.7435897435897436,49,29,20,244.72701539867984,0.4886963696369637,0.6327078462412115,0.1350889662290901,1032155.4607815149,26419.26506890154,1058574.7258504163,24,0,13.910891089108912,63,38,38,39.79660632275981,0.5456889438943895,46.01236979166664,8127.604166666615,129.00958994708913,7
26,32,3,2,101,0.02912621359223301,0.019417475728155338,0.9805825242718447,103,4450,3100,1350,0.6966292134831461,58,31,27,233.6521101002926,0.4880742750174503,0.6233738692468276,0.13015222102544804,1035023.6304012343,23317.09104938272,1058340.721450617,25,0,14.601941747572816,59,44,41,39.71700796359497,0.5486448220064725,45.65972222222222,8138.888888888887,137.94726930320147,0
27,32,3,2,102,0.028846153846153848,0.019230769230769232,0.9807692307692307,104,3750,2600,1150,0.6933333333333334,49,26,23,224.51396625015974,0.4878893608414239,0.6117987357762724,0.12621862276667112,1037916.8680144652,22055.36653517426,1059972.2345496395,26,0,15.182692307692308,64,40,45,39.58621720254197,0.5525841346153846,45.30448717948718,8150.256410256418,127.34775641025654,0
28,32,2,6,98,0.019230769230769232,0.057692307692307696,0.9423076923076923,104,4300,2700,1600,0.627906976744186,59,27,32,235.97261443333397,0.4880955159322878,0.630567752818014,0.12903489175237312,1029164.3974033642,23470.92270739572,1052635.32011076,27,0,16.08653846153846,58,46,40,40.39592760180995,0.5397636217948718,46.380649717514125,8115.819209039548,139.92791739723359,8
29,32,7,6,99,0.06666666666666667,0.05714285714285714,0.9428571428571428,105,3150,2300,850,0.7301587301587301,40,23,17,224.14560764878752,0.4877899877899878,0.616211920529802,0.12280836993819622,1029788.4871083348,22014.513238524603,1051803.0003468595,28,0,16.37142857142857,61,44,44,40.61727373068431,0.54375,46.30376344086021,8118.279569892462,133.08655032610594,8
30,32,6,5,100,0.05714285714285714,0.047619047619047616,0.9523809523809523,105,3000,1800,1200,0.6,42,18,24,213.58192936959603,0.48795405982905987,0.5959719547348421,0.11864617309914562,1034157.7783558788,20175.48271476472,1054333.2610706436,29,0,16.35238095238095,61,44,42,40.33615296501896,0.5498015873015873,45.766129032258064,8135.483870967738,133.36858804865145,0
31,32,2,5,97,0.0196078431372549,0.049019607843137254,0.9509803921568627,102,2950,1900,1050,0.6440677966101694,40,19,21,261.6332891072962,0.48675419012489485,0.6644106269736887,0.14375589586564191,1030691.7195138067,30582.652926410392,1061274.372440217,30,0,17.41176470588235,57,45,34,39.55208038494199,0.5473856209150327,46.19252873563219,8121.839080459773,142.48840492034688,8
