firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
175925,5000,601,3,44.55357142857143,0.59375,40.625,0.015379238028661311,50,0,0,0,37722.277309560166,37910.542615682614,-188.26530612244892,-183.4998582766441,0,15.714285714285722,16.309523809523796,-0.03649635036496224,700.1275510204085,729.0745464852602,-0.03970375266068471,0.08817635270541087
175976,5000,600,3,44.55357142857143,0.6041666666666667,39.583333333333336,0.019457066293836648,100,0,0,0,498.0413884196284,699.2283215262044,-201.18693310657596,-195.18140589569185,0,19.88095238095238,20.476190476190453,-0.029069767441859407,885.767431972789,915.3344671201803,-0.03230189205090783,0.1115564462257849
182586,5000,435,3,44.55357142857143,0.5729166666666667,42.708333333333336,0.00722358149831061,100,1,1,0,31233.44263127179,31519.82301675932,-286.3803854875283,-234.09509637188216,0,7.38095238095238,7.976190476190453,-0.07462686567163934,328.8477891156462,356.55470521541844,-0.07770733549297193,0.04141616566466265
183442,5000,413,2,44.55357142857143,0.5416666666666667,45.833333333333336,0.0,50,0,0,0,9183.839178952592,9433.839178952592,-250.0,-250.0,0,0,0,0,0.0,0.0,0,-0.028724114896459593
184499,5000,387,3,44.55357142857143,0.5729166666666667,42.708333333333336,0.00722358149831061,100,1,1,0,6330.957964853409,6617.338350340938,-286.3803854875283,-296.37188208616783,0,7.38095238095238,3.809523809523796,0.9375000000000064,328.8477891156462,170.29478458049826,0.9310502663115912,0.04141616566466265
185309,5000,367,3,44.55357142857143,0.5729166666666667,42.708333333333336,0.00722358149831061,50,1,0,1,271.7561507359859,508.1365362235142,-236.38038548752834,-234.09509637188216,0,7.38095238095238,7.976190476190453,-0.07462686567163934,328.8477891156462,356.55470521541844,-0.07770733549297193,0.04141616566466265
185955,5000,351,2,44.55357142857143,0.5208333333333333,47.916666666666664,0.0,50,0,0,0,42821.010097654325,43071.010097654325,-250.0,-250.0,0,0,0,0,0.0,0.0,0,-0.07548430193720765
187074,5000,323,3,44.55357142857143,0.625,37.5,0.027612722824187346,100,1,1,0,6782.492734410559,6883.481254818722,-100.98852040816314,-148.18239795918373,0,28.214285714285722,24.64285714285714,0.14492753623188448,1257.0471938775515,1101.5943877551017,0.14111619290221822,0.1583166332665331
188001,5000,299,3,44.55357142857143,0.5729166666666667,42.708333333333336,0.00722358149831061,100,0,0,0,94062.33832383544,94348.71870932297,-286.3803854875283,-284.09509637188216,0,7.38095238095238,7.976190476190453,-0.07462686567163934,328.8477891156462,356.55470521541844,-0.07770733549297193,0.04141616566466265
189565,5000,260,3,44.55357142857143,0.6354166666666667,36.458333333333336,0.03169055108936268,50,1,0,1,33508.42512769475,33496.29360842037,12.131519274376387,21.857284580498515,-0.44496676933051604,32.38095238095238,32.97619047619045,-0.018050541516244856,1442.687074829932,1474.1142290249422,-0.021319347969253277,0.18169672678690713
190929,5000,226,3,44.55357142857143,0.6145833333333333,38.541666666666664,0.02353489455901201,100,0,0,0,9208.951986688438,9364.379991223586,-155.42800453514718,-148.18239795918373,0,24.047619047619065,24.64285714285714,-0.024154589371979784,1071.4073129251708,1101.5943877551017,-0.027403076091780054,0.13493653974615907
191067,5000,223,2,44.55357142857143,0.53125,46.875,0.0,100,0,0,0,5195.761545702748,5495.761545702748,-300.0,-300.0,0,0,0,0,0.0,0.0,0,-0.05210420841683362
191277,5000,218,3,44.55357142857143,0.6354166666666667,36.458333333333336,0.03169055108936268,50,0,0,0,68192.20916767049,68180.07764839611,12.131519274376387,21.857284580498515,-0.44496676933051604,32.38095238095238,32.97619047619045,-0.018050541516244856,1442.687074829932,1474.1142290249422,-0.021319347969253277,0.18169672678690713
191419,5000,214,3,44.55357142857143,0.65625,34.375,0.039846207619713386,50,1,0,1,37869.032432954344,37704.61916764822,164.41326530612264,176.61918934240333,-0.06910870829906057,40.71428571428572,41.309523809523796,-0.014409221902016767,1813.9668367346944,1846.634070294784,-0.017690149924979304,0.22845691382765534
193257,5000,168,2,44.55357142857143,0.5520833333333333,44.791666666666664,0.0,100,1,1,0,1713.811505860689,2013.811505860689,-300.0,-250.0,0,0,0,0,0.0,0.0,0,-0.005344021376085405
