firm_id,period,age,status,price,prox_opt_tech,mc,mkt_share,inv_res,researching,innovating,imitating,wealth,previous_wealth,profits,previous_profits,profits_growthrate,output,previous_output,output_growthrate,revenues,previous_revenues,revenues_growthrate,pcm
10314,1000,742,3,45.6537356321839,0.6041666666666667,39.583333333333336,0.023866685496398792,50,0,0,0,61357.31495204004,61459.915815760476,-102.60086372043901,-118.70659722222265,0,24.281609195402268,22.91666666666663,0.05956112852664619,1108.5461669309009,1038.4114583333314,0.06754038395352158,0.132966168371361
19565,1000,510,3,45.6537356321839,0.5833333333333333,41.666666666666664,0.01567575201242762,100,0,0,0,3577.6669433677844,3814.0800676246217,-236.4131242568372,-246.83159722222237,0,15.948275862068954,14.583333333333314,0.09359605911330116,728.0983699960359,660.8072916666657,0.10183162198415041,0.08733280881195904
23592,1000,410,3,45.6537356321839,0.6041666666666667,39.583333333333336,0.023866685496398792,50,0,0,0,9194.846992058578,9297.447855779017,-102.60086372043901,-118.70659722222265,0,24.281609195402268,22.91666666666663,0.05956112852664619,1108.5461669309009,1038.4114583333314,0.06754038395352158,0.132966168371361
23684,1000,407,3,45.6537356321839,0.6041666666666667,39.583333333333336,0.023866685496398792,100,0,0,0,14192.296079257743,14344.896942978183,-152.600863720439,-168.70659722222265,0,24.281609195402268,22.91666666666663,0.05956112852664619,1108.5461669309009,1038.4114583333314,0.06754038395352158,0.132966168371361
24446,1000,388,2,45.6537356321839,0.46875,53.125,0.0,50,1,0,1,10457.362735022081,10707.362735022081,-250.0,-300.0,0,0,0,0,0.0,0.0,0,-0.1636506687647523
24517,1000,387,3,45.6537356321839,0.59375,40.625,0.019771218754413206,100,0,0,0,39320.76767961814,39519.61495138456,-198.84727176641587,-212.10937500000028,0,20.11494252873561,18.74999999999997,0.07279693486590078,918.3222684634684,849.6093749999986,0.08087586540987712,0.11014948859166
26658,1000,333,2,45.6537356321839,0.53125,46.875,0.0,100,0,0,0,2476.3787936409244,2776.3787936409244,-300.0,-300.0,0,0,0,0,0.0,0.0,0,-0.026750590086546146
26707,1000,332,2,45.6537356321839,0.53125,46.875,0.0,100,0,0,0,28024.905799549502,28324.905799549502,-300.0,-300.0,0,0,0,0,0.0,0.0,0,-0.026750590086546146
26979,1000,325,3,45.6537356321839,0.6458333333333333,35.416666666666664,0.0402485524643412,50,1,0,1,20168.195521818372,19999.005197799346,169.19032401902473,91.71006944444406,0.8448391222897993,40.948275862068954,39.583333333333314,0.034482758620689946,1869.4417608006333,1793.6197916666656,0.0422731559309526,0.22423288749016518
28003,1000,299,3,45.6537356321839,0.5729166666666667,42.708333333333336,0.011580285270442003,100,0,0,0,3097.030716280702,3362.3291374724054,-265.29842119170314,-272.8732638888891,0,11.781609195402268,10.416666666666629,0.13103448275862184,537.874471528602,472.00520833333155,0.1395519838178425,0.06451612903225791
28324,1000,291,3,45.6537356321839,0.5833333333333333,41.666666666666664,0.01567575201242762,100,0,0,0,7339.024822393103,7575.43794664994,-236.4131242568372,-246.83159722222237,0,15.948275862068954,14.583333333333314,0.09359605911330116,728.0983699960359,660.8072916666657,0.10183162198415041,0.08733280881195904
